Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
THe	THe	dt	THe	the	0
wisest	wisest	js	wisest	wise	0
Prince	Prince	n1	Prince	prince	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
sate	sate	vvd	sat	sit	0
upon	upon	p-acp	upon	upon	0
a	a	dt	a	a	0
Throne	Throne	n1	Throne	throne	0
hath	hath	vhz	hath	have	0
told	told	vvn	told	tell	0
us	us	pno12	us	we	0
,	,	,	,	,	0
Prov.	Prov.	np1	Prov.	Prov.	1
21.11	21.11	crd	21.11	21.11	0
That	That	d	That	that	0
a	a	dt	a	a	0
word	word	n1	word	word	0
fitly	fitly	av-j	fitly	fit	0
spoken	spoken	vvn	spoken	speak	0
is	is	vbz	is	be	0
like	like	j	like	like	0
Apples	Apples	n2	Apples	apple	0
of	of	pp-f	of	of	0
gold	gold	n1	gold	gold	0
in	in	p-acp	in	in	0
pictures	pictures	n2	pictures	picture	0
of	of	pp-f	of	of	0
silver	silver	n1	silver	silver	0
,	,	,	,	,	0
or	or	cc	or	or	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
Hebrew	Hebrew	njp	Hebrew	hebrew	0
hath	hath	vhz	hath	have	0
it	it	pn31	it	it	0
,	,	,	,	,	0
a	a	dt	a	a	0
word	word	n1	word	word	0
spoken	spoken	vvn	spoken	speak	0
(	(	(	(	(	0
)	)	)	)	)	0
up	up	a-acp	up	up	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
wheels	wheels	n2	wheels	wheel	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
rightly	rightly	av-jn	rightly	right	0
ordered	ordered	vvn	ordered	order	0
,	,	,	,	,	0
placed	placed	vvn	placed	place	0
,	,	,	,	,	0
and	and	cc	and	and	0
circum	circum	fw-la	circum	circum	0
∣	∣	sy	∣	∣	0
stantiated	stantiated	vvn	stantiated	stantiate	0
.	.	.	.	.	1
Such	Such	d	Such	such	0
a	a	dt	a	a	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
words	words	n2	words	word	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
excellent	excellent	j	excellent	excellent	0
,	,	,	,	,	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
prevalent	prevalent	j	prevalent	prevalent	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
pleasant	pleasant	j	pleasant	pleasant	0
word	word	n1	word	word	0
that	that	cst	that	that	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
spo	spo	zz	spo	spo	0
∣	∣	sy	∣	∣	0
ken	ken	n1	ken	ken	0
:	:	:	:	:	0
such	such	d	such	such	0
a	a	dt	a	a	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
indeed	indeed	av	indeed	indeed	0
a	a	dt	a	a	0
word	word	n1	word	word	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
like	like	j	like	like	0
Apples	Apples	n2	Apples	apple	0
of	of	pp-f	of	of	0
Gold	Gold	n1	Gold	gold	0
in	in	p-acp	in	in	0
Pictures	Pictures	n2	Pictures	picture	0
of	of	pp-f	of	of	0
Silver	Silver	n1	Silver	silver	0
;	;	;	;	;	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
words	words	n2	words	word	0
such	such	d	such	such	0
a	a	dt	a	a	0
word	word	n1	word	word	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
precious	precious	j	precious	precious	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
sweet	sweet	j	sweet	sweet	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
sirable	sirable	j	sirable	sirable	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
delectable	delectable	j	delectable	delectable	0
.	.	.	.	.	1
O	O	sy	O	o	0
Sirs	Sirs	n2	Sirs	sir	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
time	time	n1	time	time	0
a	a	dt	a	a	0
word	word	n1	word	word	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
a	a	dt	a	a	0
word	word	n1	word	word	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
wheels	wheels	n2	wheels	wheel	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
speak	speak	vvi	speak	speak	0
a	a	dt	a	a	0
word	word	n1	word	word	0
to	to	p-acp	to	to	0
purpose	purpose	n1	purpose	purpose	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
ject	ject	n1	ject	ject	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
.	.	.	.	.	1
Though	Though	cs	Though	though	0
all	all	d	all	all	0
truths	truths	n2	truths	truth	0
are	are	vbr	are	be	0
glorious	glorious	j	glorious	glorious	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
double	double	j-jn	double	double	0
glory	glory	n1	glory	glory	0
upon	upon	p-acp	upon	upon	0
seasona	seasona	fw-la	seasona	seasona	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
truths	truths	n2	truths	truth	0
;	;	;	;	;	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
great	great	j	great	great	0
business	business	n1	business	business	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
forth	forth	av	forth	forth	0
as	as	p-acp	as	as	0
seasonable	seasonable	j	seasonable	seasonable	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
weighty	weighty	j	weighty	weighty	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
and	and	cc	and	and	0
as	as	p-acp	as	as	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
fortable	fortable	j	fortable	fortable	0
and	and	cc	and	and	0
incouraging	incouraging	vvg	encouraging	encourage	0
a	a	dt	a	a	0
truth	truth	n1	truth	truth	0
as	as	c-acp	as	as	0
any	any	d	any	any	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
.	.	.	.	.	1
The	The	dt	The	the	0
Mother	Mother	n1	Mother	mother	0
of	of	pp-f	of	of	0
King	King	n1	King	king	0
Cyrus	Cyrus	np1	Cyrus	Cyrus	0
willed	willed	vvd	willed	will	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
words	words	n2	words	word	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
that	that	cst	that	that	0
spoke	spoke	vvd	spoke	speak	0
unto	unto	p-acp	unto	unto	0
her	her	po31	her	her	0
son	son	n1	son	son	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
in	in	p-acp	in	in	0
silk	silk	n1	silk	silk	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
certainly	certainly	av-j	certainly	certain	0
seasonable	seasonable	j	seasonable	seasonable	0
words	words	n2	words	word	0
are	are	vbr	are	be	0
alwayes	alwayes	av	always	always	0
better	better	av-jc	better	better	0
than	than	cs	than	than	0
silken	silken	j	silken	silken	0
words	words	n2	words	word	0
.	.	.	.	.	1
Every	Every	np1	Every	Every	0
prudent	prudent	j	prudent	prudent	0
husbandman	husbandman	n1	husbandman	husbandman	0
observes	observes	vvz	observes	observe	0
his	his	po31	his	his	0
fittest	fittest	js	fittest	fit	0
seasons	seasons	n2	seasons	season	0
to	to	pc-acp	to	to	0
sow	sow	vvi	sow	sow	0
his	his	po31	his	his	0
seeds	seeds	n2	seeds	seed	0
,	,	,	,	,	0
and	and	cc	and	and	0
therefore	therefore	av	therefore	therefore	0
some	some	d	some	some	0
he	he	pns31	he	he	0
sowes	sowes	n2	sows	sow	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Autumn	Autumn	n1	Autumn	autumn	0
and	and	cc	and	and	0
fall	fall	n1	fallen	fall	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Leaf	Leaf	n1	Leaf	leaf	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spring	Spring	n1	Spring	spring	0
and	and	cc	and	and	0
renewing	renewing	vvg	renewing	renew	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
year	year	n1	year	year	0
;	;	;	;	;	0
some	some	d	some	some	0
he	he	pns31	he	he	0
sowes	sowes	n2	sows	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
dry	dry	j	dry	dry	0
season	season	n1	season	season	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
he	he	pns31	he	he	0
sowes	sowes	n2	sows	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
wet	wet	j	wet	wet	0
;	;	;	;	;	0
some	some	d	some	some	0
he	he	pns31	he	he	0
sowes	sowes	n2	sows	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
moist	moist	j	moist	moist	0
clay	clay	n1	clay	clay	0
,	,	,	,	,	0
and	and	cc	and	and	0
some	some	d	some	some	0
he	he	pns31	he	he	0
sowes	sowes	n2	sows	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
sandy	sandy	j	sandy	sandy	0
dry	dry	j	dry	dry	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Holy	Holy	j	Holy	holy	0
Ghost	Ghost	n1	Ghost	ghost	0
speaks	speaks	vvz	speaks	speak	0
,	,	,	,	,	0
Isa.	Isa.	np1	Isa.	Isa.	1
28.25	28.25	crd	28.25	28.25	0
.	.	.	.	.	1
He	He	pns31	He	he	0
sow	sow	vvb	sow	sow	0
∣	∣	sy	∣	∣	0
eth	eth	zz	eth	eth	0
the	the	dt	the	the	0
Fitches	Fitches	n2	Fitches	fitche	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Cum	Cum	fw-la	Cum	cum	0
∣	∣	sy	∣	∣	0
min	min	fw-mi	min	min	0
,	,	,	,	,	0
and	and	cc	and	and	0
casteth	casteth	vvz	casts	cast	0
in	in	p-acp	in	in	0
Wheat	Wheat	n1	Wheat	wheat	0
by	by	p-acp	by	by	0
measure	measure	n1	measure	measure	0
.	.	.	.	.	1
And	And	cc	And	and	0
so	so	av	so	so	0
all	all	d	all	all	0
spiri	spiri	n1	spiri	spiri	0
∣	∣	sy	∣	∣	0
tual	tual	j	tual	tual	0
husbandmen	husbandmen	n2	husbandmen	husbandman	0
must	must	vmb	must	must	0
wisely	wisely	av-j	wisely	wise	0
observe	observe	vvi	observe	observe	0
their	their	po32	their	their	0
fittest	fittest	js	fittest	fit	0
seasons	seasons	n2	seasons	season	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sowing	sowing	vvg	sowing	sow	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
immortal	immortal	j	immortal	immortal	0
seed	seed	n1	seed	seed	0
that	that	cst	that	that	0
God	God	np1	God	God	0
hath	hath	vhz	hath	have	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
as	as	c-acp	as	as	0
this	this	d	this	this	0
is	is	vbz	is	be	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
eye	eye	n1	eye	eye	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
whether	whether	cs	whither	whether	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
hit	hit	vvn	hit	hit	0
the	the	dt	the	the	0
mark	mark	n1	mark	mark	0
,	,	,	,	,	0
or	or	cc	or	or	0
mist	mist	vvd	missed	miss	0
it	it	pn31	it	it	0
,	,	,	,	,	0
let	let	vvb	let	let	0
the	the	dt	the	the	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stian	stian	n1	stian	stian	0
Reader	Reader	n1	Reader	reader	0
judge	judge	vvi	judge	judge	0
.	.	.	.	.	1
One	One	crd	One	one	0
speaking	speaking	vvg	speaking	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
glory	glory	n1	glory	glory	0
of	of	pp-f	of	of	0
heaven	heaven	n1	heaven	heaven	0
,	,	,	,	,	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
That	That	cst	That	that	0
the	the	dt	the	the	0
good	good	j	good	good	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
eternal	eternal	j	eternal	eternal	0
life	life	n1	life	life	0
are	are	vbr	are	be	0
so	so	av	so	so	0
many	many	d	many	many	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
