GENTLEMEN	GENTLEMEN	np1	GENTLEMEN	Gentlemen	0
.	.	.	.	.	1
FOr	FOr	p-acp	FOr	for	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
Epithite	Epithite	n1	Epithet	epithet	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
how	how	c-crq	how	how	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
(	(	(	(	(	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
&	&	cc	&	and	0
best	best	js	best	best	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
on	on	p-acp	on	on	0
earth	earth	n1	earth	earth	0
being	being	vbg	being	be	0
in	in	p-acp	in	in	0
truth	truth	n1	truth	truth	0
no	no	av-dx	no	no	0
more	more	av-dc	more	more	0
.	.	.	.	.	0
)	)	)	)	)	1
These	These	np1	These	Theise	0
ensuing	ensuing	vvg	ensuing	ensue	0
Reports	Reports	n2	Reports	report	0
were	were	vbdr	were	be	0
at	at	p-acp	at	at	0
first	first	ord	first	first	0
briefly	briefly	av-j	briefly	brief	0
taken	taken	vvn	taken	take	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Law-french	Law-french	jp	Law-french	law-french	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
any	any	d	any	any	0
thought	thought	n1	thought	thought	0
of	of	pp-f	of	of	0
making	making	vvg	making	make	0
other	other	j-jn	other	other	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
then	then	av	then	then	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
one	one	crd	one	one	0
privat	privat	j	private	private	0
satisfaction	satisfaction	n1	satisfaction	satisfaction	0
,	,	,	,	,	0
And	And	cc	And	and	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
time	time	n1	time	time	0
after	after	p-acp	after	after	0
lye	lye	n1	lie	lie	0
so	so	av	so	so	0
confusedly	confusedly	av-vvn	confusedly	confuse	0
scattered	scattered	vvn	scattered	scatter	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
Note-books	Note-books	n2	Notebooks	notebook	0
,	,	,	,	,	0
that	that	cst	that	that	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
then	then	av	then	then	0
lay	lay	vvd	lay	lie	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
altogether	altogether	av	altogether	altogether	0
uselesse	uselesse	j	useless	useless	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
but	but	p-acp	but	but	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
much	much	d	much	much	0
expence	expence	n1	expense	expense	0
of	of	pp-f	of	of	0
