Honoured	Honoured	j-vvn	Honoured	honour	0
and	and	cc	and	and	0
Worthy	Worthy	j	Worthy	worthy	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
Generous	Generous	j	Generous	generous	0
Incouragement	Incouragement	n1	Encouragement	encouragement	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
my	my	po11	my	my	0
Auctions	Auctions	n2	Auctions	auction	0
of	of	pp-f	of	of	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Extraordinary	Extraordinary	j	Extraordinary	extraordinary	0
and	and	cc	and	and	0
Unmerited	Unmerited	j	Unmerited	unmerited	0
Kindnesses	Kindnesses	n2	Kindnesses	kindness	0
I	I	pns11	I	i	0
receiv'd	receiv'd	vvd	received	receive	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
Hands	Hands	n2	Hands	hand	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
in	in	p-acp	in	in	0
Ireland	Ireland	np1	Ireland	Ireland	0
,	,	,	,	,	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
bolden	bolden	n1	bolden	bolden	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
trouble	trouble	vvi	trouble	trouble	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
.	.	.	.	.	1
I	I	pns11	I	i	0
confess	confess	vvb	confess	confess	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
justly	justly	av-j	justly	just	0
seem	seem	vvi	seem	seem	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
worthy	worthy	j-jn	worthy	worthy	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Acceptance	Acceptance	n1	Acceptance	acceptance	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Per	Per	np1	Per	Per	0
∣	∣	sy	∣	∣	0
son	son	n1	son	son	0
of	of	pp-f	of	of	0
so	so	av	so	so	0
Great	Great	j	Great	great	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Endow	Endow	vvi	Endow	endow	0
∣	∣	sy	∣	∣	0
ments	ments	n2	ments	ment	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
known	known	vvn	known	know	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
:	:	:	:	:	0
Nor	Nor	ccx	Nor	nor	0
can	can	vmb	can	can	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
less	less	av-dc	less	less	0
than	than	cs	than	than	0
your	your	po22	your	your	0
own	own	d	own	own	0
Goodness	Goodness	n1	Goodness	goodness	0
,	,	,	,	,	0
find	find	vvb	find	find	0
an	an	dt	and	a	0
Excuse	Excuse	n1	Excuse	excuse	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Presumption	Presumption	n1	Presumption	presumption	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
having	having	vhg	having	have	0
had	had	vhn	had	have	0
such	such	d	such	such	0
large	large	j	large	large	0
Experience	Experience	n1	Experience	experience	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Excellency	Excellency	n1	Excellency	excellency	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Temper	Temper	vvi	Temper	temper	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Great	Great	j	Great	great	0
∣	∣	sy	∣	∣	0
ness	ness	n1	ness	ness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
be	be	vbi	be	be	0
unjust	unjust	j	unjust	unjust	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Character	Character	n1	Character	character	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
not	not	xx	not	not	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lickly	lickly	av-j	lickly	lick	0
own	own	vvb	own	own	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
measure	measure	vvb	measure	measure	0
the	the	dt	the	the	0
Tokens	Tokens	n2	Tokens	token	0
of	of	pp-f	of	of	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Affecti	Affecti	n1	Affection	affection	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Friend	Friend	n1	Friend	friend	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Value	Value	vvi	Valve	value	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
thing	thing	n1	thing	thing	0
presented	presented	vvd	presented	present	0
.	.	.	.	.	1
Give	Give	vvb	Give	give	0
me	me	pno11	me	i	0
leave	leave	vvi	leave	leave	0
then	then	av	then	then	0
,	,	,	,	,	0
Worthy	Worthy	j	Worthy	worthy	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
inscribe	inscribe	vvi	inscribe	inscribe	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
fol	fol	zz	fol	fol	0
∣	∣	sy	∣	∣	0
lowing	lowing	vvg	lowing	low	0
Sheets	Sheets	n2	Sheets	sheet	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Great	Great	j	Great	great	0
Patron	Patron	n1	Patron	patron	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Generous	Generous	j	Generous	generous	0
Friend	Friend	n1	Friend	friend	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
injur'd	injur'd	j-vvn	injured	injure	0
Stranger	Stranger	n1	Stranger	stranger	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
came	came	vvd	came	come	0
to	to	pc-acp	to	to	0
promote	promote	vvi	promote	promote	0
the	the	dt	the	the	0
Interest	Interest	n1	Interest	interest	0
of	of	pp-f	of	of	0
Learning	Learning	n1	Learning	learning	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Country	Country	n1	Country	country	0
.	.	.	.	.	1
The	The	dt	The	the	0
Kindness	Kindness	n1	Kindness	kindness	0
you	you	pn22	you	you	0
were	were	vbdr	were	be	0
pleas'd	pleas'd	vvn	pleased	please	0
to	to	p-acp	to	to	0
Vouchsafeunto	Vouchsafeunto	av	Vouchsafeunto	vouchsafeunto	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Con	Con	vvi	Con	con	0
∣	∣	sy	∣	∣	0
cern	cern	vvb	cern	cern	0
you	you	pn22	you	you	0
express'd	express'd	vvd	expressed	express	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
Welfare	Welfare	n1	Welfare	welfare	0
,	,	,	,	,	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
swade	swade	vvi	suade	suade	0
me	me	pno11	me	i	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
dis	dis	zf	dis	this	0
∣	∣	sy	∣	∣	0
dain	dain	vvb	dain	deign	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
my	my	po11	my	my	0
Patron	Patron	n1	Patron	patron	0
in	in	p-acp	in	in	0
defending	defending	vvg	defending	defend	0
my	my	po11	my	my	0
self	self	n1	self	self	0
in	in	p-acp	in	in	0
Print	Print	n1	Print	print	0
in	in	p-acp	in	in	0
England	England	np1	England	England	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
have	have	vhi	have	have	0
the	the	dt	the	the	0
opportunity	opportunity	n1	opportunity	opportunity	0
of	of	pp-f	of	of	0
doing	doing	vdg	doing	do	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
Ireland	Ireland	np1	Ireland	Ireland	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
indeed	indeed	av	indeed	indeed	0
own	own	d	own	own	0
that	that	cst	that	that	0
your	your	po22	your	your	0
Cha	Cha	zz	Cha	cha	0
∣	∣	sy	∣	∣	0
racter	racter	n1	racter	racter	0
and	and	cc	and	and	0
Courage	Courage	n1	Courage	courage	0
Entitles	Entitles	vvz	Entitles	entitle	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
Champion	Champion	n1	Champion	champion	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
are	are	vbr	are	be	0
enga	enga	fw-es	enga	enga	0
∣	∣	sy	∣	∣	0
ged	ged	vvn	ged	ge	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
more	more	av-dc	more	more	0
Masculine	Masculine	j	Masculine	masculine	0
Quarrel	Quarrel	vvb	Quarrel	quarrel	0
than	than	cs	than	than	0
the	the	dt	the	the	0
Scuffle	Scuffle	vvb	Scuffle	scuffle	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
Patrick	Patrick	np1	Patrick	Patrick	0
Campbel	Campbel	np1	Campbel	Campbel	0
,	,	,	,	,	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Greatest	Greatest	js	Greatest	great	0
Captains	Captains	n2	Captains	captain	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Campaign	Campaign	n1	Campaign	campaign	0
is	is	vbz	is	be	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
do	do	vdb	do	do	0
sometimes	sometimes	av	sometime	sometime	0
divert	divert	vvi	divert	divert	0
themselves	themselves	px32	themselves	themselves	0
by	by	p-acp	by	by	0
seeing	seeing	vvg	seeing	see	0
a	a	dt	a	a	0
Mock	Mock	n1	Mock	mock	0
∣	∣	sy	∣	∣	0
fight	fight	n1	fight	fight	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
Stage	Stage	n1	Stage	stage	0
.	.	.	.	.	1
This	This	np1	This	This	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
has	has	vhz	has	have	0
something	something	pi	something	something	0
more	more	av-dc	more	more	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
real	real	j	real	real	0
piece	piece	n1	piece	piece	0
of	of	pp-f	of	of	0
Injustice	Injustice	n1	Injustice	injustice	0
first	first	ord	first	first	0
committed	committed	vvn	committed	commit	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
defended	defended	vvd	defended	defend	0
by	by	p-acp	by	by	0
