AMong	AMong	p-acp	AMong	among	0
all	all	d	all	all	0
euils	euils	n2-jn	evils	evil	0
,	,	,	,	,	0
well-nigh	well-nigh	av	well-nigh	well-nigh	0
infi	infi	n2	infi	infi	0
∣	∣	sy	∣	∣	0
nite	nite	n1	nite	nite	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
astonishment	astonishment	n1	astonishment	astonishment	0
of	of	pp-f	of	of	0
eue	eue	n1	eve	eve	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
man	man	n1	man	man	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
taken	taken	vvn	taken	take	0
strength	strength	n1	strength	strength	0
this	this	d	this	this	0
daie	daie	n1	day	day	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
securitie	securitie	n1	security	security	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
laying	laying	vvg	laying	lay	0
the	the	dt	the	the	0
amendment	amendment	n1	amendment	amendment	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sinfull	sinfull	j	sinful	sinful	0
life	life	n1	life	life	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
member	member	n1	member	member	0
,	,	,	,	,	0
and	and	cc	and	and	0
call	call	vvb	call	call	0
into	into	p-acp	into	into	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
of	of	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
I	I	pns11	I	i	0
doo	doo	vdb	do	do	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
little	little	j	little	little	0
amazed	amazed	vvn	amazed	amaze	0
.	.	.	.	.	1
And	And	cc	And	and	0
surelie	surelie	av-j	surely	sure	0
forsomuch	forsomuch	av	forsomuch	forsomuch	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
life	life	n1	life	life	0
of	of	pp-f	of	of	0
