To	To	p-acp	To	to	0
the	the	dt	the	the	0
Right	Right	n-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
Sir	Sir	n1	Sir	sir	0
Iames	Iames	np1	Iames	Iames	0
Stanley	Stanley	np1	Stanley	Stanley	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
honourable	honourable	j	honourable	honourable	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bath	Bath	n1	Bath	bath	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Stanley	Stanley	np1	Stanley	Stanley	0
and	and	cc	and	and	0
Strange	Strange	j	Strange	strange	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
of	of	pp-f	of	of	0
Man	Man	n1	Man	man	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Isles	Isles	n2	Isles	isle	0
,	,	,	,	,	0
Lord	Lord	n1	Lord	lord	0
Lievtenant	Lievtenant	n1	Lieutenant	lieutenant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
County	County	n1	County	county	0
of	of	pp-f	of	of	0
Pala	Pala	np1	Pala	Pala	0
∣	∣	sy	∣	∣	0
tines	tines	n1	tines	tines	0
of	of	pp-f	of	of	0
Lancaster	Lancaster	np1	Lancaster	Lancaster	0
,	,	,	,	,	0
and	and	cc	and	and	0
Chester	Chester	np1	Chester	Chester	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Ci	Ci	crd	Ci	ci	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
Chester	Chester	np1	Chester	Chester	0
and	and	cc	and	and	0
County	County	n1	County	county	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
Chamber	Chamber	n1	Chamber	chamber	0
∣	∣	sy	∣	∣	0
laine	laine	vvn	lain	lie	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
County	County	n1	County	county	0
Palatine	Palatine	njp	Palatine	palatine	0
of	of	pp-f	of	of	0
Chester	Chester	np1	Chester	Chester	0
aforesaid	aforesaid	j	aforesaid	aforesaid	0
,	,	,	,	,	0
Son	Son	n1	Son	son	0
and	and	cc	and	and	0
Heire	Heire	n1	Heir	heir	0
apparant	apparant	j	apparent	apparent	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Right	Right	j-jn	Right	right	0
Hono	Hono	np1	Hono	Hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
William	William	np1	William	William	0
Earle	Earle	n1	Earl	earl	0
of	of	pp-f	of	of	0
DERBIE	DERBIE	np1	DERBIE	DERBIE	0
,	,	,	,	,	0
And	And	cc	And	and	0
my	my	po11	my	my	0
very	very	j	very	very	0
Honourable	Honourable	j	Honourable	honourable	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
Patron	Patron	n1	Patron	patron	0
,	,	,	,	,	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Glory	Glory	n1	Glory	glory	0
.	.	.	.	.	1
