ALthough	ALthough	cs	ALthough	although	0
that	that	cst	that	that	0
the	the	dt	the	the	0
sōdry	sōdry	j	sundry	sundry	0
&	&	cc	&	and	0
diners	diners	j	diverse	diverse	0
sortes	sortes	n2	sorts	sort	0
of	of	pp-f	of	of	0
prymers	prymers	n2	prymers	prymer	0
(	(	(	(	(	0
my	my	po11	my	my	0
special	special	j	special	special	0
good	good	j	good	good	0
Lord	Lord	n1	Lord	lord	0
&	&	cc	&	and	0
singular	singular	j	singular	singular	0
frend	frend	n1	friend	friend	0
)	)	)	)	)	0
here	here	av	here	here	0
before	before	c-acp	before	before	0
set	set	vvn	set	set	0
forth	forth	av	forth	forth	0
as	as	c-acp	as	as	0
wel	wel	av	well	well	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
thinges	thinges	n2	things	thing	0
)	)	)	)	)	0
supersticions	supersticions	n2	superstitions	superstition	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
derogatyue	derogatyue	j-jn	derogatyue	derogatyue	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
true	true	j	true	true	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
enforced	enforced	vvn	inforced	enforce	0
(	(	(	(	(	0
and	and	cc	and	and	0
dyd	dyd	vdd	did	do	0
in	in	p-acp	in	in	0
dede	dede	n1	deed	deed	0
)	)	)	)	)	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
desyred	desyred	vvn	desired	desire	0
a	a	dt	a	a	0
syncere	syncere	j	sincere	sincere	0
correccion	correccion	n1	correction	correction	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
the	the	dt	the	the	0
feruent	feruent	j	fervent	fervent	0
desyre	desyre	n1	desire	desire	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
perceyue	perceyue	vvb	perceive	perceive	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
lordeshyp	lordeshyp	n1	lordship	lordship	0
to	to	p-acp	to	to	0
ye	ye	pn22	you	you	0
true	true	j	true	true	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
the	the	dt	the	the	0
vnite	vnite	vvi	unite	unite	0
&	&	cc	&	and	0
weale	weale	n1	weal	weal	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
cominalte	cominalte	n1	cominalte	cominalte	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
much	much	d	much	much	0
more	more	dc	more	more	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
prourrbe	prourrbe	n1	prourrbe	prourrbe	0
sayeth	sayeth	vvz	sayeth	say	0
)	)	)	)	)	0
set	set	vvd	set	set	0
the	the	dt	the	the	0
spurre	spurre	n1	spur	spur	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
hasty	hasty	j	hasty	hasty	0
runner	runner	n1	runner	runner	0
&	&	cc	&	and	0
