FOR	FOR	p-acp	FOR	for	0
the	the	dt	the	the	0
better	better	av-jc	better	better	0
expressing	expressing	vvg	expressing	express	0
&	&	cc	&	and	0
keeping	keeping	vvg	keeping	keep	0
in	in	p-acp	in	in	0
memorie	memorie	n1	memory	memory	0
my	my	po11	my	my	0
Loue	Loue	n1	Love	love	0
,	,	,	,	,	0
and	and	cc	and	and	0
your	your	po22	your	your	0
Worthines	Worthines	n1	Worthiness	worthiness	0
;	;	;	;	;	0
I	I	pns11	I	i	0
doe	doe	vdb	do	do	0
offer	offer	vvi	offer	offer	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
LA	LA	fw-fr	LA	la	0
:	:	:	:	:	0
the	the	dt	the	the	0
first	first	ord	first	first	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
mine	mine	png11	mine	i	0
that	that	cst	that	that	0
ever	ever	av	ever	ever	0
came	came	vvd	came	come	0
in	in	p-acp	in	in	0
Print	Print	n1	Print	print	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
your	your	po22	your	your	0
rare	rare	j	rare	rare	0
example	example	n1	example	example	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
an	an	dt	and	a	0
excellent	excellent	j	excellent	excellent	0
approbation	approbation	n1	approbation	approbation	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Booke	Booke	n1	Book	book	0
;	;	;	;	;	0
for	for	c-acp	for	for	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
passed	passed	vvn	passed	pass	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
excuses	excuses	n2	excuses	excuse	0
,	,	,	,	,	0
and	and	cc	and	and	0
haue	haue	vhb	have	have	0
ventured	ventured	vvn	ventured	venture	0
vpon	vpon	p-acp	upon	upon	0
,	,	,	,	,	0
&	&	cc	&	and	0
doe	doe	vdb	do	do	0
goe	goe	vvi	go	go	0
on	on	a-acp	on	on	0
with	with	p-acp	with	with	0
that	that	d	that	that	0
loving	loving	j-vvg	loving	love	0
act	act	n1	act	act	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
loving	loving	j-vvg	loving	love	0
mother	mother	n1	mother	mother	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
giving	giving	vvg	giving	give	0
the	the	dt	the	the	0
sweete	sweete	j	sweet	sweet	0
milke	milke	n1	milk	milk	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
breasts	breasts	n2	breasts	breast	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
childe	childe	n1	child	child	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
gone	gone	vvn	gone	go	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
fore	fore	p-acp	before	before	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
number	number	n1	number	number	0
of	of	pp-f	of	of	0
honourable	honourable	j	honourable	honourable	0
La	La	fw-fr	La	la	0
∣	∣	sy	∣	∣	0
dies	dies	vvz	die	die	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
place	place	n1	place	place	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
latter	latter	d	latter	latter	0
times	times	n2	times	time	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
I	I	pns11	I	i	0
wish	wish	vvb	wish	wish	0
many	many	d	many	many	0
may	may	vmb	may	may	0
follow	follow	vvi	follow	follow	0
you	you	pn22	you	you	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
good	good	j	good	good	0
worke	worke	n1	work	work	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
desire	desire	vvb	desire	desire	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
kinde	kinde	j	kind	kind	0
perswasion	perswasion	n1	persuasion	persuasion	0
.	.	.	.	.	1
And	And	cc	And	and	0
such	such	d	such	such	0
women	women	n2	women	woman	0
as	as	c-acp	as	as	0
will	will	vmb	will	will	0
vouch	vouch	vvi	vouch	vouch	0
∣	∣	sy	∣	∣	0
safe	safe	j	safe	safe	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
this	this	d	this	this	0
little	little	j	little	little	0
short	short	j	short	short	0
treatise	treatise	n1	treatise	treatise	0
;	;	;	;	;	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
put	put	vvn	put	put	0
in	in	p-acp	in	in	0
minde	minde	n1	mind	mind	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
all	all	d	all	all	0
mothers	mothers	n2	mother's	mother	0
are	are	vbr	are	be	0
bound	bound	vvn	bound	bind	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
glad	glad	j	glad	glad	0
if	if	cs	if	if	0
any	any	d	any	any	0
will	will	vmb	will	will	0
consider	consider	vvi	consider	consider	0
,	,	,	,	,	0
and	and	cc	and	and	0
put	put	vvd	put	put	0
in	in	p-acp	in	in	0
practice	practice	n1	practice	practice	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
both	both	d	both	both	0
naturall	naturall	j	natural	natural	0
and	and	cc	and	and	0
comfortable	comfortable	j	comfortable	comfortable	0
.	.	.	.	.	1
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
they	they	pns32	they	they	0
will	will	vmb	will	will	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
least	least	ds	least	least	0
commend	commend	vvb	commend	commend	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
such	such	d	such	such	0
as	as	a-acp	as	as	0
do	do	vdb	do	do	0
this	this	d	this	this	0
good	good	j	good	good	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
and	and	cc	and	and	0
no	no	dx	no	no	0
