Dear	Dear	j-jn	Dear	dear	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
ACcording	ACcording	vvg	ACcording	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
several	several	j	several	several	0
Rela	Rela	np1	Rela	Rela	0
∣	∣	sy	∣	∣	0
tions	tions	n2	tions	tion	0
(	(	(	(	(	0
nearer	nearer	jc	nearer	near	0
or	or	cc	or	or	0
more	more	av-dc	more	more	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
mote	mote	n1	mote	mote	0
)	)	)	)	)	0
wherein	wherein	c-crq	wherein	wherein	0
ye	ye	pn22	you	you	0
stood	stood	vvd	stood	stand	0
to	to	p-acp	to	to	0
Mr.	Mr.	n1	Mr.	mr.	1
Benjamin	Benjamin	np1	Benjamin	Benjamin	0
Lindsey	Lindsey	np1	Lindsey	Lindsey	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
he	he	pns31	he	he	0
was	was	vbds	was	be	0
li	li	zz	li	li	0
∣	∣	sy	∣	∣	0
ving	ving	n1	ving	ving	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
,	,	,	,	,	0
Nature	Nature	n1	Nature	nature	0
and	and	cc	and	and	0
Reason	Reason	n1	Reason	reason	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
ctates	ctates	vvz	ctates	ctate	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
differently	differently	av-j	differently	different	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fected	fected	n-vvn	fected	fect	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
Degrees	Degrees	n2	Degrees	degree	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
being	being	vbg	being	be	0
by	by	p-acp	by	by	0
Death	Death	n1	Death	death	0
removed	removed	vvn	removed	remove	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
being	being	vbg	being	be	0
so	so	av	so	so	0
much	much	av-d	much	much	0
beloved	beloved	vvn	beloved	belove	0
and	and	cc	and	and	0
respected	respected	vvn	respected	respect	0
by	by	p-acp	by	by	0
you	you	pn22	you	you	0
all	all	d	all	all	0
,	,	,	,	,	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
easy	easy	j	easy	easy	0
to	to	pc-acp	to	to	0
determine	determine	vvi	determine	determine	0
that	that	cst	that	that	0
his	his	po31	his	his	0
Death	Death	n1	Death	death	0
was	was	vbds	was	be	0
Matter	Matter	n1	Matter	matter	0
of	of	pp-f	of	of	0
Sorrow	Sorrow	n1	Sorrow	sorrow	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
all	all	d	all	all	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
Religion	Religion	n1	Religion	religion	0
ye	ye	pn22	you	you	0
all	all	d	all	all	0
profess	profess	vvb	profess	profess	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
ye	ye	pn22	you	you	0
all	all	d	all	all	0
do	do	vdb	do	do	0
own	own	d	own	own	0
,	,	,	,	,	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
instructive	instructive	j	instructive	instructive	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
not	not	xx	not	not	0
as	as	p-acp	as	as	0
those	those	d	those	those	0
that	that	cst	that	that	0
have	have	vhb	have	have	0
no	no	dx	no	no	0
Hope	Hope	n1	Hope	hope	0
,	,	,	,	,	0
either	either	d	either	either	0
that	that	d	that	that	0
his	his	po31	his	his	0
Soul	Soul	n1	Soul	soul	0
,	,	,	,	,	0
being	being	vbg	being	be	0
so	so	av	so	so	0
Pious	Pious	j	Pious	pious	0
,	,	,	,	,	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
carried	carried	vvn	carried	carry	0
by	by	p-acp	by	by	0
Angels	Angels	n2	Angels	angel	0
into	into	p-acp	into	into	0
