YOu	YOu	pn22	YOu	you	0
will	will	vmb	will	will	0
marvell	marvell	n1	marvel	marvel	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
haps	haps	vvz	haps	hap	0
(	(	(	(	(	0
Reverend	Reverend	n-jn	Reverend	reverend	0
Lord	Lord	n1	Lord	lord	0
President	President	n1	President	precedent	0
)	)	)	)	)	0
what	what	r-crq	what	what	0
hath	hath	vhz	hath	have	0
moved	moved	vvn	moved	move	0
me	me	pno11	me	i	0
being	being	vbg	being	be	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
by	by	p-acp	by	by	0
professi	professi	n1	professi	professi	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
Religious	Religious	j	Religious	religious	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
concerning	concerning	vvg	concerning	concern	0
Health	Health	n1	Health	health	0
,	,	,	,	,	0
a	a	dt	a	a	0
subject	subject	n-jn	subject	subject	0
proper	proper	j	proper	proper	0
to	to	p-acp	to	to	0
Physicians	Physicians	n2	Physicians	physician	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
cerning	cerning	j	cerning	cerning	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
given	given	vvn	given	give	0
so	so	av	so	so	0
just	just	j	just	just	0
reasons	reasons	n2	reasons	reason	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
preface	preface	n1	preface	preface	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
work	work	n1	work	work	0
(	(	(	(	(	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
set	set	vvn	set	set	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
aim	aim	n1	aim	aim	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
undertakings	undertakings	n2-vvg	undertakings	undertake	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
kinde	kinde	n1	kind	kind	0
)	)	)	)	)	0
as	as	p-acp	as	as	0
will	will	vmb	will	will	0
take	take	vvi	take	take	0
away	away	av	away	away	0
all	all	d	all	all	0
ground	ground	n1	ground	ground	0
of	of	pp-f	of	of	0
wonderment	wonderment	n1	wonderment	wonderment	0
.	.	.	.	.	1
Inas	Inas	np1	Inas	Inas	0
∣	∣	sy	∣	∣	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
my	my	po11	my	my	0
purpose	purpose	n1	purpose	purpose	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Physician	Physician	n1	Physician	physician	0
concern	concern	vvb	concern	concern	0
∣	∣	sy	∣	∣	0
ing	ing	n1	king	king	0
the	the	cs	the	than	0
preservation	preservation	n1	preservation	preservation	0
of	of	pp-f	of	of	0
health	health	n1	health	health	0
;	;	;	;	;	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
setting	setting	vvg	setting	set	0
down	down	a-acp	down	down	0
a	a	dt	a	a	0
thousand	thousand	crd	thousand	thousand	0
observations	observations	n2	observations	observation	0
&	&	cc	&	and	0
cautions	cautions	n2	cautions	caution	0
touch	touch	vvb	touch	touch	0
∣	∣	sy	∣	∣	0
ing	ing	zz	ing	ing	0
the	the	dt	the	the	0
qualitie	qualitie	n1	quality	quality	0
of	of	pp-f	of	of	0
meats	meats	n2	meats	meat	0
and	and	cc	and	and	0
drinks	drinks	n2	drinks	drink	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
proper	proper	j	proper	proper	0
use	use	n1	use	use	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
severall	severall	j	several	several	0
sea	sea	n1	sea	sea	0
∣	∣	sy	∣	∣	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
yeare	yeare	n1	year	year	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
timely	timely	j	timely	timely	0
purgation	purgation	n1	purgation	purgation	0
of	of	pp-f	of	of	0
humours	humours	n2	humours	humour	0
,	,	,	,	,	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
sleep	sleep	n1	sleep	sleep	0
and	and	cc	and	and	0
watching	watching	vvg	watching	watch	0
,	,	,	,	,	0
bodily	bodily	j	bodily	bodily	0
exercises	exercises	n2	exercises	exercise	0
,	,	,	,	,	0
and	and	cc	and	and	0
medicines	medicines	n2	medicines	medicine	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
severall	severall	j	several	several	0
humours	humours	n2	humours	humour	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
corrected	corrected	vvn	corrected	correct	0
,	,	,	,	,	0
and	and	cc	and	and	0
whereby	whereby	c-crq	whereby	whereby	0
the	the	dt	the	the	0
Head	Head	n1	Head	head	0
,	,	,	,	,	0
Stomack	Stomack	n1	Stomach	stomach	0
,	,	,	,	,	0
and	and	cc	and	and	0
Bow	Bow	vvb	Bow	bow	0
∣	∣	sy	∣	∣	0
ells	ells	av	else	else	0
are	are	vbr	are	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
comforted	comforted	vvn	comforted	comfort	0
and	and	cc	and	and	0
strengthened	strengthened	vvn	strengthened	strengthen	0
:	:	:	:	:	0
I	I	pns11	I	i	0
say	say	vvb	say	say	0
,	,	,	,	,	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
intent	intent	n1	intent	intent	0
to	to	pc-acp	to	to	0
enter	enter	vvi	enter	enter	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
handling	handling	n-vvg	handling	handle	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
matters	matters	n2	matters	matter	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
how	how	q-crq	how	how	0
ever	ever	av	ever	ever	0
it	it	pn31	it	it	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
no	no	dx	no	no	0
great	great	j	great	great	0
difficultie	difficultie	n1	difficulty	difficulty	0
perhaps	perhaps	av	perhaps	perhaps	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
gathered	gathered	vvn	gathered	gather	0
these	these	d	these	these	0
things	things	n2	things	thing	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
sundrie	sundrie	j	sundry	sundry	0
Authours	Authours	n2	Authors	author	0
,	,	,	,	,	0
and	and	cc	and	and	0
afterwards	afterwards	av	afterwards	afterward	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
with	with	p-acp	with	with	0
judgement	judgement	n1	judgement	judgement	0
digested	digested	vvn	digested	digest	0
them	them	pno32	them	they	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
cording	cording	vvg	cording	cord	0
to	to	p-acp	to	to	0
order	order	n1	order	order	0
and	and	cc	and	and	0
method	method	n1	method	method	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
not	not	xx	not	not	0
seem	seem	vvi	seem	seem	0
to	to	pc-acp	to	to	0
act	act	vvi	act	act	0
the	the	dt	the	the	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Physician	Physician	n1	Physician	physician	0
rather	rather	av-c	rather	rather	0
then	then	cs	then	than	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Divine	Divine	j-jn	Divine	divine	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
thought	thought	vvn	thought	think	0
fit	fit	j	fit	fit	0
altogether	altogether	av	altogether	altogether	0
to	to	pc-acp	to	to	0
omit	omit	vvi	omit	omit	0
the	the	dt	the	the	0
mention	mention	n1	mention	mention	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
higher	higher	jc	higher	high	0
matter	matter	n1	matter	matter	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
designes	designes	n2	designs	design	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
proper	proper	j	proper	proper	0
to	to	pc-acp	to	to	0
Di	Di	zz	Di	di	0
∣	∣	sy	∣	∣	0
vines	vines	n2	vines	vine	0
:	:	:	:	:	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
recommend	recommend	vvi	recommend	recommend	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
(	(	(	(	(	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
particular	particular	j	particular	particular	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Religious	Religious	j	Religious	religious	0
,	,	,	,	,	0
and	and	cc	and	and	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
studiously	studiously	av-j	studiously	studious	0
addicted	addicted	vvn	addicted	addict	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
ployments	ployments	n2	ployments	ployment	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mind	mind	n1	mind	mind	0
)	)	)	)	)	0
that	that	cst	that	that	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
Sobrietie	Sobrietie	n1	Sobriety	sobriety	0
