MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
WEre	WEre	vbdr	WEre	be	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
power	power	n1	power	power	0
of	of	pp-f	of	of	0
Musick	Musick	n1	Music	music	0
to	to	p-acp	to	to	0
abate-those	abate-those	j	abate-those	abate-those	0
strong	strong	j	strong	strong	0
Impressions	Impressions	n2	Impressions	impression	0
of	of	pp-f	of	of	0
Grief	Grief	n1	Grief	grief	0
which	which	r-crq	which	which	0
have	have	vhb	have	have	0
continued	continued	vvn	continued	continue	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
ever	ever	av	ever	ever	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
Loss	Loss	n1	Loss	loss	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
dear	dear	n-jn	dear	dear	0
lamented	lamented	vvn	lamented	lament	0
Husband	Husband	n1	Husband	husband	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
are	are	vbr	are	be	0
few	few	d	few	few	0
(	(	(	(	(	0
I	I	pns11	I	i	0
believe	believe	vvb	believe	believe	0
)	)	)	)	)	0
who	who	q-crq	who	who	0
are	are	vbr	are	be	0
furnished	furnished	vvn	furnished	furnish	0
with	with	p-acp	with	with	0
larger	larger	jc	larger	large	0
or	or	cc	or	or	0
better	better	jc	better	better	0
supplies	supplies	n2	supplies	supply	0
of	of	pp-f	of	of	0
Com	Com	np1	Com	Com	0
∣	∣	sy	∣	∣	0
fort	fort	n1	fort	fort	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
Science	Science	n1	Science	science	0
,	,	,	,	,	0
than	than	cs	than	than	0
he	he	pns31	he	he	0
has	has	vhz	has	have	0
left	left	vvn	left	leave	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
Compositions	Compositions	n2	Compositions	composition	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Satisfaction	Satisfaction	n1	Satisfaction	satisfaction	0
I	I	pns11	I	i	0
find	find	vvb	find	find	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
more	more	av-dc	more	more	0
valued	valued	vvn	valued	value	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
must	must	vmb	must	must	0
own	own	vvi	own	own	0
my	my	po11	my	my	0
self	self	n1	self	self	0
fond	fond	j	found	fond	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Partiality	Partiality	n1	Partiality	partiality	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
his	his	po31	his	his	0
)	)	)	)	)	0
than	than	cs	than	than	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
no	no	dx	no	no	0
less	less	dc	less	less	0
Judges	Judges	n2	Judges	judge	0
than	than	cs	than	than	0
Patrons	Patrons	n2	Patrons	patron	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
Performances	Performances	n2	Performances	performance	0
.	.	.	.	.	1
I	I	pns11	I	i	0
find	find	vvb	find	find	0
,	,	,	,	,	0
Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
already	already	av	already	already	0
said	said	vvd	said	say	0
enough	enough	av-d	enough	enough	0
to	to	pc-acp	to	to	0
justifie	justifie	vvi	justify	justify	0
the	the	dt	the	the	0
Presumption	Presumption	n1	Presumption	presumption	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Application	Application	n1	Application	application	0
to	to	p-acp	to	to	0
Your	Your	po22	Your	your	0
Ladiship	Ladiship	n1	Ladyship	ladyship	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
have	have	vhb	have	have	0
added	added	vvn	added	add	0
both	both	d	both	both	0
these	these	d	these	these	0
Characters	Characters	n2	Characters	character	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
many	many	d	many	many	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellent	cellent	uh-j	cellent	cellent	0
Qualities	Qualities	n2	Qualities	quality	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
make	make	vvb	make	make	0
You	You	pn22	You	you	0
the	the	dt	the	the	0
Admiration	Admiration	n1	Admiration	admiration	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
that	that	cst	that	that	0
know	know	vvb	know	know	0
You.	You.	pn22	You.	you	1
Your	Your	po22	Your	your	0
Ladiship's	Ladiship's	ng1	Ladyship's	ladyship	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
skill	skill	n1	skill	skill	0
in	in	p-acp	in	in	0
Musick	Musick	n1	Music	music	0
,	,	,	,	,	0
beyond	beyond	p-acp	beyond	beyond	0
most	most	ds	most	most	0
of	of	pp-f	of	of	0
either	either	d	either	either	0
Sex	Sex	n1	Sex	sex	0
,	,	,	,	,	0
and	and	cc	and	and	0
Your	Your	po22	Your	your	0
great	great	j	great	great	0
Goodness	Goodness	n1	Goodness	goodness	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
dear	dear	j-jn	dear	dear	0
Person	Person	n1	Person	person	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
You	You	pn22	You	you	0
have	have	vhb	have	have	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
times	times	n2	times	time	0
been	been	vbn	been	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
honour	honour	vvi	honour	honour	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
Title	Title	n1	Title	title	0
of	of	pp-f	of	of	0
Your	Your	po22	Your	your	0
Master	Master	n1	Master	master	0
,	,	,	,	,	0
makes	makes	vvz	makes	make	0
it	it	pn31	it	it	0
hard	hard	av-j	hard	hard	0
for	for	p-acp	for	for	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
judge	judge	vvi	judge	judge	0
whether	whether	cs	whither	whether	0
he	he	pns31	he	he	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
tributed	tributed	vvn	tributed	tribute	0
more	more	av-dc	more	more	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
