Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
HOW	HOW	c-crq	HOW	how	0
great	great	j	great	great	0
aduan	aduan	n1	aduan	aduan	0
∣	∣	sy	∣	∣	0
tage	tage	n1	tage	tage	0
a	a	dt	a	a	0
natiue	natiue	j-jn	native	native	0
disposi	disposi	n1	disposi	disposi	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
to	to	p-acp	to	to	0
goodnesse	goodnesse	n1	goodness	goodness	0
is	is	vbz	is	be	0
,	,	,	,	,	0
we	we	pns12	we	we	0
confesse	confesse	vvb	confess	confess	0
all	all	d	all	all	0
;	;	;	;	;	0
all	all	d	all	all	0
know	know	vvi	know	know	0
how	how	c-crq	how	how	0
much	much	av-d	much	much	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stock	Stock	n1	Stock	stock	0
,	,	,	,	,	0
conferres	conferres	vvz	confers	confer	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
sweetnesse	sweetnesse	n1	sweetness	sweetness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Fruite	Fruite	n1	Fruit	fruit	0
.	.	.	.	.	1
And	And	cc	And	and	0
yet	yet	av	yet	yet	0
haue	haue	vhb	have	have	0
our	our	po12	our	our	0
Gardeners	Gardeners	n2	Gardeners	gardener	0
obserued	obserued	vvn	observed	observe	0
another	another	j-jn	another	another	0
aduancement	aduancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
:	:	:	:	:	0
namely	namely	av	namely	namely	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
won	won	vvn	wone	win	0
∣	∣	sy	∣	∣	0
derfully	derfully	av-j	derfully	derful	0
the	the	dt	the	the	0
goodnesse	goodnesse	n1	goodness	goodness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Stock	Stock	n1	Stock	stock	0
,	,	,	,	,	0
is	is	vbz	is	be	0
improued	improued	vvn	improved	improve	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tue	tue	uh	tue	tue	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cyon	Cyon	np1	Cyon	Cyon	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
tis	tis	pn31|vbz	this	it|be	0
the	the	dt	the	the	0
Graft	Graft	n1	Grafted	graft	0
,	,	,	,	,	0
and	and	cc	and	and	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Plant	Plant	n1	Plant	plant	0
alone	alone	av-j	alone	alone	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
renders	renders	vvz	renders	render	0
the	the	dt	the	the	0
fruit	fruit	n1	fruit	fruit	0
more	more	av-dc	more	more	0
pleasant	pleasant	j	pleasant	pleasant	0
.	.	.	.	.	1
Besides	Besides	p-acp	Beside	beside	0
that	that	cst	that	that	0
naturall	naturall	j	natural	natural	0
preeminence	preeminence	n1	preeminence	preeminence	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
fore	fore	av	before	fore	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
hath	hath	vhz	hath	have	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
honorably	honorably	av-j	honorably	honorable	0
descen	descen	n1	descend	descent	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
;	;	;	;	;	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
world	world	n1	world	world	0
acknowledges	acknowledges	vvz	acknowledges	acknowledge	0
)	)	)	)	)	0
vertuously	vertuously	av-j	virtuously	virtuous	0
de	de	dt	the	the	0
∣	∣	sy	∣	∣	0
scended	scended	vvn	scended	scend	0
also	also	av	also	also	0
(	(	(	(	(	0
your	your	po22	your	your	0
Stock	Stock	n1	Stock	stock	0
is	is	vbz	is	be	0
good	good	j	good	good	0
)	)	)	)	)	0
and	and	cc	and	and	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
world	world	n1	world	world	0
knowes	knowes	vvz	knows	know	0
not	not	xx	not	not	0
)	)	)	)	)	0
high	high	j	high	high	0
borne	borne	vvn	born	bear	0
too	too	av	too	too	0
(	(	(	(	(	0
your	your	po22	your	your	0
Cyon	Cyon	np1	Cyon	Cyon	0
is	is	vbz	is	be	0
better	better	j	better	better	0
)	)	)	)	)	0
borne	borne	vvn	born	bear	0
from	from	p-acp	from	from	0
aboue	aboue	a-acp	above	above	0
;	;	;	;	;	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
once	once	a-acp	once	once	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
againe	againe	av	again	again	0
;	;	;	;	;	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
fully	fully	av-j	fully	full	0
perswade	perswade	vvb	persuade	persuade	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
long	long	av-j	long	long	0
since	since	a-acp	since	since	0
seene	seene	vvn	seen	see	0
many	many	d	many	many	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
sayned	sayned	j-vvn	feigned	feign	0
assurances	assurances	n2	assurances	assurance	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
I	I	pns11	I	i	0
must	must	vmb	must	must	0
not	not	xx	not	not	0
tempt	tempt	vvi	tempt	tempt	0
your	your	po22	your	your	0
Ladyship	Ladyship	n1	Ladyship	ladyship	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
own	own	d	own	own	0
prayses	prayses	n2	praises	praise	0
(	(	(	(	(	0
your	your	po22	your	your	0
