THe	THe	dt	THe	the	0
Church	Church	n1	Church	church	0
off	off	p-acp	off	off	0
God	God	np1	God	God	0
so	so	av	so	so	0
ofte	ofte	av	oft	oft	0
vs	vs	pno12	us	we	0
scripture	scripture	n1	scripture	scripture	0
not	not	xx	not	not	0
compared	compared	vvn	compared	compare	0
onely	onely	av-j	only	only	0
/	/	/	/	/	0
but	but	cc-acp	but	but	0
fi	fi	n2	fi	fi	0
∣	∣	sy	∣	∣	0
gured	gured	vvn	gured	gure	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Citie	Citie	n1	City	city	0
Ierusalem	Ierusalem	np1	Ierusalem	Jerusalem	0
:	:	:	:	:	0
serueth	serueth	vvz	serveth	serve	0
for	for	p-acp	for	for	0
instruction	instruction	n1	instruction	instruction	0
/	/	/	/	/	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
cause	cause	n1	cause	cause	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	a-acp	as	as	0
in	in	p-acp	in	in	0
yt	yt	pn31	that	it	0
/	/	/	/	/	0
the	the	dt	the	the	0
wal	wal	n1	wall	wall	0
first	first	ord	first	first	0
broken	broken	vvn	broken	break	0
downe	downe	a-acp	down	down	0
/	/	/	/	/	0
was	was	vbds	was	be	0
last	last	ord	last	last	0
made	made	vvn	made	make	0
vp	vp	a-acp	up	up	0
againe	againe	av	again	again	0
/	/	/	/	/	0
and	and	cc	and	and	0
that	that	d	that	that	0
more	more	dc	more	more	0
then	then	cs	then	than	0
14.	14.	crd	14.	14.	0
yeares	yeares	n2	years	year	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
temple	temple	n1	temple	temple	0
buil	buil	j-jn	buil	buil	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
Esr.	Esr.	np1	Esr.	Esr.	0
6.	6.	crd	6.	6.	0
15.	15.	crd	15.	15.	1
Neh.	Neh.	np1	Neh.	Neh.	0
2.	2.	crd	2.	2.	0
.	.	.	.	.	0
so	so	av	so	so	0
is	is	vbz	is	be	0
yt	yt	pn31	that	it	0
commenly	commenly	av-j	commonly	common	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
spirituall	spirituall	j	spiritual	spiritual	0
wal	wal	n1	wall	wall	0
off	off	p-acp	off	off	0
the	the	dt	the	the	0
churche	churche	n1	church	church	0
/	/	/	/	/	0
whiche	whiche	r-crq	which	which	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
di	di	zz	di	di	0
∣	∣	sy	∣	∣	0
scipline	scipline	n1	scipline	scipline	0
the	the	cs	the	than	0
lorde	lorde	n1	lord	lord	0
appointed	appointed	vvn	appointed	appoint	0
/	/	/	/	/	0
aswel	aswel	p-acp	aswell	aswell	0
for	for	p-acp	for	for	0
strenght	strenght	n1	strength	strength	0
of	of	pp-f	of	of	0
yt	yt	pn31	that	it	0
/	/	/	/	/	0
as	as	c-acp	as	as	0
for	for	c-acp	for	for	0
houlding	houlding	vvg	holding	hold	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
aduersarie	aduersarie	n1	adversary	adversary	0
power	power	n1	power	power	0
/	/	/	/	/	0
whe	whe	c-crq	when	when	0
∣	∣	sy	∣	∣	0
ther	ther	a-acp	there	there	0
yt	yt	pn31	that	it	0
be	be	vbb	be	be	0
corruption	corruption	n1	corruption	corruption	0
off	off	p-acp	off	off	0
doctrine	doctrine	n1	doctrine	doctrine	0
or	or	cc	or	or	0
manners	manners	n2	manners	manner	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
seen	seen	vvn	seen	see	0
/	/	/	/	/	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Act.	Act.	n1	Act.	act	0
of	of	pp-f	of	of	0
thapostles	thapostles	n2	apostles	apostle	0
:	:	:	:	:	0
where	where	c-crq	where	where	0
(	(	(	(	(	0
after	after	c-acp	after	after	0
the	the	dt	the	the	0
churches	churches	n2	churches	church	0
gathered	gathered	vvn	gathered	gather	0
by	by	p-acp	by	by	0
preaching	preaching	vvg	preaching	preach	0
)	)	)	)	)	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
an	an	dt	and	a	0
eldership	eldership	n1	eldership	eldership	0
seuerally	seuerally	av-j	severally	several	0
placed	placed	vvn	placed	place	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
the	the	dt	the	the	0
execution	execution	n1	execution	execution	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
church	church	n1	church	church	0
discipline	discipline	n1	discipline	discipline	0
doth	doth	vdz	does	do	0
especially	especially	av-j	especially	especial	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pertain	pertain	vvi	pertain	pertain	0
.	.	.	.	.	1
The	The	dt	The	the	0
other	other	n-jn	other	other	0
may	may	vmb	may	may	0
as	as	a-acp	as	as	0
easily	easily	av-j	easily	easy	0
appear	appear	vvi	appear	appear	0
/	/	/	/	/	0
to	to	pc-acp	to	to	0
him	him	pno31	him	he	0
that	that	cst	that	that	0
considereth	considereth	vvz	considereth	consider	0
the	the	dt	the	the	0
estate	estate	n1	estate	estate	0
off	off	p-acp	off	off	0
the	the	dt	the	the	0
churche	churche	n1	church	church	0
after	after	p-acp	after	after	0
the	the	dt	the	the	0
Apostles	Apostles	n2	Apostles	apostle	0
