AS	AS	p-acp	AS	as	0
heretofore	heretofore	av	heretofore	heretofore	0
(	(	(	(	(	0
my	my	po11	my	my	0
moste	moste	av-ds	most	most	0
gratious	gratious	j	gracious	gracious	0
Soueraigne	Soueraigne	n-jn	Sovereign	sovereign	0
)	)	)	)	)	0
I	I	pns11	I	i	0
troubled	troubled	vvd	troubled	trouble	0
your	your	po22	your	your	0
Highnesse	Highnesse	n1	Highness	highness	0
(	(	(	(	(	0
not	not	xx	not	not	0
without	without	p-acp	without	without	0
some	some	d	some	some	0
trauell	trauell	n1	travel	travel	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
)	)	)	)	)	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
necessa	necessa	fw-la	necessa	necessa	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
,	,	,	,	,	0
reasonable	reasonable	j	reasonable	reasonable	0
,	,	,	,	,	0
and	and	cc	and	and	0
commodious	commodious	j	commodious	commodious	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
,	,	,	,	,	0
and	and	cc	and	and	0
hurte	hurte	vvn	hurt	hurt	0
to	to	p-acp	to	to	0
none	none	pix	none	none	0
:	:	:	:	:	0
Euen	Euen	av	Even	even	0
so	so	av	so	so	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
now	now	av	now	now	0
(	(	(	(	(	0
not	not	xx	not	not	0
troub	troub	vvi	troub	troub	0
∣	∣	sy	∣	∣	0
lingly	lingly	av-j	lingly	ling	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
louingly	louingly	av-vvg	lovingly	love	0
)	)	)	)	)	0
framed	framed	vvd	framed	frame	0
an	an	dt	and	a	0
earnest	earnest	n1	earnest	earnest	0
persua	persua	fw-fr	persua	persua	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
to	to	p-acp	to	to	0
suche	suche	d	such	such	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
subiects	subiects	n2-jn	subjects	subject	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
feare	feare	vvb	fear	fear	0
not	not	xx	not	not	0
God	God	np1	God	God	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
ought	ought	vmd	ought	ought	0
,	,	,	,	,	0
regarde	regarde	vvi	regard	regard	0
not	not	xx	not	not	0
hys	hys	po31	his	his	0
worde	worde	n1	word	word	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
shoulde	shoulde	vmd	should	shall	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
obey	obey	vvb	obey	obey	0
your	your	po22	your	your	0
