My	My	po11	My	my	0
Dear	Dear	j-jn	Dear	dear	0
Friends	Friends	n2	Friends	friend	0
,	,	,	,	,	0
I	I	pns11	I	i	0
Hope	Hope	vvb	Hope	hope	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
need	need	vvb	need	need	0
not	not	xx	not	not	0
much	much	d	much	much	0
the	the	dt	the	the	0
help	help	n1	help	help	0
this	this	d	this	this	0
little	little	j	little	little	0
Book	Book	n1	Book	book	0
can	can	vmb	can	can	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ford	ford	n1	ford	ford	0
;	;	;	;	;	0
and	and	cc	and	and	0
indeed	indeed	av	indeed	indeed	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
shame	shame	n1	shame	shame	0
either	either	av-d	either	either	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
or	or	cc	or	or	0
me	me	pno11	me	i	0
,	,	,	,	,	0
that	that	cst	that	that	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
need	need	vvi	need	need	0
it	it	pn31	it	it	0
,	,	,	,	,	0
except	except	c-acp	except	except	0
Children	Children	n2	Children	child	0
.	.	.	.	.	1
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
fear	fear	vvb	fear	fear	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
too	too	av	too	too	0
needful	needful	j	needful	needful	0
,	,	,	,	,	0
I	I	pns11	I	i	0
pray	pray	vvb	pray	pray	0
God	God	np1	God	God	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
prove	prove	vvi	prove	prove	0
as	as	p-acp	as	as	0
useful	useful	j	useful	useful	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
often	often	av	often	often	0
told	told	vvn	told	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
neither	neither	dx	neither	neither	0
an	an	dt	and	a	0
Ignorant	Ignorant	j	Ignorant	ignorant	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
Carnal	Carnal	j	Carnal	carnal	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
Worldly	Worldly	j	Worldly	worldly	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
For	For	c-acp	For	for	0
∣	∣	sy	∣	∣	0
mally	mally	av-j	mally	mal	0
Religious	Religious	j	Religious	religious	0
course	course	n1	course	course	0
of	of	pp-f	of	of	0
Life	Life	n1	Life	life	0
,	,	,	,	,	0
