SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
great	great	j	great	great	0
and	and	cc	and	and	0
many	many	d	many	many	0
Obligations	Obligations	n2	Obligations	obligation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
self	self	n1	self	self	0
and	and	cc	and	and	0
good	good	j	good	good	0
Lady	Lady	n1	Lady	lady	0
,	,	,	,	,	0
made	made	vvd	made	make	0
it	it	pn31	it	it	0
easie	easie	j	easy	easy	0
to	to	pc-acp	to	to	0
determine	determine	vvi	determine	determine	0
to	to	p-acp	to	to	0
whom	whom	ro-crq	whom	who	0
I	I	pns11	I	i	0
ought	ought	vmd	ought	ought	0
in	in	p-acp	in	in	0
Duty	Duty	n1	Duty	duty	0
to	to	pc-acp	to	to	0
direct	direct	vvi	direct	direct	0
this	this	d	this	this	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
publick	publick	j	public	public	0
Testimony	Testimony	n1	Testimony	testimony	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
and	and	cc	and	and	0
Thankfulness	Thankfulness	n1	Thankfulness	thankfulness	0
.	.	.	.	.	1
And	And	cc	And	and	0
truly	truly	av-j	truly	true	0
,	,	,	,	,	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
had	had	vhn	had	have	0
a	a	dt	a	a	0
very	very	av	very	very	0
great	great	j	great	great	0
Longing	Longing	vvg	Longing	long	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
some	some	d	some	some	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
Opportunity	Opportunity	n1	Opportunity	opportunity	0
of	of	pp-f	of	of	0
paying	paying	vvg	paying	pay	0
my	my	po11	my	my	0
Respects	Respects	n2	Respects	respect	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
some	some	d	some	some	0
eminent	eminent	j	eminent	eminent	0
,	,	,	,	,	0
visible	visible	j	visible	visible	0
way	way	n1	way	way	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
end	end	n1	end	end	0
the	the	dt	the	the	0
World	World	n1	World	world	0
might	might	vmd	might	may	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
know	know	vvi	know	know	0
,	,	,	,	,	0
what	what	q-crq	what	what	0
a	a	dt	a	a	0
grateful	grateful	j	grateful	grateful	0
Sense	Sense	n1	Sense	sense	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
Favours	Favours	n2	Favours	favour	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
never	never	av	never	never	0
able	able	j	able	able	0
to	to	pc-acp	to	to	0
requite	requite	vvi	requite	requite	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
another	another	j-jn	another	another	0
Consideration	Consideration	n1	Consideration	consideration	0
which	which	r-crq	which	which	0
did	did	vdd	did	do	0
mightily	mightily	av-j	mightily	mighty	0
prevail	prevail	vvi	prevail	prevail	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
ascribe	ascribe	vvi	ascribe	ascribe	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Patronage	Patronage	n1	Patronage	patronage	0
;	;	;	;	;	0
and	and	cc	and	and	0
that	that	d	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
the	the	dt	the	the	0
Agreeableness	Agreeableness	n1	Agreeableness	agreeableness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Subject	Subject	n-jn	Subject	subject	0
of	of	pp-f	of	of	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
with	with	p-acp	with	with	0
your	your	po22	your	your	0
Practice	Practice	n1	Practice	practice	0
and	and	cc	and	and	0
Inclinations	Inclinations	n2	Inclinations	inclination	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
gave	gave	vvd	gave	give	0
suffi	suffi	n2	suffi	suffi	0
∣	∣	sy	∣	∣	0
cient	cient	j	cient	cient	0
and	and	cc	and	and	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
convincing	convincing	j-vvg	convincing	convince	0
Proofs	Proofs	n2	Proofs	proof	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
Tryal	Tryal	n1	Trial	trial	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
was	was	vbds	was	be	0
going	going	vvg	going	go	0
down	down	a-acp	down	down	0
the	the	dt	the	the	0
Wind	Wind	n1	Wind	wind	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
some	some	d	some	some	0
People	People	n1	People	people	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
just	just	j	just	just	0
or	or	cc	or	or	0
material	material	j-jn	material	material	0
Objection	Objection	n1	Objection	objection	0
against	against	p-acp	against	against	0
Sir	Sir	n1	Sir	sir	0
Jonathan	Jonathan	np1	Jonathan	Jonathan	0
Ray	Ray	n1	Ray	ray	0
∣	∣	sy	∣	∣	0
mund	mund	ord	mund	mund	0
upon	upon	p-acp	upon	upon	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
fitness	fitness	n1	fitness	fitness	0
to	to	pc-acp	to	to	0
serve	serve	vvi	serve	serve	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
reflected	reflected	vvn	reflected	reflect	0
upon	upon	p-acp	upon	upon	0
his	his	po31	his	his	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
his	his	po31	his	his	0
Crime	Crime	n1	Crime	crime	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
Opinion	Opinion	n1	Opinion	opinion	0
,	,	,	,	,	0
did	did	vdd	did	do	0
spoil	spoil	vvi	spoil	spoil	0
all	all	d	all	all	0
other	other	j-jn	other	other	0
Qualifications	Qualifications	n2	Qualifications	qualification	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
This	This	d	This	this	0
has	has	vhz	has	have	0
much	much	d	much	much	0
redounded	redounded	vvd	redounded	redound	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
and	and	cc	and	and	0
Repu	Repu	np1	Repu	Repu	0
∣	∣	sy	∣	∣	0
tation	tation	n1	tation	tation	0
among	among	p-acp	among	among	0
all	all	d	all	all	0
good	good	j	good	good	0
Men	Men	n2	Men	man	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
so	so	av	so	so	0
slight	slight	j	slight	slight	0
the	the	dt	the	the	0
Censures	Censures	n2	Censures	censure	0
of	of	pp-f	of	of	0
some	some	d	some	some	0
malevolent	malevolent	j	malevolent	malevolent	0
People	People	n1	People	people	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
ill	ill	j-jn	ill	ill	0
Will	Will	n1	Will	will	0
against	against	p-acp	against	against	0
you	you	pn22	you	you	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
Reason	Reason	n1	Reason	reason	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
such	such	d	such	such	0
good	good	j	good	good	0
will	will	n1	will	will	0
to	to	p-acp	to	to	0
His	His	po31	His	his	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Government	Government	n1	Government	government	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
your	your	po22	your	your	0
self	self	n1	self	self	0
such	such	d	such	such	0
a	a	dt	a	a	0
brave	brave	j	brave	brave	0
Example	Example	n1	Example	example	0
of	of	pp-f	of	of	0
sted	sted	n1	stead	stead	0
∣	∣	sy	∣	∣	0
dy	dy	n1	die	die	0
and	and	cc	and	and	0
unshaken	unshaken	j-vvn	unshaken	unshake	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
unstable	unstable	j	unstable	unstable	0
Times	Times	n2	Times	time	0
;	;	;	;	;	0
and	and	cc	and	and	0
one	one	pi	one	one	0
that	that	cst	that	that	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
pure	pure	j	pure	pure	0
Choice	Choice	n1	Choice	choice	0
would	would	vmd	would	will	0
under	under	p-acp	under	under	0
∣	∣	sy	∣	∣	0
take	take	vvb	take	take	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
very	very	j	very	very	0
heat	heat	n1	heat	heat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
and	and	cc	and	and	0
steer	steer	vvi	steer	steer	0
the	the	dt	the	the	0
Affairs	Affairs	n2	Affairs	affair	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
great	great	j	great	great	0
City	City	n1	City	city	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
was	was	vbds	was	be	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
Distress	Distress	n1	Distress	distress	0
,	,	,	,	,	0
and	and	cc	and	and	0
pester'd	pester'd	vvn	pestered	pester	0
with	with	p-acp	with	with	0
powerful	powerful	j	powerful	powerful	0
and	and	cc	and	and	0
implacable	implacable	j	implacable	implacable	0
Enemies	Enemies	n2	Enemies	enemy	0
on	on	p-acp	on	on	0
all	all	d	all	all	0
sides	sides	n2	sides	side	0
.	.	.	.	.	1
Nay	Nay	uh-x	Nay	nay	0
,	,	,	,	,	0
such	such	d	such	such	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Love	Love	n1	Love	love	0
of	of	pp-f	of	of	0
Majesty	Majesty	n1	Majesty	majesty	0
and	and	cc	and	and	0
Zeal	Zeal	n1	Zeal	zeal	0
for	for	p-acp	for	for	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
promoting	promoting	j-vvg	promoting	promote	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Companies	Companies	n2	Companies	company	0
wherever	wherever	c-crq	wherever	wherever	0
you	you	pn22	you	you	0
come	come	vvb	come	come	0
;	;	;	;	;	0
and	and	cc	and	and	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
particularly	particularly	av-j	particularly	particular	0
observed	observed	vvn	observed	observe	0
,	,	,	,	,	0
you	you	pn22	you	you	0
take	take	vvb	take	take	0
singular	singular	j	singular	singular	0
Care	Care	n1	Care	care	0
to	to	pc-acp	to	to	0
train	train	vvi	train	train	0
up	up	a-acp	up	up	0
your	your	po22	your	your	0
Children	Children	n2	Children	child	0
the	the	dt	the	the	0
same	same	d	same	same	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
encourage	encourage	vvb	encourage	encourage	0
nothing	nothing	pix	nothing	nothing	0
more	more	av-dc	more	more	0
,	,	,	,	,	0
both	both	av-d	both	both	0
in	in	p-acp	in	in	0
Children	Children	n2	Children	child	0
and	and	cc	and	and	0
Servants	Servants	n2	Servants	servant	0
,	,	,	,	,	0
than	than	cs	than	than	0
Loyalty	Loyalty	n1	Loyalty	loyalty	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Government	Government	n1	Government	government	0
.	.	.	.	.	0
such	such	d	such	such	0
is	is	vbz	is	be	0
your	your	po22	your	your	0
Temper	Temper	vvi	Temper	temper	0
and	and	cc	and	and	0
Humour	Humour	n1	Humour	humour	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
not	not	xx	not	not	0
easily	easily	av-j	easily	easy	0
admit	admit	vvi	admit	admit	0
any	any	d	any	any	0
as	as	p-acp	as	as	0
your	your	po22	your	your	0
Friend	Friend	n1	Friend	friend	0
or	or	cc	or	or	0
Ser	Ser	zz	Ser	ser	0
∣	∣	sy	∣	∣	0
who	who	q-crq	who	who	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
a	a	dt	a	a	0
true	true	j	true	true	0
and	and	cc	and	and	0
trusty	trusty	j	trusty	trusty	0
Subject	Subject	j-jn	Subject	subject	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
House	House	n1	House	house	0
seems	seems	vvz	seems	seem	0
