My	My	po11	My	my	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
tection	tection	n1	tection	tection	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
let	let	vvb	let	let	0
it	it	pn31	it	it	0
stand	stand	vvi	stand	stand	0
or	or	cc	or	or	0
fall	fall	vvi	fallen	fall	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
found	found	vvn	found	find	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
judgements	judgements	n2	judgements	judgement	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
:	:	:	:	:	0
nor	nor	ccx	nor	nor	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
take	take	vvi	take	take	0
advantage	advantage	n1	advantage	advantage	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
worth	worth	n1	worth	worth	0
and	and	cc	and	and	0
honour	honour	n1	honour	honour	0
which	which	r-crq	which	which	0
being	being	vbg	being	be	0
personall	personall	j	personal	personal	0
have	have	vhb	have	have	0
truly	truly	av-j	truly	true	0
enobled	enobled	vvd	ennobled	ennoble	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
and	and	cc	and	and	0
made	made	vvd	made	make	0
a	a	dt	a	a	0
way	way	n1	way	way	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
delivering	delivering	n-vvg	delivering	deliver	0
over	over	a-acp	over	over	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
family	family	n1	family	family	0
unto	unto	p-acp	unto	unto	0
posterity	posterity	n1	posterity	posterity	0
;	;	;	;	;	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
eminent	eminent	j	eminent	eminent	0
Luster	Luster	n1	Luster	luster	0
added	added	vvn	added	add	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
roul	roul	n1	roll	roll	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worthy	worthy	j	worthy	worthy	0
progenitors	progenitors	n2	progenitors	progenitor	0
;	;	;	;	;	0
which	which	r-crq	which	which	0
if	if	cs	if	if	0
by	by	p-acp	by	by	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
desired	desired	vvd	desired	desire	0
,	,	,	,	,	0
my	my	po11	my	my	0
unfitnesse	unfitnesse	n1	unfitness	unfitness	0
to	to	pc-acp	to	to	0
performe	performe	vvi	perform	perform	0
,	,	,	,	,	0
must	must	vmb	must	must	0
needs	needs	av	needs	needs	0
render	render	vvi	render	render	0
unacceptable	unacceptable	j	unacceptable	unacceptable	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
formance	formance	n1	formance	formance	0
;	;	;	;	;	0
neither	neither	av-dx	neither	neither	0
yet	yet	av	yet	yet	0
have	have	vhb	have	have	0
I	I	pns11	I	i	0
the	the	dt	the	the	0
least	least	ds	least	least	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
attempt	attempt	vvi	attempt	attempt	0
a	a	dt	a	a	0
further	further	jc	further	further	0
advancement	advancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
Lordships	Lordships	ng1	Lordship's	lordship	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
being	being	vbg	being	be	0
much	much	av-d	much	much	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
neath	neath	p-acp	neath	neath	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
already	already	av	already	already	0
received	received	vvn	received	receive	0
;	;	;	;	;	0
&	&	cc	&	and	0
fully	fully	av-j	fully	full	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
solved	solved	vvn	solved	solve	0
to	to	pc-acp	to	to	0
own	own	vvi	own	own	0
no	no	dx	no	no	0
other	other	j-jn	other	other	0
esteem	esteem	n1	esteem	esteem	0
among	among	p-acp	among	among	0
the	the	dt	the	the	0
sons	sons	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
what	what	q-crq	what	what	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
accounted	accounted	vvn	accounted	account	0
due	due	j-jn	due	due	0
(	(	(	(	(	0
be	be	vbi	be	be	0
it	it	pn31	it	it	0
more	more	av-dc	more	more	0
or	or	cc	or	or	0
lesse	lesse	av-dc	less	less	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
discharge	discharge	n1	discharge	discharge	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Master	Master	n1	Master	master	0
Jesus	Jesus	np1	Jesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
wholly	wholly	av-jn	wholly	whole	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
:	:	:	:	:	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
all	all	d	all	all	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
one	one	pi	one	one	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
any	any	d	any	any	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
these	these	d	these	these	0
,	,	,	,	,	0
the	the	dt	the	the	0
usuall	usuall	j	usual	usual	0
subjects	subjects	n2-jn	subject's	subject	0
and	and	cc	and	and	0
ends	ends	n2	ends	end	0
of	of	pp-f	of	of	0
Dedicati	Dedicati	fw-la	Dedicati	dedicati	0
∣	∣	sy	∣	∣	0
ons	ons	pp-f|pno12	ons	of|we	0
,	,	,	,	,	0
reall	reall	j	real	real	0
or	or	cc	or	or	0
pretended	pretended	j-vvn	pretended	pretend	0
,	,	,	,	,	0
that	that	cst	that	that	0
prevailed	prevailed	vvd	prevailed	prevail	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
,	,	,	,	,	0
unto	unto	p-acp	unto	unto	0
this	this	d	this	this	0
boldnesse	boldnesse	n1	boldness	boldness	0
of	of	pp-f	of	of	0
prefixing	prefixing	vvg	prefixing	prefix	0
your	your	po22	your	your	0
Honou	Honou	j	Honou	honou	0
∣	∣	sy	∣	∣	0
red	red	j-jn	read	red	0
name	name	n1	name	name	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
matters	matters	n2	matters	matter	0
sake	sake	n1	sake	sake	0
contained	contained	vvn	contained	contain	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
judge	judge	vvi	judge	judge	0
unworthy	unworthy	j	unworthy	unworthy	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
Christian	Christian	njp	Christian	christian	0
eye	eye	n1	eye	eye	0
)	)	)	)	)	0
but	but	p-acp	but	but	0
one	one	crd	one	one	0
∣	∣	sy	∣	∣	0
ly	ly	vvb	lie	lie	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
take	take	vvi	take	take	0
the	the	dt	the	the	0
advantage	advantage	n1	advantage	advantage	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
testifie	testifie	vvi	testify	testify	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
answering	answering	vvg	answering	answer	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
heart	heart	n1	heart	heart	0
unto	unto	p-acp	unto	unto	0
that	that	d	that	that	0
Obligation	Obligation	n1	Obligation	obligation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
was	was	vbds	was	be	0
pleased	pleased	vvn	pleased	please	0
to	to	pc-acp	to	to	0
put	put	vvi	put	put	0
upon	upon	p-acp	upon	upon	0
me	me	pno11	me	i	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
undeser	undeser	n1	undeser	undeser	0
∣	∣	sy	∣	∣	0
ved	ved	j	ved	ved	0
undesired	undesired	j	undesired	undesired	0
favour	favour	n1	favour	favour	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
opening	opening	vvg	opening	open	0
that	that	d	that	that	0
doore	doore	n1	door	door	0
wherewith	wherewith	c-crq	wherewith	wherewith	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
intrusted	intrusted	vvn	entrusted	entrust	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
mee	mee	pno11	me	i	0
an	an	dt	and	a	0
entrance	entrance	n1	entrance	entrance	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
place	place	n1	place	place	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
preaching	preaching	vvg	preaching	preach	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospell	Gospell	n1	Gospel	gospel	0
,	,	,	,	,	0
whither	whither	c-crq	whither	whither	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
directed	directed	vvn	directed	direct	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Provi	Provi	np1	Provi	Provi	0
∣	∣	sy	∣	∣	0
dence	dence	n1	dence	dence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
high	high	j	high	high	0
,	,	,	,	,	0
and	and	cc	and	and	0
where	where	c-crq	where	where	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
sought	sought	vvn	sought	seek	0
by	by	p-acp	by	by	0
his	his	po31	his	his	0
people	people	n1	people	people	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
which	which	r-crq	which	which	0
place	place	n1	place	place	0
this	this	d	this	this	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvb	say	say	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
grace	grace	n1	grace	grace	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
that	that	cst	that	that	0
such	such	d	such	such	0
a	a	dt	a	a	0
stock	stock	n1	stock	stock	0
of	of	pp-f	of	of	0
Prayers	Prayers	n2	Prayers	prayer	0
and	and	cc	and	and	0
thankfulnesse	thankfulnesse	n1	thankfulness	thankfulness	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
your	your	po22	your	your	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
hath	hath	vhz	hath	have	0
learned	learned	vvn	learned	learn	0
to	to	pc-acp	to	to	0
value	value	vvi	valve	value	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
in	in	p-acp	in	in	0
whomso	whomso	j-jn	whomso	whomso	0
∣	∣	sy	∣	∣	0
ever	ever	av	ever	ever	0
it	it	pn31	it	it	0
be	be	vbb	be	be	0
,	,	,	,	,	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
despise	despise	vvi	despise	despise	0
,	,	,	,	,	0
is	is	vbz	is	be	0
tendred	tendred	vvn	tendered	tender	0
for	for	p-acp	for	for	0
and	and	cc	and	and	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Lordship	Lordship	n1	Lordship	lordship	0
,	,	,	,	,	0
even	even	av	even	even	0
on	on	p-acp	on	on	0
his	his	po31	his	his	0
behalfe	behalfe	n1	behalf	behalf	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
lesse	lesse	av-dc	less	less	0
than	than	cs	than	than	0
the	the	dt	the	the	0
least	least	ds	least	least	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
the	the	dt	the	the	0
Saints	Saints	n2	Saints	saint	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
un	un	fw-fr	un	un	0
∣	∣	sy	∣	∣	0
worthy	worthy	j	worthy	worthy	0
the	the	dt	the	the	0
name	name	n1	name	name	0
which	which	r-crq	which	which	0
yet	yet	av	yet	yet	0
hee	hee	pns31	he	he	0
