AS	AS	p-acp	AS	as	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
conference	conference	n1	conference	conference	0
with	with	p-acp	with	with	0
my	my	po11	my	my	0
self	self	n1	self	self	0
,	,	,	,	,	0
right	right	av-jn	right	right	0
honourable	honourable	j	honourable	honourable	0
and	and	cc	and	and	0
worshipfull	worshipfull	j	worshipful	worshipful	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
vtilitie	vtilitie	n1	utility	utility	0
,	,	,	,	,	0
delectation	delectation	n1	delectation	delectation	0
and	and	cc	and	and	0
estimation	estimation	n1	estimation	estimation	0
,	,	,	,	,	0
procured	procured	vvn	procured	procure	0
to	to	p-acp	to	to	0
euery	euery	d	every	every	0
Commonweale	Commonweale	n1	Commonweal	commonweal	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
sciences	sciences	n2	sciences	science	0
Mathe	Mathe	np1	Mathe	Mathe	0
∣	∣	sy	∣	∣	0
maticall	maticall	j	maticall	maticall	0
,	,	,	,	,	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
muche	muche	av-d	much	much	0
more	more	av-dc	more	more	0
vnto	vnto	p-acp	unto	unto	0
those	those	d	those	those	0
coū	coū	n1	coum	coum	0
¦	¦	sy	¦	¦	0
tries	tries	vvz	tries	try	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
vnderstādyng	vnderstādyng	n1	understanding	understanding	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saied	saied	vvn	said	say	0
sciences	sciences	n2	sciences	science	0
doeth	doeth	vdz	doth	do	0
florishe	florishe	vvi	flourish	flourish	0
&	&	cc	&	and	0
abounde	abounde	vvi	abound	abound	0
ouer	ouer	a-acp	over	over	0
and	and	cc	and	and	0
aboue	aboue	a-acp	above	above	0
other	other	j-jn	other	other	0
the	the	dt	the	the	0
same	same	d	same	same	0
wātyng	wātyng	vvg	wanting	want	0
.	.	.	.	.	1
And	And	cc	And	and	0
also	also	av	also	also	0
notyng	notyng	vvg	noting	note	0
the	the	dt	the	the	0
diligence	diligence	n1	diligence	diligence	0
of	of	pp-f	of	of	0
sondrie	sondrie	j	sundry	sundry	0
authors	authors	n2	authors	author	0
of	of	pp-f	of	of	0
moste	moste	ds	most	most	0
Nations	Nations	n2	Nations	nation	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
vulgare	vulgare	j	vulgar	vulgar	0
langua	langua	fw-la	langua	langua	0
∣	∣	sy	∣	∣	0
ges	ges	n1	ges	guess	0
in	in	p-acp	in	in	0
writyng	writyng	vvg	writing	write	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
premises	premises	n2	premises	premise	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
profite	profite	vvi	profit	profit	0
their	their	po32	their	their	0
countries	countries	n2	countries	country	0
.	.	.	.	.	1
I	I	sy	I	i	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
inferiour	inferiour	j-jn	inferior	inferior	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
profite	profite	vvi	profit	profit	0
the	the	dt	the	the	0
Commonweale	Commonweale	n1	Commonweal	commonweal	0
,	,	,	,	,	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
a	a	dt	a	a	0
member	member	n1	member	member	0
,	,	,	,	,	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
forthe	forthe	av	forth	forth	0
as	as	c-acp	as	as	0
with	with	p-acp	with	with	0
moste	moste	ds	most	most	0
diligence	diligence	n1	diligence	diligence	0
and	and	cc	and	and	0
vnderstandyng	vnderstandyng	n1	understanding	understanding	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
haue	haue	vhi	have	have	0
habilitie	habilitie	n1	hability	hability	0
:	:	:	:	:	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
moued	moued	vvn	moved	move	0
thereby	thereby	av	thereby	thereby	0
to	to	pc-acp	to	to	0
employe	employe	vvi	employ	employ	0
some	some	d	some	some	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
deuour	deuour	vvi	devour	devour	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
my	my	po11	my	my	0
good	good	j	good	good	0
will	will	n1	will	will	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
might	might	vmd	might	may	0
appeare	appeare	vvi	appear	appear	0
,	,	,	,	,	0
treatyng	treatyng	vvg	treating	treat	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
premisses	premisses	n2	premises	premise	0
,	,	,	,	,	0
not	not	xx	not	not	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
greate	greate	j	great	great	0
hope	hope	n1	hope	hope	0
to	to	pc-acp	to	to	0
preferre	preferre	vvi	prefer	prefer	0
many	many	d	many	many	0
thynges	thynges	n2	things	thing	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
euery	euery	d	every	every	0
of	of	pp-f	of	of	0
the	the	pno32	thee	they	0
saied	saied	vvd	said	say	0
Sciences	Sciences	n2	Sciences	science	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
maie	maie	vmb	may	may	0
bee	bee	vbi	be	be	0
founde	founde	vvn	found	find	0
of	of	pp-f	of	of	0
rare	rare	j	rare	rare	0
and	and	cc	and	and	0
commodious	commodious	j	commodious	commodious	0
effecte	effecte	n1	effect	effect	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
moste	moste	ds	most	most	0
vocations	vocations	n2	vocations	vocation	0
and	and	cc	and	and	0
degrees	degrees	n2	degrees	degree	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
.	.	.	.	.	1
And	And	cc	And	and	0
for	for	p-acp	for	for	0
that	that	d	that	that	0
Arithmetique	Arithmetique	n1	Arithmetic	arithmetic	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
grounde	grounde	n1	ground	ground	0
,	,	,	,	,	0
direc	direc	fw-la	direc	direc	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
and	and	cc	and	and	0
producer	producer	n1	producer	producer	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
moste	moste	av-ds	most	most	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
suche	suche	d	such	such	0
Haruest	Haruest	n1	Harvest	harvest	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
fertile	fertile	j	fertile	fertile	0
fieldes	fieldes	n2	fields	field	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saied	saied	vvn	said	say	0
sciences	sciences	n2	sciences	science	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
reaped	reaped	vvn	reaped	reap	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
therefore	therefore	av	therefore	therefore	0
framed	framed	vvn	framed	frame	0
this	this	d	this	this	0
rude	rude	j	rude	rude	0
discourse	discourse	n1	discourse	discourse	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Arte	Arte	n1	Art	art	0
of	of	pp-f	of	of	0
numberyng	numberyng	vvg	numbering	number	0
,	,	,	,	,	0
the	the	dt	the	the	0
first	first	ord	first	first	0
fruites	fruites	n2	fruits	fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
good	good	j	good	good	0
wil	wil	n1	will	will	0
,	,	,	,	,	0
dedicated	dedicated	vvn	dedicated	dedicate	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
wisedomes	wisedomes	n2	wisdoms	wisdom	0
,	,	,	,	,	0
containyng	containyng	vvg	containing	contain	0
as	as	a-acp	as	as	0
well	well	av	well	well	0
the	the	dt	the	the	0
sondrie	sondrie	j	sundry	sundry	0
partes	partes	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
saied	saied	vvn	said	say	0
science	science	n1	science	science	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
whole	whole	j-jn	whole	whole	0
and	and	cc	and	and	0
broken	broken	j-vvn	broken	break	0
Numbers	Numbers	n2	Numbers	number	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
pliyng	pliyng	vvg	pliyng	pliyng	0
to	to	p-acp	to	to	0
seuerall	seuerall	j	several	several	0
vses	vses	n2	uses	use	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
furtheraunce	furtheraunce	n1	furtherance	furtherance	0
of	of	pp-f	of	of	0
common	common	j	common	common	0
vtilitie	vtilitie	n1	utility	utility	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
many	many	d	many	many	0
and	and	cc	and	and	0
sonderie	sonderie	n1	sonderie	sonderie	0
Rules	Rules	n2	Rules	rule	0
of	of	pp-f	of	of	0
breuetie	breuetie	n1	breuetie	breuetie	0
of	of	pp-f	of	of	0
woorke	woorke	n1	work	work	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
profita	profita	fw-la	profita	profita	0
∣	∣	sy	∣	∣	0
ble	ble	zz	ble	ble	0
,	,	,	,	,	0
then	then	av	then	then	0
rare	rare	j	rare	rare	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
seen	seen	vvn	seen	see	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
authour	authour	n1	author	author	0
,	,	,	,	,	0
En	En	fw-fr	En	en	0
∣	∣	sy	∣	∣	0
glishe	glishe	j	glishe	glishe	0
or	or	cc	or	or	0
other	other	j-jn	other	other	0
.	.	.	.	.	1
Besechyng	Besechyng	vvg	Beseeching	beseech	0
your	your	po22	your	your	0
wisedomes	wisedomes	n2	wisdoms	wisdom	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
more	more	dc	more	more	0
regarde	regarde	n1	regard	regard	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
good	good	j	good	good	0
meanyng	meanyng	n1	meaning	meaning	0
herein	herein	av	herein	herein	0
,	,	,	,	,	0
then	then	av	then	then	0
either	either	av-d	either	either	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
boldnesse	boldnesse	n1	boldness	boldness	0
,	,	,	,	,	0
or	or	cc	or	or	0
rude	rude	j	rude	rude	0
order	order	n1	order	order	0
in	in	p-acp	in	in	0
penning	penning	vvg	penning	pen	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
same	same	d	same	same	0
:	:	:	:	:	0
&	&	cc	&	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
effecte	effecte	n1	effect	effect	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
diligence	diligence	n1	diligence	diligence	0
,	,	,	,	,	0
may	may	vmb	may	may	0
procure	procure	vvi	procure	procure	0
cōtentation	cōtentation	n1	contentation	contentation	0
,	,	,	,	,	0
or	or	cc	or	or	0
benefite	benefite	n1	benefit	benefit	0
to	to	p-acp	to	to	0
any	any	d	any	any	0
vocation	vocation	n1	vocation	vocation	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cōmonweale	cōmonweale	n1	commonweal	commonweal	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
maie	maie	vmb	may	may	0
haue	haue	vhi	have	have	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
to	to	pc-acp	to	to	0
reioyce	reioyce	vvi	rejoice	rejoice	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
trauaile	trauaile	n1	travail	travail	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
also	also	av	also	also	0
incouraged	incouraged	vvn	encouraged	encourage	0
to	to	p-acp	to	to	0
further	further	jc	further	further	0
other	other	n-jn	other	other	0
workes	workes	vvz	works	work	0
of	of	pp-f	of	of	0
greater	greater	jc	greater	great	0
consequence	consequence	n1	consequence	consequence	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
∣	∣	sy	∣	∣	0
in	in	zz	in	in	0
assisted	assisted	vvn	assisted	assist	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
goodnes	goodnes	n1	goodness	goodness	0
of	of	pp-f	of	of	0
ye	ye	pn22	you	you	0
almighty	almighty	j-jn	almighty	almighty	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
increase	increase	n1	increase	increase	0
your	your	po22	your	your	0
honour	honour	n1	honour	honour	0
and	and	cc	and	and	0
worshippes	worshippes	n2	worships	worship	0
with	with	p-acp	with	with	0
grace	grace	n1	grace	grace	0
,	,	,	,	,	0
wisedome	wisedome	n1	wisdom	wisdom	0
,	,	,	,	,	0
and	and	cc	and	and	0
god	god	n1	god	god	0
∣	∣	sy	∣	∣	0
lie	lie	vvb	lie	lie	0
felicitie	felicitie	n1	felicity	felicity	0
.	.	.	.	.	1
