BEloved	BEloved	j-vvn	BEloved	belove	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
not	not	xx	not	not	0
ignorant	ignorant	j	ignorant	ignorant	0
,	,	,	,	,	0
howe	howe	c-crq	how	how	0
dangerous	dangerous	j	dangerous	dangerous	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
bookes	bookes	n2	books	book	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
daies	daies	n2	days	day	0
,	,	,	,	,	0
partly	partly	av	partly	partly	0
in	in	p-acp	in	in	0
respect	respect	n1	respect	respect	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
greate	greate	j	great	great	0
varietie	varietie	n1	variety	variety	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
learning	learning	n1	learning	learning	0
in	in	p-acp	in	in	0
many	many	d	many	many	0
,	,	,	,	,	0
vvhich	vvhich	r-crq	which	which	0
thereby	thereby	av	thereby	thereby	0
are	are	vbr	are	be	0
able	able	j	able	able	0
more	more	av-dc	more	more	0
ea	ea	fw-la	ea	ea	0
∣	∣	sy	∣	∣	0
silie	silie	j	silie	silly	0
to	to	pc-acp	to	to	0
finde	finde	vvi	find	find	0
a	a	dt	a	a	0
fault	fault	n1	fault	fault	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
man	man	n1	man	man	0
his	his	po31	his	his	0
vvritings	vvritings	n2	writings	write	0
,	,	,	,	,	0
then	then	cs	then	than	0
the	the	dt	the	the	0
author	author	n1	author	author	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
part	part	n1	part	part	0
)	)	)	)	)	0
himselfe	himselfe	px31	himself	himself	0
,	,	,	,	,	0
and	and	cc	and	and	0
partly	partly	av	partly	partly	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
curiosity	curiosity	n1	curiosity	curiosity	0
of	of	pp-f	of	of	0
other	other	j-jn	other	other	0
