MADAME	MADAME	n1	MADAME	madam	0
:	:	:	:	:	0
IT	IT	pn31	IT	it	0
hath	hath	vhz	hath	have	0
beene	beene	vbn	been	be	0
&	&	cc	&	and	0
is	is	vbz	is	be	0
an	an	dt	and	a	0
euer-vsance	euer-vsance	n1	euer-vsance	euer-vsance	0
of	of	pp-f	of	of	0
Authours	Authours	n2	Authors	author	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
publishing	publishing	vvg	publishing	publish	0
their	their	po32	their	their	0
works	works	n2	works	work	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
free	free	j	free	free	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
som	som	d	some	some	0
worthy	worthy	j	worthy	worthy	0
Patron	Patron	n1	Patron	patron	0
or	or	cc	or	or	0
Patronesse	Patronesse	n1	Patroness	patroness	0
:	:	:	:	:	0
to	to	pc-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
these	these	d	these	these	0
,	,	,	,	,	0
acknowledging	acknowledging	vvg	acknowledging	acknowledge	0
a	a	dt	a	a	0
dutie	dutie	n1	duty	duty	0
of	of	pp-f	of	of	0
Gratitude	Gratitude	n1	Gratitude	gratitude	0
;	;	;	;	;	0
In	In	p-acp	In	in	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
ad	ad	fw-la	ad	ad	0
∣	∣	sy	∣	∣	0
miring	miring	j	miring	miring	0
and	and	cc	and	and	0
honouring	honouring	vvg	honouring	honour	0
the	the	dt	the	the	0
lustre	lustre	n1	lustre	lustre	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
vertues	vertues	n2	virtues	virtue	0
whereon	whereon	c-crq	whereon	whereon	0
they	they	pns32	they	they	0
treate	treate	vvb	treat	treat	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
some	some	d	some	some	0
,	,	,	,	,	0
aduenturing	aduenturing	vvg	adventuring	adventure	0
to	to	pc-acp	to	to	0
giue	giue	vvi	give	give	0
further	further	jc	further	further	0
instruction	instruction	n1	instruction	instruction	0
,	,	,	,	,	0
and	and	cc	and	and	0
incouragement	incouragement	n1	encouragement	encouragement	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
their	their	po32	their	their	0
most	most	av-ds	most	most	0
approued	approued	j-vvn	approved	approve	0
endeuours	endeuours	n2	endeavours	endeavour	0
;	;	;	;	;	0
from	from	p-acp	from	from	0
all	all	d	all	all	0
,	,	,	,	,	0
crauing	crauing	vvg	craving	crave	0
the	the	dt	the	the	0
honour	honour	n1	honour	honour	0
of	of	pp-f	of	of	0
Patronage	Patronage	n1	Patronage	patronage	0
;	;	;	;	;	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
,	,	,	,	,	0
recording	recording	vvg	recording	record	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
all	all	d	all	all	0
Po	Po	np1	Po	Po	0
∣	∣	sy	∣	∣	0
sterities	sterities	n2	sterities	sterity	0
,	,	,	,	,	0
so	so	av	so	so	0
much	much	av-d	much	much	0
as	as	c-acp	as	as	0
may	may	vmb	may	may	0
lie	lie	vvi	lie	lie	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
)	)	)	)	)	0
a	a	dt	a	a	0
perpetuitie	perpetuitie	n1	perpetuity	perpetuity	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
memorable	memorable	j	memorable	memorable	0
fame	fame	n1	fame	fame	0
.	.	.	.	.	1
An	An	dt	And	a	0
honourable	honourable	j	honourable	honourable	0
seruice	seruice	n1	service	service	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
(	(	(	(	(	0
if	if	cs	if	if	0
of	of	pp-f	of	of	0
worth	worth	n1	worth	worth	0
)	)	)	)	)	0
all	all	d	all	all	0
Worthies	Worthies	n2-j	Worthies	worthy	0
haue	haue	vhb	have	have	0
euer	euer	av	ever	ever	0
accepted	accepted	vvn	accepted	accept	0
grati	grati	fw-la	grati	grati	0
∣	∣	sy	∣	∣	0
ously	ously	av-j	ously	ous	0
and	and	cc	and	and	0
worthily	worthily	av-j	worthily	worthy	0
.	.	.	.	.	1
Modest	Modest	j	Modest	modest	0
Ladie	Ladie	n1	Lady	lady	0
,	,	,	,	,	0
tis	tis	pn31|vbz	this	it|be	0
also	also	av	also	also	0
a	a	dt	a	a	0
modest	modest	j	modest	modest	0
boldnes	boldnes	n1	boldness	boldness	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
especially	especially	av-j	especially	especial	0
of	of	pp-f	of	of	0
Christian	Christian	np1	Christian	Christian	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
that	that	cst	that	that	0
she	she	pns31	she	she	0
dare	dare	vvb	dare	dare	0
knock	knock	vvi	knock	knock	0
and	and	cc	and	and	0
craue	craue	vvi	crave	crave	0
welcome	welcome	j-jn	welcome	welcome	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Gates	Gates	n2	Gates	gate	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
those	those	d	those	those	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
Louers	Louers	n2	Lovers	lover	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
:	:	:	:	:	0
Great	Great	j	Great	great	0
is	is	vbz	is	be	0
Truth	Truth	n1	Truth	truth	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
preuaileth	preuaileth	vvz	prevaileth	prevail	0
,	,	,	,	,	0
euer	euer	av	ever	ever	0
iustified	iustified	vvn	justified	justify	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
owne	owne	d	own	own	0
Children	Children	n2	Children	child	0
.	.	.	.	.	1
My	My	po11	My	my	0
selfe	selfe	n1	self	self	0
then	then	av	then	then	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
com	com	vvb	come	come	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
