IN	IN	p-acp	IN	in	0
the	the	dt	the	the	0
French	French	jp	French	french	0
historie	historie	n1	history	history	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
did	did	vdd	did	do	0
leaue	leaue	vvi	leave	leave	0
with	with	p-acp	with	with	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
find	find	vvi	find	find	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
historie	historie	n1	history	history	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Colloquie	Colloquie	n1	Colloquy	colloquy	0
had	had	vhd	had	have	0
at	at	p-acp	at	at	0
Poissie	Poissie	j	Poissy	poissy	0
much	much	av-d	much	much	0
more	more	av-dc	more	more	0
largely	largely	av-j	largely	large	0
written	written	vvn	written	write	0
in	in	p-acp	in	in	0
French	French	jp	French	french	0
,	,	,	,	,	0
than	than	cs	than	than	0
euer	euer	av	ever	ever	0
I	I	pns11	I	i	0
did	did	vdd	did	do	0
see	see	vvi	see	see	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
Latine	Latine	jp	Latin	latin	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
this	this	d	this	this	0
Collo	Collo	np1	Collo	Collo	0
∣	∣	sy	∣	∣	0
quie	quie	n1	quie	quie	0
the	the	cs	the	than	0
Cardinal	Cardinal	n1	Cardinal	cardinal	0
of	of	pp-f	of	of	0
Loraine	Loraine	np1	Loraine	Lorraine	0
,	,	,	,	,	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
,	,	,	,	,	0
and	and	cc	and	and	0
capitaine	capitaine	fw-fr	capitaine	capitaine	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
pists	pists	vvz	pists	pist	0
,	,	,	,	,	0
made	made	vvd	made	make	0
an	an	dt	and	a	0
oratiō	oratiō	n1	oration	oration	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
in	in	p-acp	in	in	0
shew	shew	n1	show	show	0
,	,	,	,	,	0
thā	thā	cs	than	than	0
sound	sound	j	found	sound	0
in	in	p-acp	in	in	0
trueth	trueth	n1	truth	truth	0
.	.	.	.	.	1
The	The	dt	The	the	0
which	which	r-crq	which	which	0
to	to	pc-acp	to	to	0
doe	doe	vdi	do	do	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
both	both	d	both	both	0
the	the	dt	the	the	0
aduise	aduise	n1	advise	advice	0
,	,	,	,	,	0
and	and	cc	and	and	0
prompting	prompting	vvg	prompting	prompt	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
papistes	papistes	njp2	papists	papist	0
assēbled	assēbled	vvd	assembled	assemble	0
vnder	vnder	p-acp	under	under	0
him	him	pno31	him	he	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
sub	sub	fw-la	sub	sub	0
∣	∣	sy	∣	∣	0
till	till	p-acp	till	till	0
Sorbonist	Sorbonist	n1	Sorbonist	sorbonist	0
Despense	Despense	vvi	Despense	despense	0
,	,	,	,	,	0
&	&	cc	&	and	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
little	little	j	little	little	0
furie	furie	n1	fury	fury	0
Xaintes	Xaintes	n2	Xaintes	xainte	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
their	their	po32	their	their	0
mates	mates	n2	mates	mate	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
being	being	vbg	being	be	0
vnderpropped	vnderpropped	vvn	underpropped	underprop	0
,	,	,	,	,	0
this	this	d	this	this	0
Cardinall	Cardinall	n1	Cardinal	cardinal	0
made	made	vvd	made	make	0
an	an	dt	and	a	0
oration	oration	n1	oration	oration	0
touching	touching	vvg	touching	touch	0
two	two	crd	two	two	0
pointes	pointes	n2	points	point	0
;	;	;	;	;	0
The	The	dt	The	the	0
one	one	pi	one	one	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
ment	ment	fw-la	ment	ment	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
with	with	p-acp	with	with	0
thē	thē	pno32	them	they	0
is	is	vbz	is	be	0
called	called	vvn	called	call	0
the	the	dt	the	the	0
Sacra	Sacra	fw-la	Sacra	sacra	0
∣	∣	sy	∣	∣	0
ment	ment	vvd	meant	mean	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Altar	Altar	n1	Altar	altar	0
.	.	.	.	.	1
This	This	d	This	this	0
later	later	jc	later	late	0
point	point	n1	point	point	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
handled	handled	vvd	handled	handle	0
after	after	p-acp	after	after	0
his	his	po31	his	his	0
sort	sort	n1	sort	sort	0
,	,	,	,	,	0
did	did	vdd	did	do	0
so	so	av	so	so	0
please	please	vvi	please	please	0
our	our	po12	our	our	0
Papistes	Papistes	njp2	Papists	papist	0
,	,	,	,	,	0
that	that	cst	that	that	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
did	did	vdd	did	do	0
both	both	d	both	both	0
translate	translate	vvi	translate	translate	0
,	,	,	,	,	0
and	and	cc	and	and	0
publishe	publishe	vvi	publish	publish	0
it	it	pn31	it	it	0
in	in	p-acp	in	in	0
English	English	jp	English	english	0
,	,	,	,	,	0
being	being	vbg	being	be	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
were	were	vbdr	were	be	0
taken	taken	vvn	taken	take	0
hott	hott	j	hot	hot	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Cardinalls	Cardinalls	ng1	Cardinals	cardinal	0
mouth	mouth	n1	mouth	mouth	0
.	.	.	.	.	1
The	The	dt	The	the	0
seconde	seconde	ord	seconde	second	0
part	part	n1	part	part	0
touching	touching	vvg	touching	touch	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
he	he	pns31	he	he	0
handled	handled	vvd	handled	handle	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
Cardinall	Cardinall	n1	Cardinal	cardinal	0
,	,	,	,	,	0
pain	pain	n1	pain	pain	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
Rome	Rome	n1	Room	room	0
so	so	av	so	so	0
cunningly	cunningly	av-jn	cunningly	cunning	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
coulde	coulde	vmd	could	can	0
;	;	;	;	;	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
derpropping	derpropping	n-vvg	derpropping	derprop	0
it	it	pn31	it	it	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
holow	holow	j-jn	hollow	hollow	0
,	,	,	,	,	0
and	and	cc	and	and	0
rotten	rotten	j-vvn	rotten	rot	0
postes	postes	n2	posts	post	0
of	of	pp-f	of	of	0
Visibilitie	Visibilitie	n1	Visibility	visibility	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
personall	personall	j	personal	personal	0
suc	suc	fw-fr	suc	suc	0
∣	∣	sy	∣	∣	0
cession	cession	n1	session	session	0
,	,	,	,	,	0
and	and	cc	and	and	0
ordinarie	ordinarie	j	ordinary	ordinary	0
calling	calling	n-vvg	calling	call	0
,	,	,	,	,	0
(	(	(	(	(	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
,	,	,	,	,	0
)	)	)	)	)	0
and	and	cc	and	and	0
such	such	d	such	such	0
