WHen	WHen	c-crq	WHen	when	0
first	first	ord	first	first	0
it	it	pn31	it	it	0
pleased	pleased	vvd	pleased	please	0
You	You	pn22	You	you	0
to	to	p-acp	to	to	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
quire	quire	n1	choir	choir	0
our	our	po12	our	our	0
service	service	n1	service	service	0
in	in	p-acp	in	in	0
Preaching	Preaching	vvg	Preaching	preach	0
at	at	p-acp	at	at	0
Your	Your	po22	Your	your	0
late	late	j	late	late	0
Publike	Publike	j	Public	public	0
Fast	Fast	av-j	Fast	fast	0
,	,	,	,	,	0
we	we	pns12	we	we	0
resolved	resolved	vvd	resolved	resolve	0
to	to	pc-acp	to	to	0
close	close	vvi	close	close	0
our	our	po12	our	our	0
eyes	eyes	n2	eyes	eye	0
against	against	p-acp	against	against	0
all	all	d	all	all	0
Clouds	Clouds	n2	Clouds	cloud	0
of	of	pp-f	of	of	0
discouragement	discouragement	n1	discouragement	discouragement	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
rising	rising	vvg	rising	rise	0
from	from	p-acp	from	from	0
our	our	po12	our	our	0
owne	owne	d	own	own	0
unworthinesse	unworthinesse	n1	unworthiness	unworthiness	0
and	and	cc	and	and	0
insuffi	insuffi	n2	insuffi	insuffi	0
∣	∣	sy	∣	∣	0
ciency	ciency	n1	ciency	ciency	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
wholly	wholly	av-jn	wholly	whole	0
to	to	pc-acp	to	to	0
seek	seek	vvi	seek	seek	0
what	what	r-crq	what	what	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
would	would	vmd	would	will	0
command	command	vvi	command	command	0
us	us	pno12	us	we	0
to	to	pc-acp	to	to	0
deliver	deliver	vvi	deliver	deliver	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
at	at	p-acp	at	at	0
such	such	d	such	such	0
a	a	dt	a	a	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
an	an	dt	and	a	0
Honourable	Honourable	j	Honourable	honourable	0
and	and	cc	and	and	0
awfull	awfull	j	awful	awful	0
