THat	THat	cst	THat	that	0
which	which	r-crq	which	which	0
at	at	p-acp	at	at	0
this	this	d	this	this	0
time	time	n1	time	time	0
moved	moved	vvd	moved	move	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
this	this	d	this	this	0
ensuing	ensuing	j-vvg	ensuing	ensue	0
Discourse	Discourse	n1	Discourse	discourse	0
,	,	,	,	,	0
is	is	vbz	is	be	0
that	that	d	that	that	0
heavenly	heavenly	j	heavenly	heavenly	0
and	and	cc	and	and	0
glorious	glorious	j	glorious	glorious	0
shape	shape	n1	shape	shape	0
and	and	cc	and	and	0
form	form	n1	from	form	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
∣	∣	sy	∣	∣	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
great	great	j	great	great	0
Red	Red	j-jn	Read	red	0
Dragon	Dragon	n1	Dragon	dragon	0
is	is	vbz	is	be	0
now	now	av	now	now	0
come	come	vvn	come	come	0
forth	forth	av	forth	forth	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spirits	Spirits	n2	Spirits	spirit	0
of	of	pp-f	of	of	0
Professors	Professors	n2	Professors	professor	0
;	;	;	;	;	0
never	never	av-x	never	never	0
was	was	vbds	was	be	0
the	the	dt	the	the	0
Dragon	Dragon	n1	Dragon	dragon	0
in	in	p-acp	in	in	0
more	more	av-dc	more	more	0
glorious	glorious	j	glorious	glorious	0
habit	habit	n1	habit	habit	0
then	then	av	then	then	0
now	now	av	now	now	0
:	:	:	:	:	0
O	O	uh	Oh	oh	0
how	how	c-crq	how	how	0
he	he	pns31	he	he	0
is	is	vbz	is	be	0
array	array	n1	array	array	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
his	his	po31	his	his	0
mouth	mouth	n1	mouth	mouth	0
is	is	vbz	is	be	0
ful	ful	av-j	full	full	0
fraught	fraught	vvn	fraught	fraught	0
with	with	p-acp	with	with	0
pretended	pretended	j-vvn	pretended	pretend	0
immediate	immediate	j	immediate	immediate	0
and	and	cc	and	and	0
perfect	perfect	j	perfect	perfect	0
enjoyments	enjoyments	n2	enjoyments	enjoyment	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Spirit	Spirit	n1	Spirit	spirit	0
,	,	,	,	,	0
under	under	p-acp	under	under	0
colour	colour	n1	colour	colour	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
seeks	seeks	vvz	seeks	seek	0
to	to	pc-acp	to	to	0
deceive	deceive	vvi	deceive	deceive	0
,	,	,	,	,	0
and	and	cc	and	and	0
