Most	Most	ds	Most	most	0
Illustrious	Illustrious	j	Illustrious	illustrious	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
Excellent	Excellent	j	Excellent	excellent	0
Lord	Lord	n1	Lord	lord	0
;	;	;	;	;	0
IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
a	a	dt	a	a	0
good	good	j	good	good	0
space	space	n1	space	space	0
since	since	c-acp	since	since	0
that	that	d	that	that	0
I	I	pns11	I	i	0
found	found	vvd	found	find	0
my	my	po11	my	my	0
self	self	n1	self	self	0
engaged	engaged	vvn	engaged	engage	0
to	to	p-acp	to	to	0
pub	pub	fw-la	pub	pub	0
∣	∣	sy	∣	∣	0
lish	lish	uh	lish	lish	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
the	the	dt	the	the	0
Obligations	Obligations	n2	Obligations	obligation	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
owe	owe	vvb	owe	owe	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Merits	Merits	n2	Merits	merit	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
:	:	:	:	:	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
a	a	dt	a	a	0
few	few	d	few	few	0
years	years	n2	years	year	0
past	past	j	past	past	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
confesse	confesse	vvi	confess	confess	0
in	in	p-acp	in	in	0
part	part	n1	part	part	0
,	,	,	,	,	0
this	this	d	this	this	0
my	my	po11	my	my	0
engagement	engagement	n1	engagement	engagement	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Dedication	Dedication	n1	Dedication	dedication	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Mercury's	Mercury's	npg1	Mercury's	Mercury	0
Grove	Grove	n1	Grove	grove	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Excellency	Excellency	n1	Excellency	excellency	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
that	that	cst	that	that	0
Work	Work	n1	Work	work	0
having	having	vhg	having	have	0
incountred	incountred	vvn	encountered	encounter	0
a	a	dt	a	a	0
gale	gale	n1	gale	gale	0
of	of	pp-f	of	of	0
adverse	adverse	j	adverse	adverse	0
For	For	p-acp	For	for	0
∣	∣	sy	∣	∣	0
tune	tune	n1	tune	tune	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
detained	detained	vvd	detained	detain	0
it	it	pn31	it	it	0
