Noble	Noble	j	Noble	noble	0
Patriots	Patriots	n2	Patriots	patriot	0
,	,	,	,	,	0
IF	IF	cs	IF	if	0
I	I	pns11	I	i	0
mistake	mistake	vvb	mistake	mistake	0
not	not	xx	not	not	0
,	,	,	,	,	0
you	you	pn22	you	you	0
may	may	vmb	may	may	0
here	here	av	here	here	0
single	single	j	single	single	0
out	out	av	out	out	0
something	something	pi	something	something	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lords	Lords	n2	Lords	lord	0
from	from	p-acp	from	from	0
what	what	r-crq	what	what	0
is	is	vbz	is	be	0
mine	mine	png11	mine	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
discern	discern	vvi	discern	discern	0
some	some	d	some	some	0
beams	beams	n2	beams	beam	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
amongst	amongst	p-acp	among	among	0
many	many	d	many	many	0
things	things	n2	things	thing	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
.	.	.	.	.	1
I	I	pns11	I	i	0
know	know	vvb	know	know	0
the	the	dt	the	the	0
candle	candle	n1	candle	candle	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
cannot	cannot	vmbx	cannot	can	0
shine	shine	vvi	shine	shine	0
anywhere	anywhere	av	anywhere	anywhere	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
snuff	snuff	n1	snuff	snuff	0
then	then	cs	then	than	0
in	in	p-acp	in	in	0
me	me	pno11	me	i	0
;	;	;	;	;	0
however	however	c-acp	however	however	0
since	since	c-acp	since	since	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
lighted	lighted	vvn	lighted	light	0
it	it	pn31	it	it	0
,	,	,	,	,	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
not	not	xx	not	not	0
but	but	cc-acp	but	but	0
let	let	vvi	let	let	0
it	it	pn31	it	it	0
shine	shine	n1	shine	shine	0
(	(	(	(	(	0
or	or	cc	or	or	0
rather	rather	av-c	rather	rather	0
glimmer	glimmer	vvi	glimmer	glimmer	0
)	)	)	)	)	0
before	before	p-acp	before	before	0
men	men	n2	men	man	0
.	.	.	.	.	1
I	I	pns11	I	i	0
have	have	vhb	have	have	0
writ	writ	vvn	writ	write	0
your	your	po22	your	your	0
Names	Names	n2	Names	name	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
Book	Book	n1	Book	book	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
one	one	crd	one	one	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Remembrancers	Remembrancers	n2	Remembrancers	remembrancer	0
amongst	amongst	p-acp	among	among	0
the	the	dt	the	the	0
rest	rest	n1	rest	rest	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
vancement	vancement	n1	vancement	vancement	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
;	;	;	;	;	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
who	who	r-crq	who	who	0
know	know	vvb	know	know	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
know	know	vvb	know	know	0
ye	ye	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
acted	acted	vvn	acted	act	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
Spirit	Spirit	n1	Spirit	spirit	0
of	of	pp-f	of	of	0
Truth	Truth	n1	Truth	truth	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
.	.	.	.	.	1
The	The	dt	The	the	0
Lord	Lord	n1	Lord	lord	0
remember	remember	vvb	remember	remember	0
ye	ye	pn22	you	you	0
according	according	vvg	according	accord	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
the	the	dt	the	the	0
good	good	j	good	good	0
ye	ye	pn22	you	you	0
have	have	vhb	have	have	0
done	done	vdn	done	do	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
several	several	j	several	several	0
Ministrations	Ministrations	n2	Ministrations	ministration	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
people	people	n1	people	people	0
;	;	;	;	;	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
that	that	d	that	that	0
for	for	c-acp	for	for	0
ye	ye	pn22	you	you	0
which	which	r-crq	which	which	0
gives	gives	vvz	gives	give	0
you	you	pn22	you	you	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
and	and	cc	and	and	0
yet	yet	av	yet	yet	0
takes	takes	vvz	takes	take	0
most	most	ds	most	most	0
from	from	p-acp	from	from	0
ye	ye	pn22	you	you	0
,	,	,	,	,	0
even	even	av	even	even	0
filling	filling	vvg	filling	fill	0
ye	ye	pn22	you	you	0
with	with	p-acp	with	with	0
himself	himself	px31	himself	himself	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
he	he	pns31	he	he	0
hath	hath	vhz	hath	have	0
emptyed	emptyed	vvn	emptied	empty	0
ye	ye	pn22	you	you	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
but	but	p-acp	but	but	0
his	his	po31	his	his	0
own	own	d	own	own	0
glory	glory	n1	glory	glory	0
,	,	,	,	,	0
and	and	cc	and	and	0
gathered	gathered	vvd	gathered	gather	0
ye	ye	pn22	you	you	0
up	up	a-acp	up	up	0
into	into	p-acp	into	into	0
the	the	dt	the	the	0
fulnesse	fulnesse	n1	fullness	fullness	0
and	and	cc	and	and	0
righteousnesse	righteousnesse	n1	righteousness	righteousness	0
of	of	pp-f	of	of	0
himself	himself	px31	himself	himself	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
we	we	pns12	we	we	0
are	are	vbr	are	be	0
onely	onely	av-j	only	only	0
nothing	nothing	pix	nothing	nothing	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
,	,	,	,	,	0
and	and	cc	and	and	0
every	every	d	every	every	0
thing	thing	n1	thing	thing	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
;	;	;	;	;	0
and	and	cc	and	and	0
surely	surely	av-j	surely	sure	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
,	,	,	,	,	0
and	and	cc	and	and	0
best	best	js	best	best	0
,	,	,	,	,	0
and	and	cc	and	and	0
greatest	greatest	js	greatest	great	0
thing	thing	n1	thing	thing	0
he	he	pns31	he	he	0
can	can	vmb	can	can	0
do	do	vdi	do	do	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
