BEing	BEing	vbg	BEing	be	0
called	called	vvn	called	call	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
service	service	n1	service	service	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
command	command	n1	command	command	0
,	,	,	,	,	0
I	I	pns11	I	i	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
think	think	vvi	think	think	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
fit	fit	n1	fit	fit	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
subject	subject	n-jn	subject	subject	0
,	,	,	,	,	0
&	&	cc	&	and	0
more	more	av-dc	more	more	0
seasonable	seasonable	j	seasonable	seasonable	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
times	times	n2	times	time	0
and	and	cc	and	and	0
your	your	po22	your	your	0
places	places	n2	places	place	0
then	then	av	then	then	0
this	this	d	this	this	0
,	,	,	,	,	0
tou	tou	pns21	tou	thou	0
∣	∣	sy	∣	∣	0
ching	ching	j	ching	ching	0
the	the	dt	the	the	0
Kingdom	Kingdom	n1	Kingdom	kingdom	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
first	first	ord	first	first	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
set	set	vvi	set	set	0
before	before	p-acp	before	before	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
employment	employment	n1	employment	employment	0
God	God	np1	God	God	0
cals	cals	vvz	calls	call	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
duty	duty	n1	duty	duty	0
lies	lies	vvz	lies	lie	0
upon	upon	p-acp	upon	upon	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
study	study	vvi	study	study	0
all	all	d	all	all	0
the	the	dt	the	the	0
waies	waies	n2	ways	way	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
Iesus	Iesus	np1	Iesus	Jesus	0
Christ	Christ	np1	Christ	Christ	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
best	best	av-js	best	best	0
setled	setled	vvn	settled	settle	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
throne	throne	n1	throne	throne	0
,	,	,	,	,	0
and	and	cc	and	and	0
his	his	po31	his	his	0
government	government	n1	government	government	0
most	most	av-ds	most	most	0
spread	spread	vvn	spread	spread	0
throughout	throughout	p-acp	throughout	throughout	0
these	these	d	these	these	0
parts	parts	n2	parts	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
where	where	c-crq	where	where	0
your	your	po22	your	your	0
work	work	n1	work	work	0
lies	lies	vvz	lies	lie	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
hold	hold	vvi	hold	hold	0
out	out	av	out	out	0
unto	unto	p-acp	unto	unto	0
you	you	pn22	you	you	0
the	the	dt	the	the	0
great	great	j	great	great	0
encouragement	encouragement	n1	encouragement	encouragement	0
to	to	p-acp	to	to	0
so	so	av	so	so	0
great	great	j	great	great	0
a	a	dt	a	a	0
work	work	n1	work	work	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
you	you	pn22	you	you	0
are	are	vbr	are	be	0
sure	sure	j	sure	sure	0
to	to	pc-acp	to	to	0
meet	meet	vvi	meet	meet	0
with	with	p-acp	with	with	0
so	so	av	so	so	0
great	great	j	great	great	0
oppositions	oppositions	n2	oppositions	opposition	0
;	;	;	;	;	0
to	to	pc-acp	to	to	0
let	let	vvi	let	let	0
you	you	pn22	you	you	0
know	know	vvb	know	know	0
,	,	,	,	,	0
God	God	np1	God	God	0
himself	himself	px31	himself	himself	0
will	will	vmb	will	will	0
carry	carry	vvi	carry	carry	0
it	it	pn31	it	it	0
on	on	a-acp	on	on	0
,	,	,	,	,	0
and	and	cc	and	and	0
Christs	Christs	npg1	Christs	Christ	0
government	government	n1	government	government	0
shall	shall	vmb	shall	shall	0
be	be	vbi	be	be	0
e	e	fw-la	e	e	0
∣	∣	sy	∣	∣	0
stablished	stablished	vvd	established	establish	0
,	,	,	,	,	0
notwithstanding	notwithstanding	c-acp	notwithstanding	notwithstanding	0
the	the	dt	the	the	0
rage	rage	n1	rage	rage	0
of	of	pp-f	of	of	0
people	people	n1	people	people	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
plots	plots	n2	plots	plot	0
of	of	pp-f	of	of	0
Princes	Princes	n2	Princes	prince	0
against	against	p-acp	against	against	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
and	and	cc	and	and	0
his	his	po31	his	his	0
Annointed	Annointed	j-vvn	Anointed	anoint	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
