BEing	BEing	vbg	BEing	be	0
the	the	dt	the	the	0
admirable	admirable	j	admirable	admirable	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
Heaven	Heaven	n1	Heaven	heaven	0
and	and	cc	and	and	0
Earth	Earth	n1	Earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
perpetual	perpetual	j	perpetual	perpetual	0
vicissitude	vicissitude	n1	vicissitude	vicissitude	0
of	of	pp-f	of	of	0
Night	Night	n1	Night	night	0
and	and	cc	and	and	0
Day	Day	n1	Day	day	0
,	,	,	,	,	0
do	do	vdb	do	do	0
continually	continually	av-j	continually	continual	0
set	set	vvi	set	set	0
forth	forth	av	forth	forth	0
the	the	dt	the	the	0
Praises	Praises	n2	Praises	praise	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
All-mighty	All-mighty	j	Almighty	almighty	0
and	and	cc	and	and	0
All-merciful	All-merciful	j	All-merciful	all-merciful	0
;	;	;	;	;	0
nor	nor	ccx	nor	nor	0
is	is	vbz	is	be	0
there	there	pc-acp	there	there	0
any	any	d	any	any	0
Nation	Nation	n1	Nation	nation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
that	that	cst	that	that	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
hear	hear	vvi	hear	hear	0
the	the	dt	the	the	0
Speech	Speech	n1	Speech	speech	0
and	and	cc	and	and	0
Doctrine	Doctrine	n1	Doctrine	doctrine	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
;	;	;	;	;	0
it	it	pn31	it	it	0
followeth	followeth	vvz	follows	follow	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
God	God	n1	God	god	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
Maker	Maker	n1	Maker	maker	0
and	and	cc	and	and	0
Governor	Governor	n1	Governor	governor	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Ʋni	Ʋni	n1	Ʋni	ʋni	0
∣	∣	sy	∣	∣	0
verse	verse	n1	verse	verse	0
,	,	,	,	,	0
ought	ought	pi	ought	aught	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
Worshipped	Worshipped	vvn	Worshipped	worship	0
and	and	cc	and	and	0
Praised	Praised	vvn	Praised	praise	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
Men	Men	n2	Men	man	0
every	every	d	every	every	0
where	where	q-crq	where	where	0
.	.	.	.	.	1
And	And	np1	And	And	0
,	,	,	,	,	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
men	men	n2	men	man	0
degenerated	degenerated	vvn	degenerated	degenerate	0
from	from	p-acp	from	from	0
that	that	d	that	that	0
goodness	goodness	n1	goodness	goodness	0
of	of	pp-f	of	of	0
Nature	Nature	n1	Nature	nature	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
created	created	vvn	created	create	0
,	,	,	,	,	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
learned	learned	vvn	learned	learn	0
Piety	Piety	n1	Piety	piety	0
and	and	cc	and	and	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
this	this	d	this	this	0
making	making	n-vvg	making	make	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
so	so	av	so	so	0
great	great	j	great	great	0
and	and	cc	and	and	0
perpetual	perpetual	j	perpetual	perpetual	0
benefits	benefits	n2	benefits	benefit	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
towards	towards	p-acp	towards	towards	0
them	them	pno32	them	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
because	because	c-acp	because	because	0
,	,	,	,	,	0
being	being	vbg	being	be	0
