REnowned	REnowned	j-vvn	REnowned	renown	0
Empresse	Empresse	n1	Empress	empress	0
,	,	,	,	,	0
and	and	cc	and	and	0
great	great	j	great	great	0
Britaines	Britaines	npg1	Britaines	Britain	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
Most	Most	av-ds	Most	most	0
gratious	gratious	j	gracious	gracious	0
Mother	Mother	n1	Mother	mother	0
of	of	pp-f	of	of	0
succeeding	succeeding	j-vvg	succeeding	succeed	0
Kings	Kings	n2	Kings	king	0
;	;	;	;	;	0
Vouchsafe	Vouchsafe	vvb	Vouchsafe	vouchsafe	0
to	to	pc-acp	to	to	0
view	view	vvi	view	view	0
that	that	d	that	that	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
seldome	seldome	av	seldom	seldom	0
seene	seene	vvn	seen	see	0
,	,	,	,	,	0
A	A	dt	A	a	0
Womans	Womans	ng1	Woman's	woman	0
writing	writing	n1	writing	writing	0
of	of	pp-f	of	of	0
diuinest	diuinest	js-jn	divinest	divine	0
things	things	n2	things	thing	0
:	:	:	:	:	0
Reade	Reade	vvb	Read	read	0
it	it	pn31	it	it	0
faire	faire	j	fair	fair	0
Queene	Queene	n1	Queen	queen	0
,	,	,	,	,	0
though	though	cs	though	though	0
it	it	pn31	it	it	0
defectiue	defectiue	j	defective	defective	0
be	be	vbi	be	be	0
,	,	,	,	,	0
Your	Your	po22	Your	your	0
Excellence	Excellence	n1	Excellence	excellence	0
can	can	vmb	can	can	0
grace	grace	vvi	grace	grace	0
both	both	d	both	both	0
It	It	pn31	It	it	0
and	and	cc	and	and	0
Mee	Mee	pno11	Me	i	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
rifled	rifled	vvn	rifled	rifle	0
Nature	Nature	n1	Nature	nature	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
store	store	n1	store	store	0
,	,	,	,	,	0
And	And	cc	And	and	0
all	all	d	all	all	0
the	the	dt	the	the	0
Goddesses	Goddesses	n2	Goddesses	goddess	0
haue	haue	vhb	have	have	0
dispossest	dispossest	vvn	dispossessed	dispossess	0
Of	Of	pp-f	Of	of	0
those	those	d	those	those	0
rich	rich	j	rich	rich	0
gifts	gifts	n2	gifts	gift	0
