THe	THe	dt	THe	the	0
Scripture	Scripture	n1	Scripture	scripture	0
of	of	pp-f	of	of	0
truth	truth	n1	truth	truth	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
the	the	dt	the	the	0
mysteries	mysteries	n2	mysteries	mystery	0
of	of	pp-f	of	of	0
Religion	Religion	n1	Religion	religion	0
are	are	vbr	are	be	0
treasured	treasured	vvn	treasured	treasure	0
vp	vp	a-acp	up	up	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
three	three	crd	three	three	0
(	(	(	(	(	0
amongst	amongst	p-acp	among	among	0
others	others	ng2-jn	others	other	0
)	)	)	)	)	0
not	not	xx	not	not	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
more	more	av-dc	more	more	0
eminent	eminent	j	eminent	eminent	0
,	,	,	,	,	0
most	most	av-ds	most	most	0
worthie	worthie	j	worthy	worthy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
daylie	daylie	j	daily	daily	0
and	and	cc	and	and	0
holiest	holiest	js	holiest	holy	0
medi	medi	fw-la	medi	medi	0
∣	∣	sy	∣	∣	0
tations	tations	n2	tations	tation	0
.	.	.	.	.	1
They	They	pns32	They	they	0
are	are	vbr	are	be	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
called	called	vvn	called	call	0
,	,	,	,	,	0
Bernardus	Bernardus	np1	Bernardus	Bernardus	0
in	in	p-acp	in	in	0
Vigilia	Vigilia	np1	Vigilia	Vigilia	0
Natalis	Natalis	np1	Natalis	Natalis	0
.	.	.	.	.	1
The	The	dt	The	the	0
wonders	wonders	n2	wonders	wonder	0
of	of	pp-f	of	of	0
wonders	wonders	n2	wonders	wonder	0
,	,	,	,	,	0
&	&	cc	&	and	0
are	are	vbr	are	be	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
∣	∣	sy	∣	∣	0
selues	selues	n2	selves	self	0
most	most	av-ds	most	most	0
admirable	admirable	j	admirable	admirable	0
,	,	,	,	,	0
and	and	cc	and	and	0
surpassing	surpassing	vvg	surpassing	surpass	0
comfortable	comfortable	j	comfortable	comfortable	0
for	for	p-acp	for	for	0
vse	vse	n1	use	use	0
,	,	,	,	,	0
manifested	manifested	vvn	manifested	manifest	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Highest	Highest	js	Highest	high	0
,	,	,	,	,	0
Ioh.	Ioh.	np1	Ioh.	Ioh.	0
Heid	Heid	np1	Heid	Heid	0
feldius	feldius	fw-la	feldius	feldius	0
.	.	.	.	.	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
sure	sure	j	sure	sure	0
blessednesse	blessednesse	n1	blessedness	blessedness	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
Gods	Gods	ng1	Gods	god	0
children	children	n2	children	child	0
,	,	,	,	,	0
without	without	p-acp	without	without	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
all	all	d	all	all	0
men	men	n2	men	man	0
had	had	vhd	had	have	0
perished	perished	vvn	perished	perish	0
eternally	eternally	av-j	eternally	eternal	0
.	.	.	.	.	1
Not	Not	xx	Not	not	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
blessed	blessed	j-vvn	blessed	bless	0
Trinitie	Trinitie	np1	Trinitie	Trinity	0
,	,	,	,	,	0
the	the	dt	the	the	0
greatest	greatest	js	greatest	great	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
mysteries	mysteries	n2	mysteries	mystery	0
;	;	;	;	;	0
the	the	dt	the	the	0
three	three	crd	three	three	0
here	here	av	here	here	0
meant	meant	vvd	meant	mean	0
,	,	,	,	,	0
are	are	vbr	are	be	0
three	three	crd	three	three	0
Vnions	Vnions	n2	Unions	union	0
,	,	,	,	,	0
or	or	cc	or	or	0
Couplings	Couplings	n2	Couplings	couple	0
in	in	p-acp	in	in	0
one	one	crd	one	one	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
themselues	themselues	px32	themselves	themselves	0
most	most	av-ds	most	most	0
different	different	j	different	different	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
