THat	THat	cst	THat	that	0
I	I	pns11	I	i	0
do	do	vdb	do	do	0
prefixe	prefixe	vvi	prefix	prefix	0
your	your	po22	your	your	0
names	names	n2	names	name	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
choise	choise	n1	choice	choice	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
(	(	(	(	(	0
Right	Right	j-jn	Right	right	0
worshipfull	worshipfull	j	worshipful	worshipful	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	0
)	)	)	)	)	0
before	before	p-acp	before	before	0
all	all	d	all	all	0
other	other	n-jn	other	other	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
,	,	,	,	,	0
and	and	cc	and	and	0
publication	publication	n1	publication	publication	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Sermon	Sermon	n1	Sermon	sermon	0
∣	∣	sy	∣	∣	0
notes	notes	n2	notes	note	0
,	,	,	,	,	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
done	done	vdn	done	do	0
without	without	p-acp	without	without	0
good	good	j	good	good	0
ground	ground	n1	ground	ground	0
and	and	cc	and	and	0
reason	reason	n1	reason	reason	0
.	.	.	.	.	1
First	First	ord	First	first	0
,	,	,	,	,	0
I	I	pns11	I	i	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
count	count	n1	count	count	0
it	it	pn31	it	it	0
very	very	av	very	very	0
sutable	sutable	j	suitable	suitable	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
duty	duty	n1	duty	duty	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
you	you	pn22	you	you	0
this	this	d	this	this	0
taste	taste	n1	taste	taste	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
labours	labours	n2	labours	labour	0
,	,	,	,	,	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
to	to	pc-acp	to	to	0
render	render	vvi	render	render	0
an	an	dt	and	a	0
