MADAM	MADAM	n1	MADAM	madam	0
,	,	,	,	,	0
THis	THis	d	THis	this	0
Sermon	Sermon	n1	Sermon	sermon	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
make	make	vvb	make	make	0
bold	bold	j	bold	bold	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Highness	Highness	n1	Highness	highness	0
,	,	,	,	,	0
bears	bears	vvz	bears	bear	0
upon	upon	p-acp	upon	upon	0
its	its	po31	its	its	0
Front	Front	n1	Front	front	0
,	,	,	,	,	0
THE	THE	dt	THE	the	0
ROYAL	ROYAL	j	ROYAL	royal	0
JOY	JOY	n1	JOY	joy	0
,	,	,	,	,	0
a	a	dt	a	a	0
Title	Title	n1	Title	title	0
given	given	vvn	given	give	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Text	Text	n1	Text	text	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
we	we	pns12	we	we	0
bear	bear	vvb	bear	bear	0
another	another	j-jn	another	another	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
front	front	n1	front	front	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
hearts	hearts	n2	hearts	heart	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
THE	THE	dt	THE	the	0
POPƲLAR	POPƲLAR	j	POPƲLAR	popʋlar	0
JOY	JOY	n1	JOY	joy	0
.	.	.	.	.	1
The	The	dt	The	the	0
Kings	Kings	ng1	Kings	king	0
Joy	Joy	n1	Joy	joy	0
bath	bath	n1	bath	bath	0
been	been	vbn	been	be	0
made	made	vvn	made	make	0
the	the	dt	the	the	0
Subject	Subject	j-jn	Subject	subject	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
Joy	Joy	n1	Joy	joy	0
:	:	:	:	:	0
It	It	pn31	It	it	0
hath	hath	vhz	hath	have	0
chiefly	chiefly	av-jn	chiefly	chief	0
appear	appear	vvi	appear	appear	0
∣	∣	sy	∣	∣	0
ed	ed	wd	ed	ed	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Countenances	Countenances	n2	Countenances	countenance	0
of	of	pp-f	of	of	0
all	all	d	all	all	0
your	your	po22	your	your	0
faith	faith	n1	faith	faith	0
∣	∣	sy	∣	∣	0
ful	ful	j	full	full	0
Subjects	Subjects	n2-jn	Subject's	subject	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Town	Town	n1	Town	town	0
of	of	pp-f	of	of	0
Breda	Breda	np1	Breda	Breda	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
an	an	dt	and	a	0
extraordinary	extraordinary	j	extraordinary	extraordinary	0
manner	manner	n1	manner	manner	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
being	being	vbg	being	be	0
none	none	pix	none	none	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Inhabitants	Inhabitants	n2	Inhabitants	inhabitant	0
but	but	cc-acp	but	but	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
the	the	dt	the	the	0
marks	marks	n2	marks	mark	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
cordial	cordial	j	cordial	cordial	0
Applause	Applause	n1	Applause	applause	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
first	first	ord	first	first	0
report	report	n1	report	report	0
of	of	pp-f	of	of	0
His	His	po31	His	his	0
Majesties	Majesties	n2	Majesties	majesty	0
Restaurati	Restaurati	np1	Restaurati	Restaurati	0
∣	∣	sy	∣	∣	0
on	on	p-acp	on	on	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
an	an	dt	and	a	0
excess	excess	n1	excess	excess	0
of	of	pp-f	of	of	0
joy	joy	n1	joy	joy	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
say	say	vvi	say	say	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
as	as	p-acp	as	as	0
strong	strong	j	strong	strong	0
expressions	expressions	n2	expressions	expression	0
of	of	pp-f	of	of	0
rejoycing	rejoycing	vvg	rejoicing	rejoice	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
uttered	uttered	vvn	uttered	utter	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
affe	affe	n1	affe	ass	0
∣	∣	sy	∣	∣	0
ctionate	ctionate	j	ctionate	ctionate	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
own	own	d	own	own	0
Subjects	Subjects	n2-jn	Subject's	subject	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
truly	truly	av-j	truly	true	0
say	say	vvi	say	say	0
,	,	,	,	,	0
Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sent	sent	n1	sent	scent	0
time	time	n1	time	time	0
of	of	pp-f	of	of	0
