AMongst	AMongst	p-acp	among	among	0
the	the	dt	the	the	0
many	many	d	many	many	0
reasons	reasons	n2	reasons	reason	0
(	(	(	(	(	0
Worship	Worship	n1	Worship	worship	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
Sir	Sir	n1	Sir	sir	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
haue	haue	vhb	have	have	0
perswaded	perswaded	vvn	persuaded	persuade	0
me	me	pno11	me	i	0
that	that	d	that	that	0
Pope	Pope	n1	Pope	pope	0
∣	∣	sy	∣	∣	0
rie	rie	n1	rye	rye	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
true	true	j	true	true	0
Re	Re	fw-mi	Re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
this	this	d	this	this	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
the	the	dt	the	the	0
least	least	ds	least	least	0
:	:	:	:	:	0
the	the	dt	the	the	0
insufficiencie	insufficiencie	n1	insufficiency	insufficiency	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
doctrine	doctrine	n1	doctrine	doctrine	0
of	of	pp-f	of	of	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
repē	repē	av-j	repen	repen	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
two	two	crd	two	two	0
things	things	n2	things	thing	0
,	,	,	,	,	0
though	though	cs	though	though	0
they	they	pns32	they	they	0
be	be	vbb	be	be	0
the	the	dt	the	the	0
chiefe	chiefe	j-jn	chief	chief	0
and	and	cc	and	and	0
principall	principall	j-jn	principal	principal	0
points	points	n2	points	point	0
in	in	p-acp	in	in	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ligion	ligion	n1	ligion	ligion	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
necessarie	necessarie	j	necessary	necessary	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
doth	doth	vdz	does	do	0
not	not	xx	not	not	0
but	but	p-acp	but	but	0
know	know	vvi	know	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
practise	practise	vvi	practise	practise	0
them	them	pno32	them	they	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
can	can	vmb	can	can	0
neuer	neuer	av-x	never	never	0
bee	bee	vbi	be	be	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
:	:	:	:	:	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
dare	dare	vvb	dare	dare	0
auouch	auouch	vvi	avouch	avouch	0
,	,	,	,	,	0
Canitius	Canitius	np1	Canitius	Canitius	0
in	in	p-acp	in	in	0
Cate	Cate	zz	Cate	cate	0
∣	∣	sy	∣	∣	0
hismo	hismo	n1	hismo	hismo	0
.	.	.	.	.	1
Costerus	Costerus	np1	Costerus	Costerus	0
in	in	p-acp	in	in	0
Enchi	Enchi	fw-la	Enchi	enchi	0
∣	∣	sy	∣	∣	0
ridio	ridio	fw-la	ridio	ridio	0
.	.	.	.	.	0
that	that	cst	that	that	0
the	the	dt	the	the	0
faith	faith	n1	faith	faith	0
and	and	cc	and	and	0
Repen	Repen	vvi	Repen	repen	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romish	Romish	jp	Romish	romish	0
church	church	n1	church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
are	are	vbr	are	be	0
taught	taught	vvn	taught	teach	0
by	by	p-acp	by	by	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
best	best	js	best	best	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
prooued	prooued	j-vvn	proved	prove	0
Papists	Papists	njp2	Papists	papist	0
,	,	,	,	,	0
are	are	vbr	are	be	0
no	no	av-dx	no	no	0
better	better	av-jc	better	better	0
thē	thē	pno32	them	they	0
such	such	d	such	such	0
a	a	dt	a	a	0
faith	faith	n1	faith	faith	0
,	,	,	,	,	0
and	and	cc	and	and	0
such	such	d	such	such	0
a	a	dt	a	a	0
repētance	repētance	n1	repentance	repentance	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
hy	hy	zz	hy	hy	0
∣	∣	sy	∣	∣	0
pocrite	pocrite	n1	pocrite	pocrite	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
very	very	j	very	very	0
repro	repro	n1	repro	repro	0
∣	∣	sy	∣	∣	0
bate	bate	zz	bate	bate	0
may	may	vmb	may	may	0
attaine	attaine	vvi	attain	attain	0
vnto	vnto	p-acp	unto	unto	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
∣	∣	sy	∣	∣	0
deede	deede	n1	deed	deed	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
insist	insist	vvi	insist	insist	0
vpon	vpon	p-acp	upon	upon	0
re	re	fw-mi	re	re	0
∣	∣	sy	∣	∣	0
pentance	pentance	n1	pentance	pentance	0
only	only	j	only	only	0
(	(	(	(	(	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
many	many	d	many	many	0
faire	faire	j	fair	fair	0
florishes	florishes	n2	flourishes	flourish	0
,	,	,	,	,	0
they	they	pns32	they	they	0
call	call	vvb	call	call	0
it	it	pn31	it	it	0
penance	penance	n1	penance	penance	0
,	,	,	,	,	0
they	they	pns32	they	they	0
make	make	vvb	make	make	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
Sacrament	Sacrament	n1	Sacrament	sacrament	0
,	,	,	,	,	0
Corradus	Corradus	np1	Corradus	Corradus	0
,	,	,	,	,	0
Nauar	Nauar	np1	Nauar	Navarre	0
∣	∣	sy	∣	∣	0
rus	rus	n1	rus	rus	0
,	,	,	,	,	0
Loper	Loper	np1	Loper	Loper	0
Sai	Sai	zz	Sai	sai	0
∣	∣	sy	∣	∣	0
rus	rus	n1	rus	rus	0
,	,	,	,	,	0
Grasffius	Grasffius	np1	Grasffius	Grasffius	0
,	,	,	,	,	0
Hallus	Hallus	np1	Hallus	Hallus	0
,	,	,	,	,	0
and	and	cc	and	and	0
many	many	d	many	many	0
other	other	n-jn	other	other	0
.	.	.	.	.	0
and	and	cc	and	and	0
say	say	vvb	say	say	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
