MADAME	MADAME	n1	MADAME	madam	0
,	,	,	,	,	0
WOnder	WOnder	vvb	WOnder	wonder	0
not	not	xx	not	not	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
presume	presume	vvb	presume	presume	0
to	to	pc-acp	to	to	0
thrust	thrust	vvi	thrust	thrust	0
this	this	d	this	this	0
Tractate	Tractate	vvi	Tractate	tractate	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
not	not	xx	not	not	0
having	having	vhg	having	have	0
that	that	d	that	that	0
Relation	Relation	n1	Relation	relation	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
self	self	n1	self	self	0
,	,	,	,	,	0
usuall	usuall	j	usual	usual	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
such	such	d	such	such	0
Dedications	Dedications	n2	Dedications	dedication	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
finding	finding	vvg	finding	find	0
so	so	av	so	so	0
great	great	j	great	great	0
an	an	dt	and	a	0
affinity	affinity	n1	affinity	affinity	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
your	your	po22	your	your	0
Goodnesse	Goodnesse	n1	Goodness	goodness	0
and	and	cc	and	and	0
the	the	dt	the	the	0
Tractate	Tractate	vvb	Tractate	tractate	0
it	it	pn31	it	it	0
self	self	n1	self	self	0
,	,	,	,	,	0
so	so	av	so	so	0
great	great	j	great	great	0
unitie	unitie	n1	unity	unity	0
betwixt	betwixt	p-acp	betwixt	betwixt	0
your	your	po22	your	your	0
Meditations	Meditations	n2	Meditations	meditation	0
daily	daily	av-j	daily	daily	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
press'd	press'd	vvn	pressed	press	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Practice	Practice	n1	Practice	practice	0
,	,	,	,	,	0
and	and	cc	and	and	0
these	these	d	these	these	0
here	here	av	here	here	0
im	im	p-acp	im	in	0
∣	∣	sy	∣	∣	0
printed	printed	j-vvn	printed	print	0
;	;	;	;	;	0
I	I	pns11	I	i	0
thought	thought	vvd	thought	think	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
onely	onely	av-j	only	only	0
fit	fit	j	fit	fit	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
ne	ne	ccx	ne	ne	0
∣	∣	sy	∣	∣	0
cessary	cessary	j	cessary	cessary	0
to	to	pc-acp	to	to	0
prefix	prefix	vvi	prefix	prefix	0
your	your	po22	your	your	0
name	name	n1	name	name	0
unto	unto	p-acp	unto	unto	0
it	it	pn31	it	it	0
:	:	:	:	:	0
For	For	c-acp	For	for	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
most	most	av-ds	most	most	0
