WHen	WHen	c-crq	WHen	when	0
I	I	pns11	I	i	0
cal	cal	vvb	call	call	0
to	to	p-acp	to	to	0
minde	minde	n1	mind	mind	0
(	(	(	(	(	0
right	right	j-jn	right	right	0
worshipful	worshipful	j	worshipful	worshipful	0
)	)	)	)	)	0
the	the	dt	the	the	0
excel	excel	vvi	excel	excel	0
∣	∣	sy	∣	∣	0
lent	lent	np1	lent	Lent	0
saying	saying	n1	saying	saying	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
diuine	diuine	j-jn	divine	divine	0
Philosopher	Philosopher	n1	Philosopher	philosopher	0
,	,	,	,	,	0
that	that	cst	that	that	0
saith	saith	vvz	says	say	0
,	,	,	,	,	0
Non	Non	fw-fr	Non	non	0
nobis	nobis	fw-la	nobis	nobis	0
solū	solū	fw-la	solū	solū	0
natisumus	natisumus	fw-la	natisumus	natisumus	0
,	,	,	,	,	0
Cicero	Cicero	np1	Cicero	Cicero	0
.	.	.	.	.	1
Lib.	Lib.	np1	Lib.	Lib.	0
1.	1.	crd	1.	1.	0
de	de	dt	the	the	0
offics	offics	n2	offics	offic	0
.	.	.	.	.	0
ortusque	ortusque	fw-la	ortusque	ortusque	0
nostri	nostri	fw-la	nostri	nostri	0
partē	partē	fw-la	partē	partē	0
patria	patria	fw-la	patria	patria	0
vendicat	vendicat	fw-la	vendicat	vendicat	0
,	,	,	,	,	0
partem	partem	fw-la	partem	partem	0
parentes	parentes	n2	parents	parent	0
,	,	,	,	,	0
partē	partē	fw-la	partē	partē	0
amici	amici	fw-la	amici	amici	0
&	&	cc	&	and	0
c	c	sy	c	c	0
.	.	.	.	.	1
,1	,1	crd	,1	,1	0
.	.	.	.	.	1
Cor.	Cor.	np1	Cor.	Cor.	0
10.24	10.24	crd	10.24	10.24	0
.	.	.	.	.	0
we	we	pns12	we	we	0
be	be	vbb	be	be	0
borne	borne	vvn	born	bear	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
alone	alone	av-j	alone	alone	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
some	some	d	some	some	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
birth	birth	n1	birth	birth	0
,	,	,	,	,	0
our	our	po12	our	our	0
countrey	countrey	n1	country	country	0
,	,	,	,	,	0
some	some	d	some	some	0
part	part	n1	part	part	0
our	our	po12	our	our	0
parēs	parēs	n2	parens	paren	0
,	,	,	,	,	0
some	some	d	some	some	0
part	part	n1	part	part	0
our	our	po12	our	our	0
friends	friends	n2	friends	friend	0
do	do	vdb	do	do	0
claime	claime	vvi	claim	claim	0
,	,	,	,	,	0
&c.	&c.	av	etc.	etc	1
(	(	(	(	(	0
Plato	Plato	np1	Plato	Plato	0
did	did	vdd	did	do	0
know	know	vvi	know	know	0
only	only	av-j	only	only	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
natural	natural	j	natural	natural	0
reason	reason	n1	reason	reason	0
,	,	,	,	,	0
that	that	cst	that	that	0
al	al	d	all	all	0
ex	ex	fw-la	ex	ex	0
∣	∣	sy	∣	∣	0
cellente	cellente	j	cellente	cellente	0
and	and	cc	and	and	0
good	good	j	good	good	0
giftes	giftes	n2	gifts	gift	0
came	came	vvd	came	come	0
of	of	pp-f	of	of	0
god	god	n1	god	god	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
giuen	giuen	vvn	given	give	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
intente	intente	n1	intent	intent	0
that	that	cst	that	that	0
a	a	dt	a	a	0
man	man	n1	man	man	0
shoulde	shoulde	vmd	should	shall	0
therewith	therewith	av	therewith	therewith	0
helpe	helpe	vvi	help	help	0
and	and	cc	and	and	0
profite	profite	vvi	profit	profit	0
others	others	n2-jn	others	other	0
.	.	.	.	.	1
Iames.	Iames.	np1	Iames.	James	0
1.17	1.17	crd	1.17	1.17	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
like	like	j	like	like	0
opinion	opinion	n1	opinion	opinion	0
were	were	vbdr	were	be	0
all	all	d	all	all	0
the	the	dt	the	the	0
Philosophers	Philosophers	n2	Philosophers	philosopher	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
had	had	vhd	had	have	0
tasted	tasted	vvn	tasted	taste	0
of	of	pp-f	of	of	0
honest	honest	j	honest	honest	0
discipline	discipline	n1	discipline	discipline	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
made	made	vvd	made	make	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
enterprise	enterprise	vvi	enterprise	enterprise	0
and	and	cc	and	and	0
take	take	vvi	take	take	0
this	this	d	this	this	0
treatise	treatise	n1	treatise	treatise	0
in	in	p-acp	in	in	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
mought	mought	vmd	might	may	0
therby	therby	av	thereby	thereby	0
helpe	helpe	vvi	help	help	0
those	those	d	those	those	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
diseased	diseased	vvn	diseased	disease	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
diseases	diseases	n2	diseases	disease	0
,	,	,	,	,	0
either	either	av-d	either	either	0
of	of	pp-f	of	of	0
diceplaying	diceplaying	vvg	diceplaying	diceplay	0
,	,	,	,	,	0
dauncing	dauncing	vvg	dancing	dance	0
,	,	,	,	,	0
or	or	cc	or	or	0
vaine	vaine	j	vain	vain	0
playes	playes	n2	plays	play	0
or	or	cc	or	or	0
enterludes	enterludes	n2	interludes	interlude	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
raigneth	raigneth	vvz	reigneth	reign	0
too	too	av	too	too	0
too	too	av	too	too	0
much	much	av-d	much	much	0
by	by	p-acp	by	by	0
so	so	av	so	so	0
much	much	av-d	much	much	0
amōgst	amōgst	p-acp	amongst	among	0
Christiās	Christiās	np1	Christiās	Christiās	0
,	,	,	,	,	0
(	(	(	(	(	0
especially	especially	av-j	especially	especial	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
dayes	dayes	n2	days	day	0
and	and	cc	and	and	0
light	light	n1	light	light	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
&c.	&c.	av	etc.	etc	0
)	)	)	)	)	0
who	who	r-crq	who	who	0
soeuer	soeuer	av	soever	soever	0
therfore	therfore	av	therefore	therefore	0
doth	doth	vdz	does	do	0
hinke	hinke	vvb	hinke	think	0
him	him	pno31	him	he	0
self	self	n1	self	self	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
commō	commō	j	common	common	0
wealth	wealth	n1	wealth	wealth	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
his	his	po31	his	his	0
