Dear	Dear	j-jn	Dear	dear	0
Sister	Sister	n1	Sister	sister	0
,	,	,	,	,	0
HOwever	HOwever	c-acp	HOwever	however	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
my	my	po11	my	my	0
great	great	j	great	great	0
mis	mis	vvb	miss	miss	0
∣	∣	sy	∣	∣	0
fortune	fortune	n1	fortune	fortune	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
who	who	r-crq	who	who	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
power	power	n1	power	power	0
to	to	pc-acp	to	to	0
command	command	vvi	command	command	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
did	did	vdd	did	do	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
taken	taken	vvn	taken	take	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
from	from	p-acp	from	from	0
Two	Two	crd	Two	two	0
Parishes	Parishes	n2	Parishes	parish	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
confident	confident	j	confident	confident	0
I	I	pns11	I	i	0
wanted	wanted	vvd	wanted	want	0
not	not	xx	not	not	0
the	the	dt	the	the	0
love	love	n1	love	love	0
of	of	pp-f	of	of	0
any	any	d	any	any	0
,	,	,	,	,	0
and	and	cc	and	and	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
none	none	pix	none	none	0
will	will	vmb	will	will	0
complain	complain	vvi	complain	complain	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
want	want	n1	want	want	0
of	of	pp-f	of	of	0
care	care	n1	care	care	0
or	or	cc	or	or	0
love	love	vvi	love	love	0
to	to	p-acp	to	to	0
them	them	pno32	them	they	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
ever	ever	av	ever	ever	0
since	since	c-acp	since	since	0
my	my	po11	my	my	0
forced	forced	j-vvn	forced	force	0
de	de	zz	de	de	0
∣	∣	sy	∣	∣	0
parture	parture	n1	parture	parture	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
had	had	vhd	had	have	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
desire	desire	n1	desire	desire	0
to	to	pc-acp	to	to	0
leave	leave	vvi	leave	leave	0
some	some	d	some	some	0
Memorial	Memorial	n-jn	Memorial	memorial	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
whereby	whereby	c-crq	whereby	whereby	0
