Right	Right	av-jn	Right	right	0
Honourable	Honourable	j	Honourable	honourable	0
,	,	,	,	,	0
SHould	SHould	vmd	SHould	shall	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
least	least	ds	least	least	0
hope	hope	n1	hope	hope	0
of	of	pp-f	of	of	0
merit	merit	n1	merit	merit	0
from	from	p-acp	from	from	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
my	my	po11	my	my	0
Dedica	Dedica	np1	Dedica	Dedica	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
,	,	,	,	,	0
Having	Having	vhg	Having	have	0
never	never	av-x	never	never	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
happiness	happiness	n1	happiness	happiness	0
to	to	pc-acp	to	to	0
appear	appear	vvi	appear	appear	0
in	in	p-acp	in	in	0
your	your	po22	your	your	0
Honours	Honours	ng1	Honours	honour	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
render	render	vvi	render	render	0
my	my	po11	my	my	0
self	self	n1	self	self	0
both	both	d	both	both	0
weak	weak	j	weak	weak	0
and	and	cc	and	and	0
presumptuous	presumptuous	j	presumptuous	presumptuous	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
my	my	po11	my	my	0
comfort	comfort	n1	comfort	comfort	0
is	is	vbz	is	be	0
,	,	,	,	,	0
I	I	pns11	I	i	0
write	write	vvb	write	write	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
Person	Person	n1	Person	person	0
of	of	pp-f	of	of	0
Honour	Honour	n1	Honour	honour	0
,	,	,	,	,	0
Learning	Learning	n1	Learning	learning	0
and	and	cc	and	and	0
Parts	Parts	n2	Parts	part	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
Magnanimity	Magnanimity	n1	Magnanimity	magnanimity	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
despise	despise	vvi	despise	despise	0
the	the	dt	the	the	0
smallest	smallest	js	smallest	small	0
gift	gift	n1	gift	gift	0
or	or	cc	or	or	0
the	the	dt	the	the	0
meaness	meaness	n1	meaness	meaness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Giver	Giver	n1	Giver	giver	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
first	first	ord	first	first	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
unworthiness	unworthiness	n1	unworthiness	unworthiness	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
last	last	ord	last	last	0
;	;	;	;	;	0
Artaxerxes	Artaxerxes	npg1	Artaxerxes	Artaxerxes	0
King	King	n1	King	king	0
of	of	pp-f	of	of	0
Persia	Persia	np1	Persia	Persia	0
disdained	disdained	vvd	disdained	disdain	0
not	not	xx	not	not	0
the	the	dt	the	the	0
water	water	n1	water	water	0
a	a	dt	a	a	0
poor	poor	j	poor	poor	0
man	man	n1	man	man	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
saw	saw	vvd	saw	see	0
him	him	pno31	him	he	0
pass	pass	vvi	pass	pass	0
by	by	p-acp	by	by	0
,	,	,	,	,	0
brought	brought	vvn	brought	bring	0
from	from	p-acp	from	from	0
a	a	dt	a	a	0
River	River	n1	River	river	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
hand	hand	n1	hand	hand	0
