IT	IT	pn31	IT	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
remarkeable	remarkeable	j	remarkable	remarkable	0
speech	speech	n1	speech	speech	0
,	,	,	,	,	0
Right	Right	av-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
,	,	,	,	,	0
that	that	cst	that	that	0
was	was	vbds	was	be	0
often	often	av	often	often	0
vsed	vsed	vvn	used	use	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
reuerend	reuerend	j-jn	reverend	reverend	0
and	and	cc	and	and	0
iudicious	iudicious	j	judicious	judicious	0
Prelate	Prelate	n1	Prelate	prelate	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Doctor	Doctor	n1	Doctor	doctor	0
Aylmer	Aylmer	np1	Aylmer	Aylmer	0
of	of	pp-f	of	of	0
happie	happie	j	happy	happy	0
memorie	memorie	n1	memory	memory	0
,	,	,	,	,	0
sometimes	sometimes	av	sometime	sometime	0
Lord	Lord	n1	Lord	lord	0
Bishop	Bishop	n1	Bishop	bishop	0
of	of	pp-f	of	of	0
London	London	np1	London	London	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
for	for	p-acp	for	for	0
ho	ho	zz	ho	ho	0
∣	∣	sy	∣	∣	0
nor	nor	ccx	nor	nor	0
sake	sake	n1	sake	sake	0
I	I	pns11	I	i	0
nominate	nominate	vvi	nominate	nominate	0
,	,	,	,	,	0
a	a	dt	a	a	0
man	man	n1	man	man	0
both	both	av-d	both	both	0
for	for	p-acp	for	for	0
wisedome	wisedome	n1	wisdom	wisdom	0
and	and	cc	and	and	0
learning	learning	n1	learning	learning	0
not	not	xx	not	not	0
inferiour	inferiour	j-jn	inferior	inferior	0
vnto	vnto	p-acp	unto	unto	0
any	any	d	any	any	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
time	time	n1	time	time	0
;	;	;	;	;	0
that	that	d	that	that	0
two	two	crd	two	two	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
troubled	troubled	vvn	troubled	trouble	0
the	the	dt	the	the	0
peace	peace	n1	peace	peace	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
Papists	Papists	njp2	Papists	papist	0
and	and	cc	and	and	0
Apists	Apists	njp2	Apists	apists	0
:	:	:	:	:	0
both	both	av-d	both	both	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
much	much	d	much	much	0
as	as	c-acp	as	as	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
lieth	lieth	vvz	lies	lie	0
,	,	,	,	,	0
labour	labour	vvb	labour	labour	0
to	to	pc-acp	to	to	0
disioynt	disioynt	vvi	disjoint	disjoint	0
the	the	dt	the	the	0
frame	frame	n1	frame	frame	0
of	of	pp-f	of	of	0
Ecclesiasticall	Ecclesiasticall	j	Ecclesiastical	ecclesiastical	0
Policie	Policie	n1	Policy	policy	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
ouerthrow	ouerthrow	vvi	overthrow	overthrow	0
the	the	dt	the	the	0
whole	whole	j-jn	whole	whole	0
building	building	n1	building	building	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
happilie	happilie	av-j	happily	happy	0
was	was	vbds	was	be	0
setled	setled	vvn	settled	settle	0
by	by	p-acp	by	by	0
our	our	po12	our	our	0
Fathers	Fathers	n2	Father's	father	0
,	,	,	,	,	0
and	and	cc	and	and	0
bequeathed	bequeathed	vvd	bequeathed	bequeathe	0
vnto	vnto	p-acp	unto	unto	0
vs.	vs.	pno12	us	we	0
The	The	dt	The	the	0
one	one	crd	one	one	0
sort	sort	n1	sort	sort	0
assault	assault	vvi	assault	assault	0
our	our	po12	our	our	0
bulwarkes	bulwarkes	n2	bulwarks	bulwark	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
left	left	j	left	left	0
hand	hand	n1	hand	hand	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
on	on	p-acp	on	on	0
the	the	dt	the	the	0
right	right	n-jn	right	right	0
.	.	.	.	.	1
The	The	dt	The	the	0
one	one	pi	one	one	0
,	,	,	,	,	0
hating	hating	vvg	hating	hate	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
formed	formed	vvn	formed	form	0
,	,	,	,	,	0
endeuour	endeuour	n1	endeavour	endeavour	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
vile	vile	j	vile	vile	0
and	and	cc	and	and	0
exorbitant	exorbitant	j	exorbitant	exorbitant	0
meanes	meanes	n2	means	mean	0
to	to	pc-acp	to	to	0
reenter	reenter	vvi	reenter	reenter	0
,	,	,	,	,	0
from	from	p-acp	from	from	0
whence	whence	c-crq	whence	whence	0
they	they	pns32	they	they	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
disseised	disseised	vvn	disseized	disseize	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
retaine	retaine	vvi	retain	retain	0
still	still	av	still	still	0
their	their	po32	their	their	0
Idolatrie	Idolatrie	n1	Idolatry	idolatry	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
,	,	,	,	,	0
imitating	imitating	vvg	imitating	imitate	0
forreine	forreine	j	foreign	foreign	0
Noueltie	Noueltie	n1	Novelty	novelty	0
,	,	,	,	,	0
vpon	vpon	p-acp	upon	upon	0
extremity	extremity	n1	extremity	extremity	0
of	of	pp-f	of	of	0
hatred	hatred	n1	hatred	hatred	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
of	of	pp-f	of	of	0
Rome	Rome	np1	Rome	Rome	0
,	,	,	,	,	0
doe	doe	vdb	do	do	0
striue	striue	vvi	strive	strive	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
as	as	p-acp	as	as	0
vn	vn	fw-fr	vn	un	0
∣	∣	sy	∣	∣	0
like	like	vvb	like	like	0
like	like	av-j	like	like	0
the	the	dt	the	the	0
Papacie	Papacie	n1	Papacy	papacy	0
as	as	c-acp	as	as	0
is	is	vbz	is	be	0
possible	possible	j	possible	possible	0
,	,	,	,	,	0
disdaining	disdaining	vvg	disdaining	disdain	0
euen	euen	av-j	even	even	0
the	the	dt	the	the	0
A	A	sy	A	a	0
∣	∣	sy	∣	∣	0
postolicall	postolicall	j	postolicall	postolicall	0
practise	practise	n1	practice	practice	0
and	and	cc	and	and	0
discipline	discipline	n1	discipline	discipline	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Primitiue	Primitiue	j	Primitive	primitive	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
lest	lest	cs	lest	lest	0
they	they	pns32	they	they	0
should	should	vmd	should	shall	0
seeme	seeme	vvi	seem	seem	0
in	in	p-acp	in	in	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
imitators	imitators	n2	imitators	imitator	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
whom	whom	ro-crq	whom	who	0
they	they	pns32	they	they	0
so	so	av	so	so	0
much	much	av-d	much	much	0
abhorred	abhorred	vvn	abhorred	abhor	0
.	.	.	.	.	1
The	The	dt	The	the	0
one	one	pi	one	one	0
losing	losing	vvg	losing	lose	0
their	their	po32	their	their	0
gamme	gamme	n1	gamme	gamme	0
by	by	p-acp	by	by	0
short-shooting	short-shooting	j	short-shooting	short-shooting	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
by	by	p-acp	by	by	0
ouer-shooting	ouer-shooting	j	overshooting	overshooting	0
.	.	.	.	.	1
Finally	Finally	av-j	Finally	final	0
,	,	,	,	,	0
the	the	dt	the	the	0
one	one	pi	one	one	0
being	being	vbg	being	be	0
the	the	dt	the	the	0
very	very	j	very	very	0
plague	plague	n1	plague	plague	0
and	and	cc	and	and	0
bane	bane	n1	bane	bane	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
the	the	dt	the	the	0
disgrace	disgrace	n1	disgrace	disgrace	0
and	and	cc	and	and	0
shame	shame	n1	shame	shame	0
of	of	pp-f	of	of	0
Reformation	Reformation	n1	Reformation	reformation	0
.	.	.	.	.	1
Incredible	Incredible	j	Incredible	incredible	0
haue	haue	vhb	have	have	0
bin	bin	vbn	been	be	0
the	the	dt	the	the	0
practises	practises	n2	practises	practise	0
of	of	pp-f	of	of	0
both	both	d	both	both	0
sorts	sorts	n2	sorts	sort	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
aduantaging	aduantaging	vvg	advantaging	advantage	0
and	and	cc	and	and	0
aduancing	aduancing	vvg	advancing	advance	0
either	either	d	either	either	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
part	part	n1	part	part	0
.	.	.	.	.	1
The	The	dt	The	the	0
former	former	j	former	former	0
,	,	,	,	,	0
like	like	av-j	like	like	0
a	a	dt	a	a	0
cruell	cruell	j	cruel	cruel	0
Tygre	Tygre	n1	Tiger	tiger	0
,	,	,	,	,	0
or	or	cc	or	or	0
sauage	sauage	j-jn	savage	savage	0
Beare	Beare	n1	Bear	bear	0
,	,	,	,	,	0
haue	haue	vhb	have	have	0
not	not	xx	not	not	0
ceased	ceased	vvn	ceased	cease	0
from	from	p-acp	from	from	0
continuall	continuall	j	continual	continual	0
