HAving	HAving	vhg	HAving	have	0
endeavored	endeavored	vvn	endeavoured	endeavour	0
(	(	(	(	(	0
Ho	Ho	uh	Ho	ho	0
∣	∣	sy	∣	∣	0
norable	norable	j	norable	norable	0
and	and	cc	and	and	0
worthy	worthy	j	worthy	worthy	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
)	)	)	)	)	0
if	if	cs	if	if	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
adorn	adorn	vvi	adorn	adorn	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
at	at	p-acp	at	at	0
least	least	ds	least	least	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
some	some	d	some	some	0
right	right	n-jn	right	right	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
memory	memory	n1	memory	memory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
reverend	reverend	j-jn	reverend	reverend	0
and	and	cc	and	and	0
renow	renow	av	renow	renow	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
Bishop	Bishop	n1	Bishop	bishop	0
Brounrig	Brounrig	np1	Brounrig	Brounrig	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
those	those	d	those	those	0
(	(	(	(	(	0
justa	justa	fw-la	justa	justa	0
Parentalia	Parentalia	fw-la	Parentalia	parentalia	0
)	)	)	)	)	0
praises	praises	n2	praises	praise	0
which	which	r-crq	which	which	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
due	due	j-jn	due	due	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
accomplished	accomplished	j-vvn	accomplished	accomplish	0
worth	worth	n1	worth	worth	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
his	his	po31	his	his	0
holy	holy	j	holy	holy	0
obedience	obedience	n1	obedience	obedience	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
conformity	conformity	n1	conformity	conformity	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
blessed	blessed	j-vvn	blessed	bless	0
Saviour	Saviour	n1	Saviour	saviour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
loyalty	loyalty	n1	loyalty	loyalty	0
to	to	p-acp	to	to	0
Soveraign	Soveraign	j-jn	Sovereign	sovereign	0
power	power	n1	power	power	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
love	love	n1	love	love	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Country	Country	n1	Country	country	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
compas	compas	n1	compass	compass	0
∣	∣	sy	∣	∣	0
sion	sion	n1	sion	sion	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
zeal	zeal	n1	zeal	zeal	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Reformed	Reformed	vvn	Reformed	reform	0
Religion	Religion	n1	Religion	religion	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
those	those	d	those	those	0
sighs	sighs	n2	sighs	sigh	0
,	,	,	,	,	0
prayers	prayers	n2	prayers	prayer	0
and	and	cc	and	and	0
tears	tears	n2	tears	tear	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
encou	encou	vvn	encou	encou	0
∣	∣	sy	∣	∣	0
tred	tred	vvi	tread	tread	0
the	the	dt	the	the	0
sins	sins	n2	sins	sin	0
and	and	cc	and	and	0
miseries	miseries	n2	misery's	misery	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Na	Na	fw-mi	Na	na	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
his	his	po31	his	his	0
exemplary	exemplary	j	exemplary	exemplary	0
merits	merits	n2	merits	merit	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
that	that	cst	that	that	0
were	were	vbdr	were	be	0
or	or	cc	or	or	0
would	would	vmd	would	will	0
be	be	vbi	be	be	0
good	good	j	good	good	0
:	:	:	:	:	0
and	and	cc	and	and	0
lastly	lastly	ord	lastly	last	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
his	his	po31	his	his	0
particular	particular	j	particular	particular	0
favour	favour	n1	favour	favour	0
to	to	p-acp	to	to	0
∣	∣	sy	∣	∣	0
wards	wards	av	wards	ward	0
me	me	pno11	me	i	0
(	(	(	(	(	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
ambitious	ambitious	j	ambitious	ambitious	0
to	to	pc-acp	to	to	0
express	express	vvi	express	express	0
a	a	dt	a	a	0
most	most	av-ds	most	most	0
grateful	grateful	j	grateful	grateful	0
sense	sense	n1	sense	sense	0
:	:	:	:	:	0
)	)	)	)	)	0
Yet	Yet	av	Yet	yet	0
I	I	pns11	I	i	0
finde	finde	vvb	find	find	0
still	still	av	still	still	0
something	something	pi	something	something	0
of	of	pp-f	of	of	0
further	further	jc	further	further	0
duty	duty	n1	duty	duty	0
and	and	cc	and	and	0
discretion	discretion	n1	discretion	discretion	0
incumbent	incumbent	vvn	incumbent	incumbent	0
on	on	p-acp	on	on	0
me	me	pno11	me	i	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
must	must	vmb	must	must	0
be	be	vbi	be	be	0
discharged	discharged	vvn	discharged	discharge	0
by	by	p-acp	by	by	0
this	this	d	this	this	0
Preface	Preface	n1	Preface	preface	0
or	or	cc	or	or	0
Epistle	Epistle	n1	Epistle	epistle	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
which	which	r-crq	which	which	0
your	your	po22	your	your	0
name	name	n1	name	name	0
is	is	vbz	is	be	0
inscri	inscri	fw-la	inscri	inscri	0
∣	∣	sy	∣	∣	0
bed	bed	n1	bed	bed	0
;	;	;	;	;	0
wherein	wherein	c-crq	wherein	wherein	0
first	first	ord	first	first	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
to	to	pc-acp	to	to	0
justifie	justifie	vvi	justify	justify	0
my	my	po11	my	my	0
own	own	d	own	own	0
so	so	av	so	so	0
large	large	j	large	large	0
and	and	cc	and	and	0
liberal	liberal	j	liberal	liberal	0
commenda	commenda	fw-la	commenda	commenda	0
∣	∣	sy	∣	∣	0
tion	tion	n1	cion	cion	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bishop	Bishop	n1	Bishop	bishop	0
.	.	.	.	.	1
Secondly	Secondly	ord	Secondly	second	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
to	to	pc-acp	to	to	0
give	give	vvi	give	give	0
an	an	dt	and	a	0
account	account	n1	account	account	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
particular	particular	j	particular	particular	0
me	me	pno11	me	i	0
∣	∣	sy	∣	∣	0
rit	rit	n1	rit	rit	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
this	this	d	this	this	0
Dedication	Dedication	n1	Dedication	dedication	0
.	.	.	.	.	1
Thirdly	Thirdly	ord	Thirdly	third	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
to	to	pc-acp	to	to	0
crave	crave	vvi	crave	crave	0
your	your	po22	your	your	0
patrociny	patrociny	n1	patrociny	patrociny	0
for	for	p-acp	for	for	0
my	my	po11	my	my	0
vindication	vindication	n1	vindication	vindication	0
.	.	.	.	.	1
§	§	§	§	§	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
the	the	dt	the	the	0
first	first	ord	first	first	0
,	,	,	,	,	0
My	My	po11	My	my	0
own	own	d	own	own	0
Veraci	Veraci	np1	Veraci	Veraci	0
