ALL	ALL	av-d	ALL	all	0
divine	divine	j-jn	divine	divine	0
truths	truths	n2	truths	truth	0
and	and	cc	and	and	0
duties	duties	n2	duties	duty	0
are	are	vbr	are	be	0
therefore	therefore	av	therefore	therefore	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
knowne	knowne	vvn	known	know	0
,	,	,	,	,	0
and	and	cc	and	and	0
practi	practi	fw-la	practi	practi	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
by	by	p-acp	by	by	0
men	men	n2	men	man	0
,	,	,	,	,	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
beene	beene	vbn	been	be	0
worthy	worthy	j	worthy	worthy	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
revealed	revealed	vvn	revealed	reveal	0
,	,	,	,	,	0
and	and	cc	and	and	0
mman	mman	n1	mman	mman	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
by	by	p-acp	by	by	0
God	God	np1	God	God	0
:	:	:	:	:	0
But	But	cc-acp	But	but	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
the	the	dt	the	the	0
heavenly	heavenly	j	heavenly	heavenly	0
truthes	truthes	ng1	truths	truth	0
of	of	pp-f	of	of	0
Gods	Gods	npg1	Gods	God	0
service	service	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
Mans	Mans	ng1	men	man	0
salvation	salvation	n1	salvation	salvation	0
;	;	;	;	;	0
&	&	cc	&	and	0
the	the	dt	the	the	0
holy	holy	j	holy	holy	0
du	du	fw-fr	du	du	0
∣	∣	sy	∣	∣	0
ty	ty	zz	ty	ty	0
of	of	pp-f	of	of	0
seeking	seeking	vvg	seeking	seek	0
after	after	p-acp	after	after	0
both	both	d	both	both	0
,	,	,	,	,	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
knowledge	knowledge	n1	knowledge	knowledge	0
and	and	cc	and	and	0
practise	practise	n1	practice	practice	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
those	those	d	those	those	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
chiefly	chiefly	av-jn	chiefly	chief	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sought	sought	vvn	sought	seek	0
after	after	a-acp	after	after	0
,	,	,	,	,	0
that	that	cst	that	that	0
are	are	vbr	are	be	0
best	best	av-js	best	best	0
wo	wo	n1	woe	woe	0
thy	thy	po21	thy	thy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
seeking	seeking	vvg	seeking	seek	0
:	:	:	:	:	0
If	If	cs	If	if	0
those	those	d	those	those	0
things	things	n2	things	thing	0
be	be	vbb	be	be	0
best	best	av-j	best	best	0
worthy	worthy	j	worthy	worthy	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
see	see	n1	see	see	0
∣	∣	sy	∣	∣	0
king	king	n1	king	king	0
,	,	,	,	,	0
that	that	cst	that	that	0
doe	doe	vdb	do	do	0
most	most	av-ds	most	most	0
neerely	neerely	av-j	nearly	near	0
concerne	concerne	vvi	concern	concern	0
us	us	pno12	us	we	0
.	.	.	.	.	1
And	And	cc	And	and	0
if	if	cs	if	if	0
Gods	Gods	npg1	Gods	God	0
service	service	n1	service	service	0
and	and	cc	and	and	0
Mans	Mans	ng1	men	man	0
sal	sal	fw-la	sal	sal	0
∣	∣	sy	∣	∣	0
vation	vation	n1	vation	vation	0
doe	doe	vdb	do	do	0
most	most	av-ds	most	most	0
neerely	neerely	av-j	nearly	near	0
concerne	concerne	vvi	concern	concern	0
us	us	pno12	us	we	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
the	the	dt	the	the	0
one	one	crd	one	one	0
most	most	av-ds	most	most	0
neerely	neerely	av-j	nearly	near	0
concernes	concernes	vvz	concerns	concern	0
our	our	po12	our	our	0
dutie	dutie	n1	duty	duty	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	n-jn	other	other	0
our	our	po12	our	our	0
happinesse	happinesse	n1	happiness	happiness	0
from	from	p-acp	from	from	0
God	God	np1	God	God	0
:	:	:	:	:	0
then	then	av	then	then	0
ought	ought	vmd	ought	ought	0
Chri	Chri	np1	Chri	Chri	0
∣	∣	sy	∣	∣	0
stians	stians	n2	stians	stian	0
chiefly	chiefly	av-jn	chiefly	chief	0
to	to	pc-acp	to	to	0
seeke	seeke	vvi	seek	seek	0
after	after	p-acp	after	after	0
Gods	Gods	ng1	Gods	god	0
service	service	n1	service	service	0
,	,	,	,	,	0
and	and	cc	and	and	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
salvation	salvation	n1	salvation	salvation	0
.	.	.	.	.	1
The	The	dt	The	the	0
rather	rather	av-c	rather	rather	0
:	:	:	:	:	0
Partly	Partly	av	Partly	partly	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
cause	cause	n1	cause	cause	0
all	all	d	all	all	0
