Gentlemen	Gentlemen	np1	Gentlemen	Gentlemen	0
,	,	,	,	,	0
THis	THis	d	THis	this	0
Sermon	Sermon	n1	Sermon	sermon	0
was	was	vbds	was	be	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Crosse	Crosse	n1	Cross	cross	0
;	;	;	;	;	0
But	But	cc-acp	But	but	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
crosse	crosse	n1	cross	cross	0
appointed	appointed	vvn	appointed	appoint	0
for	for	p-acp	for	for	0
this	this	d	this	this	0
Sermon	Sermon	n1	Sermon	sermon	0
.	.	.	.	.	1
It	It	pn31	It	it	0
came	came	vvd	came	come	0
not	not	xx	not	not	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Crosse	Crosse	n1	Cross	cross	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
preached	preached	vvn	preached	preach	0
;	;	;	;	;	0
And	And	cc	And	and	0
I	I	pns11	I	i	0
hope	hope	vvb	hope	hope	0
,	,	,	,	,	0
no	no	dx	no	no	0
crosse	crosse	n1	cross	cross	0
shall	shall	vmb	shall	shall	0
come	come	vvi	come	come	0
at	at	p-acp	at	at	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
printed	printed	vvn	printed	print	0
.	.	.	.	.	1
It	It	pn31	It	it	0
took	took	vvd	took	take	0
sanctuary	sanctuary	n1	sanctuary	sanctuary	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Quire	Quire	n1	Choir	choir	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
was	was	vbds	was	be	0
delivered	delivered	vvn	delivered	deliver	0
to	to	p-acp	to	to	0
an	an	dt	and	a	0
extraodinary	extraodinary	j	extraordinary	extraordinary	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
Hearers	Hearers	n2	Hearers	hearer	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
i	i	pns11	i	i	0
now	now	av	now	now	0
requires	requires	vvz	requires	require	0
another	another	j-jn	another	another	0
kinde	kinde	n1	kind	kind	0
of	of	pp-f	of	of	0
sanctuary	sanctuary	n1	sanctuary	sanctuary	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
delivered	delivered	vvn	delivered	deliver	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
multitude	multitude	n1	multitude	multitude	0
of	of	pp-f	of	of	0
ordinary	ordinary	j	ordinary	ordinary	0
Censurers	Censurers	n2	Censurers	censurer	0
.	.	.	.	.	1
Your	Your	po22	Your	your	0
kinder	kinder	jc	kinder	kind	0
countenances	countenances	n2	countenances	countenance	0
may	may	vmb	may	may	0
prove	prove	vvi	prove	prove	0
such	such	d	such	such	0
a	a	dt	a	a	0
sanctuary	sanctuary	n1	sanctuary	sanctuary	0
to	to	p-acp	to	to	0
it	it	pn31	it	it	0
.	.	.	.	.	1
It	It	pn31	It	it	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
Sermon	Sermon	n1	Sermon	sermon	0
of	of	pp-f	of	of	0
Merchant-Adventurers	Merchant-Adventurers	n2	Merchant-Adventurers	merchant-adventurer	0
;	;	;	;	;	0
and	and	cc	and	and	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
made	made	vvn	made	make	0
me	me	pno11	me	i	0
a	a	dt	a	a	0
Venturer	Venturer	n1	Venturer	venturer	0
,	,	,	,	,	0
though	though	cs	though	though	0
no	no	dx	no	no	0
Merchant	Merchant	n1	Merchant	merchant	0
.	.	.	.	.	1
And	And	cc	And	and	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
Paper-bottome	Paper-bottome	n1	Paper-bottome	paper-bottome	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
twofold	twofold	j	twofold	twofold	0
Adventure	Adventure	n1	Adventure	adventure	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Tendry	Tendry	np1	Tendry	Tendry	0
of	of	pp-f	of	of	0
Respect	Respect	n1	Respect	respect	0
and	and	cc	and	and	0
Service	Service	n1	Service	service	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Worships	Worships	n2	Worships	worship	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
gaining	gaining	n-vvg	gaining	gain	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
fa	fa	zz	fa	fa	0
∣	∣	sy	∣	∣	0
vours	vours	n2	vours	vour	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Protection	Protection	n1	Protection	protection	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
.	.	.	.	.	1
And	And	cc	And	and	0
that	that	d	that	that	0
other	other	n-jn	other	other	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
an	an	dt	and	a	0
ad	ad	vvi	and	add	0
∣	∣	sy	∣	∣	0
venture	venture	n1	venture	venture	0
of	of	pp-f	of	of	0
