THe	THe	dt	THe	the	0
time	time	n1	time	time	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
spent	spent	vvn	spent	spend	0
in	in	p-acp	in	in	0
Composing	Composing	vvg	Composing	compose	0
and	and	cc	and	and	0
Writing	Writing	vvg	Writing	write	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Piece	Piece	n1	Piece	piece	0
,	,	,	,	,	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
been	been	vbn	been	be	0
em	em	pno32	em	they	0
∣	∣	sy	∣	∣	0
ployed	ployed	vvn	ployed	ploy	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Company	Company	n1	Company	company	0
or	or	cc	or	or	0
Instructions	Instructions	n2	Instructions	instruction	0
of	of	pp-f	of	of	0
one	one	crd	one	one	0
or	or	cc	or	or	0
both	both	d	both	both	0
of	of	pp-f	of	of	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
with	with	p-acp	with	with	0
more	more	dc	more	more	0
profit	profit	n1	profit	profit	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
my	my	po11	my	my	0
self	self	n1	self	self	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
since	since	c-acp	since	since	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
so	so	av	so	so	0
employed	employed	vvn	employed	employ	0
I	I	pns11	I	i	0
think	think	vvb	think	think	0
it	it	pn31	it	it	0
most	most	av-ds	most	most	0
convenient	convenient	j	convenient	convenient	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
should	should	vmd	should	shall	0
reap	reap	vvi	reap	reap	0
the	the	dt	the	the	0
benefit	benefit	n1	benefit	benefit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Labors	Labors	n2	Labors	labour	0
.	.	.	.	.	1
If	If	cs	If	if	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
reading	reading	n-vvg	reading	read	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
you	you	pn22	you	you	0
finde	finde	vvi	find	find	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Princesses	Princesses	n2	Princesses	princess	0
endowed	endowed	vvn	endowed	endow	0
with	with	p-acp	with	with	0
any	any	d	any	any	0
Vertues	Vertues	n2	Virtues	virtue	0
,	,	,	,	,	0
such	such	d	such	such	0
would	would	vmd	would	will	0
I	I	pns11	I	i	0
have	have	vhi	have	have	0
you	you	pn22	you	you	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
.	.	.	.	.	1
What	What	q-crq	What	what	0
is	is	vbz	is	be	0
of	of	pp-f	of	of	0
good	good	j	good	good	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
I	I	pns11	I	i	0
in	in	p-acp	in	in	0
∣	∣	sy	∣	∣	0
tend	tend	vvb	tend	tend	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
Instructions	Instructions	n2	Instructions	instruction	0
,	,	,	,	,	0
