Honorable	Honorable	j	Honourable	honourable	0
Gentlemen	Gentlemen	n2	Gentlemen	gentleman	0
!	!	!	!	!	1
THese	THese	d	THese	these	0
Papers	Papers	n2	Papers	paper	0
are	are	vbr	are	be	0
most	most	av-ds	most	most	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
recommended	recommended	vvd	recommended	recommend	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
care	care	n1	care	care	0
by	by	p-acp	by	by	0
order	order	n1	order	order	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Council	Council	n1	Council	council	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
them	them	pno32	them	they	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
con	con	fw-mi	con	con	0
∣	∣	sy	∣	∣	0
sideration	sideration	n1	sideration	sideration	0
.	.	.	.	.	1
Indeed	Indeed	np1	Indeed	Indeed	0
,	,	,	,	,	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
were	were	vbdr	were	be	0
drawn	drawn	vvn	drawn	draw	0
by	by	p-acp	by	by	0
mee	mee	pno11	me	i	0
a	a	av	a	a	0
∣	∣	sy	∣	∣	0
bout	bout	n1	bout	bout	0
five	five	crd	five	five	0
years	years	n2	years	year	0
ago	ago	av	ago	ago	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Tower	Tower	n1	Tower	tower	0
,	,	,	,	,	0
afore	afore	a-acp	afore	afore	0
I	I	pns11	I	i	0
ever	ever	av	ever	ever	0
thought	thought	vvd	thought	think	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Council	Council	n1	Council	council	0
of	of	pp-f	of	of	0
Trade	Trade	n1	Trade	trade	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
seeing	seeing	vvg	seeing	see	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
hap	hap	n1	hap	hap	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
unpolished	unpolished	j	unpolished	unpolished	0
Papers	Papers	n2	Papers	paper	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
recommended	recommended	vvn	recommended	recommend	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
care	care	n1	care	care	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
verie	verie	av	very	very	0
glad	glad	j	glad	glad	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
most	most	av-ds	most	most	0
humbly	humbly	av-j	humbly	humble	0
give	give	vvi	give	give	0
the	the	dt	the	the	0
Council	Council	n1	Council	council	0
of	of	pp-f	of	of	0
State	State	n1	State	state	0
thanks	thanks	n2	thanks	thank	0
for	for	p-acp	for	for	0
recommending	recommending	vvg	recommending	recommend	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
judicious	judicious	j	judicious	judicious	0
examination	examination	n1	examination	examination	0
;	;	;	;	;	0
making	making	vvg	making	make	0
no	no	dx	no	no	0
question	question	n1	question	question	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
sowing	sowing	vvg	sowing	sow	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
fertile	fertile	j	fertile	fertile	0
ground	ground	n1	ground	ground	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
som	som	d	some	some	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
Propositions	Propositions	n2	Propositions	proposition	0
are	are	vbr	are	be	0
already	already	av	already	already	0
com	com	vvi	come	come	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
perfections	perfections	n2	perfections	perfection	0
of	of	pp-f	of	of	0
Acts	Acts	n2	Acts	act	0
of	of	pp-f	of	of	0
Parlament	Parlament	n1	Parliament	parliament	0
.	.	.	.	.	1
May	May	vmb	May	may	0
it	it	pn31	it	it	0
pleas	pleas	n2	pleasant	plea	0
your	your	po22	your	your	0
Honors	Honors	n2	Honours	honour	0
,	,	,	,	,	0
I	I	pns11	I	i	0
am	am	vbm	am	be	0
no	no	dx	no	no	0
other	other	n-jn	other	other	0
then	then	cs	then	than	0
the	the	dt	the	the	0
day	day	n1	day	day	0
∣	∣	sy	∣	∣	0
laboring	laboring	vvg	labouring	labour	0
man	man	n1	man	man	0
;	;	;	;	;	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
brought	brought	vvn	brought	bring	0
you	you	pn22	you	you	0
Marble	Marble	n1	Marble	marble	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
Mine	Mine	n1	Mine	mine	0
,	,	,	,	,	0
felled	felled	vvd	felled	fell	0
you	you	pn22	you	you	0
Trees	Trees	n2	Trees	tree	0
,	,	,	,	,	0
and	and	cc	and	and	0
brought	brought	vvd	brought	bring	0
them	them	pno32	them	they	0
to	to	p-acp	to	to	0
you	you	pn22	you	you	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
feet	feet	n2	feet	foot	0
laie	laie	vvi	lay	lay	0
them	them	pno32	them	they	0
all	all	d	all	all	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
hewn	hewn	vvn	hewn	hew	0
and	and	cc	and	and	0
squared	squared	vvn	squared	square	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
judicious	judicious	j	judicious	judicious	0
and	and	cc	and	and	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
found	found	vvd	found	find	0
Wisdoms	Wisdoms	n2	Wisdoms	wisdom	0
;	;	;	;	;	0
You	You	pn22	You	you	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
Master-work	Master-work	n1	Masterwork	masterwork	0
∣	∣	sy	∣	∣	0
men	men	n1	men	man	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
are	are	vbr	are	be	0
now	now	av	now	now	0
to	to	pc-acp	to	to	0
take	take	vvi	take	take	0
your	your	po22	your	your	0
Instruments	Instruments	n2	Instruments	instrument	0
to	to	pc-acp	to	to	0
hew	hew	vvi	hew	hew	0
&	&	cc	&	and	0
square	square	vvi	square	square	0
them	them	pno32	them	they	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
building	building	n-vvg	building	build	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
trade	trade	n1	trade	trade	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Common-wealth	Common-wealth	n1	Commonwealth	commonwealth	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
presume	presume	vvi	presume	presume	0
to	to	pc-acp	to	to	0
wait	wait	vvi	wait	wait	0
on	on	p-acp	on	on	0
you	you	pn22	you	you	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
you	you	pn22	you	you	0
sit	sit	vvb	fit	sit	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
how	how	c-crq	how	how	0
your	your	po22	your	your	0
Building	Building	n1	Building	building	0
goe's	goe's	vvz	go's	go	0
forward	forward	av-j	forward	forward	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
give	give	vvb	give	give	0
a	a	dt	a	a	0
dispatch	dispatch	n1	dispatch	dispatch	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Materials	Materials	n2-jn	Materials	material	0
in	in	p-acp	in	in	0
these	these	d	these	these	0
Propositions	Propositions	n2	Propositions	proposition	0
,	,	,	,	,	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
repent	repent	vvi	repent	repent	0
mee	mee	pno11	me	i	0
of	of	pp-f	of	of	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
don	don	vdn	dONE	do	0
.	.	.	.	.	1
And	And	cc	And	and	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
humilitie	humilitie	n1	humility	humility	0
and	and	cc	and	and	0
chearfulness	chearfulness	n1	cheerfulness	cheerfulness	0
furnish	furnish	vvi	furnish	furnish	0
you	you	pn22	you	you	0
with	with	p-acp	with	with	0
som	som	d	some	some	0
other	other	j-jn	other	other	0
Propositions	Propositions	n2	Propositions	proposition	0
for	for	p-acp	for	for	0
