To	To	p-acp	To	to	0
the	the	dt	the	the	0
Honourable	Honourable	j	Honourable	honourable	0
JOHN	JOHN	np1	JOHN	John	0
LEVERET	LEVERET	n1	LEVERET	leveret	0
Esq	Esq	np1	Esq	Esq	0
Governour	Governour	n1	Governor	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Colony	Colony	n1	Colony	colony	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Massachusets	Massachusets	np1	Massachusets	Massachusets	0
;	;	;	;	;	0
JOSIAH	JOSIAH	np1	JOSIAH	Josiah	0
VVINSLOW	VVINSLOW	np1	VVINSLOW	VVINSLOW	0
Esq	Esq	np1	Esq	Esq	0
Governour	Governour	n1	Governor	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Colony	Colony	n1	Colony	colony	0
of	of	pp-f	of	of	0
Plimouth	Plimouth	np1	Plimouth	Plymouth	0
;	;	;	;	;	0
VVILLIAM	VVILLIAM	np1	VVILLIAM	VVILLIAM	0
LEET	LEET	np1	LEET	Leet	0
Esq	Esq	np1	Esq	Esq	0
Governour	Governour	n1	Governor	governor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Colony	Colony	n1	Colony	colony	0
of	of	pp-f	of	of	0
Connecticut	Connecticut	np1	Connecticut	Connecticut	0
.	.	.	.	.	1
