Much	Much	av-d	Much	much	0
honoured	honoured	vvn	honoured	honour	0
Madam	Madam	n1	Madam	madam	0
,	,	,	,	,	0
KING	KING	n1	KING	king	0
Solomon	Solomon	np1	Solomon	Solomon	0
,	,	,	,	,	0
the	the	dt	the	the	0
wisest	wisest	js	wisest	wise	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
having	having	vhg	having	have	0
tyred	tyred	vvn	tired	tire	0
him	him	pno31	him	he	0
∣	∣	sy	∣	∣	0
selfe	selfe	n1	self	self	0
in	in	p-acp	in	in	0
seeking	seeking	vvg	seeking	seek	0
to	to	pc-acp	to	to	0
obtaine	obtaine	vvi	obtain	obtain	0
happinesse	happinesse	n1	happiness	happiness	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
stu	stu	fw-la	stu	stu	0
∣	∣	sy	∣	∣	0
dies	dies	vvz	die	die	0
of	of	pp-f	of	of	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
and	and	cc	and	and	0
know	know	zz	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
and	and	cc	and	and	0
at	at	p-acp	at	at	0
last	last	ord	last	last	0
,	,	,	,	,	0
finding	finding	vvg	finding	find	0
that	that	cst	that	that	0
hee	hee	pns31	he	he	0
that	that	cst	that	that	0
encreaseth	encreaseth	vvz	increases	increase	0
know	know	vvb	know	know	0
∣	∣	sy	∣	∣	0
ledge	ledge	n1	ledge	ledge	0
,	,	,	,	,	0
encreaseth	encreaseth	vvz	increases	increase	0
sorrow	sorrow	n1	sorrow	sorrow	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
turnes	turnes	vvz	turns	turn	0
himselfe	himselfe	px31	himself	himself	0
another	another	j-jn	another	another	0
way	way	n1	way	way	0
,	,	,	,	,	0
and	and	cc	and	and	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
knowledge	knowledge	n1	knowledge	knowledge	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
creatures	creatures	n2	creatures	creature	0
could	could	vmd	could	can	0
doe	doe	vdi	do	do	0
him	him	pno31	him	he	0
no	no	dx	no	no	0
good	good	j	good	good	0
,	,	,	,	,	0
he	he	pns31	he	he	0
thought	thought	vvd	thought	think	0
to	to	pc-acp	to	to	0
try	try	vvi	try	try	0
what	what	r-crq	what	what	0
delight	delight	n1	delight	delight	0
the	the	dt	the	the	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
could	could	vmd	could	can	0
bring	bring	vvi	bring	bring	0
unto	unto	p-acp	unto	unto	0
him	him	pno31	him	he	0
;	;	;	;	;	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
pur	pur	zz	pur	pur	0
∣	∣	sy	∣	∣	0
suance	suance	n1	suance	suance	0
whereof	whereof	c-crq	whereof	whereof	0
,	,	,	,	,	0
hee	hee	pns31	he	he	0
gave	gave	vvd	gave	give	0
not	not	xx	not	not	0
himselfe	himselfe	px31	himself	himself	0
over	over	p-acp	over	over	0
to	to	p-acp	to	to	0
brutish	brutish	j	brutish	brutish	0
,	,	,	,	,	0
and	and	cc	and	and	0
unmanly	unmanly	j	unmanly	unmanly	0
pleasures	pleasures	n2	pleasures	pleasure	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
free	free	j	free	free	0
use	use	n1	use	use	0
of	of	pp-f	of	of	0
such	such	d	such	such	0
creatures	creatures	n2	creatures	creature	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
bestowed	bestowed	vvn	bestowed	bestow	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
sonnes	sonnes	n2	sons	son	0
of	of	pp-f	of	of	0
men	men	n2	men	man	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
refreshing	refreshing	n-vvg	refreshing	refresh	0
and	and	cc	and	and	0
delight	delight	n1	delight	delight	0
:	:	:	:	:	0
a	a	sy	a	a	0
¦	¦	sy	¦	¦	0
mongst	mongst	p-acp	amongst	among	0
which	which	r-crq	which	which	0
hee	hee	pns31	he	he	0
reckons	reckons	vvz	reckons	reckon	0
up	up	a-acp	up	up	0
gardens	gardens	n2	gardens	garden	0
and	and	cc	and	and	0
Orchards	Orchards	n2	Orchards	orchard	0
stored	stored	vvn	stored	store	0
with	with	p-acp	with	with	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
fruits	fruits	n2	fruits	fruit	0
,	,	,	,	,	0
and	and	cc	and	and	0
flowers	flowers	n2	flowers	flower	0
:	:	:	:	:	0
these	these	d	these	these	0
hee	hee	pns31	he	he	0
might	might	vmd	might	may	0
have	have	vhi	have	have	0
enjoyed	enjoyed	vvn	enjoyed	enjoy	0
with	with	p-acp	with	with	0
much	much	d	much	much	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fit	fit	n1	fit	fit	0
,	,	,	,	,	0
and	and	cc	and	and	0
comfort	comfort	n1	comfort	comfort	0
,	,	,	,	,	0
if	if	cs	if	if	0
hee	hee	pns31	he	he	0
had	had	vhd	had	have	0
used	used	vvn	used	use	0
them	them	pno32	them	they	0
aright	aright	av	aright	aright	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
seeking	seeking	vvg	seeking	seek	0
for	for	p-acp	for	for	0
happinesse	happinesse	n1	happiness	happiness	0
in	in	p-acp	in	in	0
them	them	pno32	them	they	0
,	,	,	,	,	0
no	no	dx	no	no	0
such	such	d	such	such	0
honey	honey	n1	honey	honey	0
could	could	vmd	could	can	0
be	be	vbi	be	be	0
sucked	sucked	vvn	sucked	suck	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
daintiest	daintiest	js	daintiest	dainty	0
of	of	pp-f	of	of	0
those	those	d	those	those	0
flow	flow	n1	flow	flow	0
∣	∣	sy	∣	∣	0
