WHEN	WHEN	c-crq	WHEN	when	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
expounding	expounding	vvg	expounding	expound	0
the	the	dt	the	the	0
17.	17.	crd	17.	17.	0
and	and	cc	and	and	0
19.	19.	crd	19.	19	1
Chapters	Chapters	n2	Chapters	chapter	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
Prophesie	Prophesie	vvb	Prophesy	prophesy	0
of	of	pp-f	of	of	0
Eze	Eze	np1	Eze	Eze	0
∣	∣	sy	∣	∣	0
kiel	kiel	n1	kiel	kiel	0
,	,	,	,	,	0
and	and	cc	and	and	0
saw	saw	vvd	saw	see	0
an	an	dt	and	a	0
end	end	n1	end	end	0
put	put	vvn	put	put	0
to	to	p-acp	to	to	0
Kingly	Kingly	j	Kingly	kingly	0
go	go	vvb	go	go	0
∣	∣	sy	∣	∣	0
vernment	vernment	n1	vernment	vernment	0
in	in	p-acp	in	in	0
Judah	Judah	np1	Judah	Judah	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
after	after	p-acp	after	after	0
Zede	Zede	vvi	Zede	zede	0
∣	∣	sy	∣	∣	0
kiah	kiah	uh	kiah	kiah	0
there	there	a-acp	there	there	0
was	was	vbds	was	be	0
no	no	dx	no	no	0
strong	strong	j	strong	strong	0
rod	rod	n1	rod	rod	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Scepter	Scepter	n1	Sceptre	sceptre	0
to	to	pc-acp	to	to	0
rule	rule	vvi	rule	rule	0
)	)	)	)	)	0
my	my	po11	my	my	0
thoughts	thoughts	n2	thoughts	thought	0
ran	ran	vvd	ran	run	0
much	much	d	much	much	0
upon	upon	p-acp	upon	upon	0
that	that	cst	that	that	0
antient	antient	j	ancient	ancient	0
Prophesie	Prophesie	vvi	Prophesy	prophesy	0
,	,	,	,	,	0
Gen.	Gen.	np1	Gen.	Gen.	1
49.10	49.10	crd	49.10	49.10	0
.	.	.	.	.	1
The	The	dt	The	the	0
Scepter	Scepter	n1	Sceptre	sceptre	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
Judah	Judah	np1	Judah	Judah	0
,	,	,	,	,	0
nor	nor	ccx	nor	nor	0
a	a	dt	a	a	0
Law-giver	Law-giver	n1	Lawgiver	lawgiver	0
from	from	p-acp	from	from	0
between	between	p-acp	between	between	0
his	his	po31	his	his	0
feete	feete	n2	feet	foot	0
,	,	,	,	,	0
untill	untill	c-acp	until	until	0
Shilo	Shilo	np1	Shilo	Shilo	0
come	come	vvb	come	come	0
.	.	.	.	.	1
Concerning	Concerning	vvg	Concerning	concern	0
which	which	r-crq	which	which	0
,	,	,	,	,	0
though	though	cs	though	though	0
some-what	some-what	av	somewhat	somewhat	0
were	were	vbdr	were	be	0
then	then	av	then	then	0
said	said	vvn	said	say	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
shall	shall	vmb	shall	shall	0
now	now	av	now	now	0
endeavour	endeavour	vvi	endeavour	endeavour	0
to	to	p-acp	to	to	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
tisfie	tisfie	vvb	tisfie	tisfie	0
both	both	d	both	both	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
more	more	av-dc	more	more	0
fully	fully	av-j	fully	full	0
.	.	.	.	.	1
The	The	dt	The	the	0
words	words	n2	words	word	0
seeme	seeme	vvb	seem	seem	0
to	to	pc-acp	to	to	0
imply	imply	vvi	imply	imply	0
a	a	dt	a	a	0
presence	presence	n1	presence	presence	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Scepter	Scepter	n1	Sceptre	sceptre	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
Judah	Judah	np1	Judah	Judah	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
gi	gi	zz	gi	gi	0
∣	∣	sy	∣	∣	0
ven	ven	zf	ven	when	0
forth	forth	av	forth	forth	0
;	;	;	;	;	0
because	because	c-acp	because	because	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
said	said	vvn	said	say	0
to	to	pc-acp	to	to	0
depart	depart	vvi	depart	depart	0
from	from	p-acp	from	from	0
any	any	d	any	any	0
hath	hath	vhz	hath	have	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
long	long	av-j	long	long	0
after	after	a-acp	after	after	0
ere	ere	p-acp	ere	ere	0
the	the	dt	the	the	0
Tribe	Tribe	n1	Tribe	tribe	0
of	of	pp-f	of	of	0
Judah	Judah	np1	Judah	Judah	0
had	had	vhd	had	have	0
any	any	d	any	any	0
Scep	Scep	n1	Scep	scep	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
.	.	.	.	.	1
Jacob's	Jacob's	npg1	Jacob's	Jacob	0
meaning	meaning	n1	meaning	meaning	0
was	was	vbds	was	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
Scepter	Scepter	n1	Sceptre	sceptre	0
should	should	vmd	should	shall	0
come	come	vvi	come	come	0
in	in	p-acp	in	in	0
time	time	n1	time	time	0
to	to	p-acp	to	to	0
that	that	d	that	that	0
Tribe	Tribe	n1	Tribe	tribe	0
,	,	,	,	,	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
it	it	pn31	it	it	0
came	came	vvd	came	come	0
,	,	,	,	,	0
it	it	pn31	it	it	0
should	should	vmd	should	shall	0
not	not	xx	not	not	0
depart	depart	vvi	depart	depart	0
;	;	;	;	;	0
for	for	p-acp	for	for	0
Jacob	Jacob	np1	Jacob	Jacob	0
prophesies	prophesies	n2	prophecies	prophecy	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
to	to	pc-acp	to	to	0
come	come	vvi	come	come	0
.	.	.	.	.	1
They	They	pns32	They	they	0
were	were	vbdr	were	be	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
in	in	p-acp	in	in	0
Aegypt	Aegypt	np1	Aegypt	Aegypt	0
few	few	d	few	few	0
,	,	,	,	,	0
poore	poore	j	poor	poor	0
,	,	,	,	,	0
and	and	cc	and	and	0
low	low	j	low	low	0
;	;	;	;	;	0
and	and	cc	and	and	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
encreased	encreased	vvn	increased	increase	0
,	,	,	,	,	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
no	no	dx	no	no	0
Scepter	Scepter	n1	Sceptre	sceptre	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
under	under	p-acp	under	under	0
the	the	dt	the	the	0
Aegyptian	Aegyptian	jp	Egyptian	egyptian	0
Scepter	Scepter	n1	Sceptre	sceptre	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
Aegyptian	Aegyptian	jp	Egyptian	egyptian	0
Task-masters	Task-masters	n2	Taskmasters	taskmaster	0
over	over	p-acp	over	over	0
them	them	pno32	them	they	0
.	.	.	.	.	1
After	After	p-acp	After	after	0
the	the	dt	the	the	0
LORD	LORD	n1	LORD	lord	0
had	had	vhd	had	have	0
brought	brought	vvn	brought	bring	0
them	them	pno32	them	they	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
Aegypt	Aegypt	np1	Aegypt	Aegypt	0
by	by	p-acp	by	by	0
a	a	dt	a	a	0
strong	strong	j	strong	strong	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
was	was	vbds	was	be	0
a	a	dt	a	a	0
Scepter	Scepter	n1	Sceptre	sceptre	0
and	and	cc	and	and	0
Law-giver	Law-giver	n1	Lawgiver	lawgiver	0
amongst	amongst	p-acp	among	among	0
them	them	pno32	them	they	0
;	;	;	;	;	0
but	but	cc-acp	but	but	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
Moses	Moses	np1	Moses	Moses	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Tribe	Tribe	n1	Tribe	tribe	0
of	of	pp-f	of	of	0
Levi	Levi	np1	Levi	Levi	0
,	,	,	,	,	0
Exod.	Exod.	np1	Exod.	Exod.	1
21.10	21.10	crd	21.10	21.10	0
.	.	.	.	.	1
And	And	cc	And	and	0
after	after	p-acp	after	after	0
him	him	pno31	him	he	0
Joshuah	Joshuah	np1	Joshuah	Joshuah	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Tribe	Tribe	n1	Tribe	tribe	0
of	of	pp-f	of	of	0
Ephraim	Ephraim	np1	Ephraim	Ephraim	0
,	,	,	,	,	0
Numb	Numb	j	Numb	numb	0
.	.	.	.	.	1
13.8.16	13.8.16	crd	13.8.16	13.8.16	0
.	.	.	.	.	1
All	All	av-d	All	all	0
that	that	d	that	that	0
Judah	Judah	np1	Judah	Judah	0
had	had	vhd	had	have	0
was	was	vbds	was	be	0
a	a	av	a	a	0
little	little	j	little	little	0
priority	priority	n1	priority	priority	0
in	in	p-acp	in	in	0
pitching	pitching	vvg	pitching	pitch	0
his	his	po31	his	his	0
Standard	Standard	n1	Standard	standard	0
and	and	cc	and	and	0
Camp	Camp	n1	Camp	camp	0
first	first	ord	first	first	0
,	,	,	,	,	0
