AT	AT	p-acp	AT	at	0
length	length	n1	length	length	0
my	my	po11	my	my	0
chariot	chariot	n1	chariot	chariot	0
wheele	wheele	n1	wheel	wheel	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
mark	mark	n1	mark	mark	0
hath	hath	vhz	hath	have	0
found	found	vvn	found	find	0
the	the	dt	the	the	0
way	way	n1	way	way	0
,	,	,	,	,	0
And	And	cc	And	and	0
at	at	p-acp	at	at	0
their	their	po32	their	their	0
weery	weery	j	weary	weary	0
races	races	n2	races	race	0
end	end	vvb	end	end	0
,	,	,	,	,	0
my	my	po11	my	my	0
breathlesse	breathlesse	j	breathless	breathless	0
horses	horses	n2	horses	horse	0
stay	stay	vvb	stay	stay	0
.	.	.	.	.	1
The	The	dt	The	the	0
woork	woork	vvb	work	work	0
is	is	vbz	is	be	0
brought	brought	vvn	brought	bring	0
too	too	av	too	too	0
end	end	n1	end	end	0
by	by	p-acp	by	by	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
author	author	n1	author	author	0
did	did	vdd	did	do	0
account	account	vvi	account	account	0
(	(	(	(	(	0
And	And	cc	And	and	0
rightly	rightly	av-jn	rightly	right	0
)	)	)	)	)	0
with	with	p-acp	with	with	0
eternall	eternall	j	eternal	eternal	0
fame	fame	n1	fame	fame	0
aboue	aboue	p-acp	above	above	0
the	the	dt	the	the	0
starres	starres	n2	stars	star	0
too	too	av	too	too	0
mount	mount	vvi	mount	mount	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
whatsoeuer	whatsoeuer	r-crq	whatsoever	whatsoever	0
hath	hath	vhz	hath	have	0
bene	bene	vbn	be	be	0
writ	writ	vvn	writ	write	0
of	of	pp-f	of	of	0
auncient	auncient	j-jn	ancient	ancient	0
tyme	tyme	n1	time	time	0
in	in	p-acp	in	in	0
greeke	greeke	jp	greek	greek	0
By	By	p-acp	By	by	0
sundry	sundry	j	sundry	sundry	0
men	men	n2	men	man	0
dispersedly	dispersedly	av-vvn	dispersedly	disperse	0
,	,	,	,	,	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
latin	latin	njp	latin	latin	0
eke	eke	av	eke	eke	0
,	,	,	,	,	0
Of	Of	pp-f	Of	of	0
this	this	d	this	this	0
same	same	d	same	same	0
dark	dark	j	dark	dark	0
Philosophie	Philosophie	n1	Philosophy	philosophy	0
of	of	pp-f	of	of	0
turned	turned	vvn	turned	turn	0
shapes	shapes	n2	shapes	shape	0
,	,	,	,	,	0
the	the	dt	the	the	0
same	same	d	same	same	0
Hath	Hath	vhz	Hath	have	0
Ouid	Ouid	np1	Ouid	Ovid	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
whole	whole	j-jn	whole	whole	0
masse	masse	n1	mass	mass	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
brought	brought	vvn	brought	bring	0
in	in	p-acp	in	in	0
frame	frame	n1	frame	frame	0
.	.	.	.	.	1
Fowre	Fowre	crd	Fowre	four	0
kynd	kynd	n1	kind	kind	0
of	of	pp-f	of	of	0
things	things	n2	things	thing	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
his	his	po31	his	his	0
worke	worke	n1	work	work	0
the	the	dt	the	the	0
Poet	Poet	n1	Poet	poet	0
dooth	dooth	vdz	doth	do	0
conteyne	conteyne	vvi	contain	contain	0
.	.	.	.	.	1
That	That	cst	That	that	0
nothing	nothing	pix	nothing	nothing	0
vnder	vnder	p-acp	under	under	0
heauen	heauen	n1	heaven	heaven	0
dooth	dooth	vdz	doth	do	0
ay	ay	av	ay	ay	0
in	in	p-acp	in	in	0
stedfast	stedfast	j	steadfast	steadfast	0
state	state	n1	state	state	0
remayne	remayne	vvi	remain	remain	0
.	.	.	.	.	1
And	And	cc	And	and	0
next	next	ord	next	next	0
that	that	cst	that	that	0
nothing	nothing	pix	nothing	nothing	0
perisheth	perisheth	vvz	perishes	perish	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
eche	eche	d	eke	each	0
substance	substance	n1	substance	substance	0
takes	takes	vvz	takes	take	0
Another	Another	j-jn	Another	another	0
shape	shape	n1	shape	shape	0
than	than	cs	than	than	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
had	had	vhd	had	have	0
.	.	.	.	.	1
Of	Of	pp-f	Of	of	0
theis	theis	d	these	these	0
twoo	twoo	crd	twoo	two	0
points	points	n2	points	point	0
he	he	pns31	he	he	0
makes	makes	vvz	makes	make	0
The	The	dt	The	the	0
proof	proof	n1	proof	proof	0
by	by	p-acp	by	by	0
shewing	shewing	vvg	showing	show	0
through	through	p-acp	through	through	0
his	his	po31	his	his	0
woorke	woorke	n1	work	work	0
the	the	dt	the	the	0
wonderfull	wonderfull	j	wonderful	wonderful	0
exchaunge	exchaunge	n1	exchange	exchange	0
Of	Of	pp-f	Of	of	0
Goddes	Goddes	n2	Gods	god	0
,	,	,	,	,	0
men	men	n2	men	man	0
,	,	,	,	,	0
beasts	beasts	n2	beasts	beast	0
,	,	,	,	,	0
and	and	cc	and	and	0
elements	elements	n2	elements	element	0
,	,	,	,	,	0
too	too	av	too	too	0
sundry	sundry	j	sundry	sundry	0
shapes	shapes	n2	shapes	shape	0
right	right	av-jn	right	right	0
straunge	straunge	j	strange	strange	0
,	,	,	,	,	0
Beginning	Beginning	vvg	Beginning	begin	0
with	with	p-acp	with	with	0
creation	creation	n1	creation	creation	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
world	world	n1	world	world	0
,	,	,	,	,	0
and	and	cc	and	and	0
man	man	n1	man	man	0
of	of	pp-f	of	of	0
slyme	slyme	n1	slime	slime	0
,	,	,	,	,	0
And	And	cc	And	and	0
so	so	av	so	so	0
proceeding	proceeding	vvg	proceeding	proceed	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
turnes	turnes	n2	turns	turn	0
that	that	cst	that	that	0
happened	happened	vvd	happened	happen	0
till	till	p-acp	till	till	0
his	his	po31	his	his	0
tyme	tyme	n1	time	time	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
sheweth	sheweth	vvz	shows	show	0
he	he	pns31	he	he	0
the	the	dt	the	the	0
soule	soule	n1	soul	soul	0
of	of	pp-f	of	of	0
man	man	n1	man	man	0
from	from	p-acp	from	from	0
dying	dying	vvg	dying	die	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
free	free	j	free	free	0
,	,	,	,	,	0
By	By	p-acp	By	by	0
samples	samples	n2	samples	sample	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
noblemen	noblemen	n2	noblemen	nobleman	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
for	for	p-acp	for	for	0
their	their	po32	their	their	0
