WHereas	WHereas	cs	WHereas	whereas	0
for	for	p-acp	for	for	0
many	many	d	many	many	0
considerations	considerations	n2	considerations	consideration	0
,	,	,	,	,	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
vowed	vowed	vvn	vowed	vow	0
some	some	d	some	some	0
parte	parte	n1	part	part	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
trauels	trauels	n2	travels	travel	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
hart	hart	n1	heart	hart	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
dée	dée	zz	dée	dée	0
∣	∣	sy	∣	∣	0
med	med	vvn	med	m	0
this	this	d	this	this	0
little	little	j	little	little	0
woorke	woorke	n1	work	work	0
woorthie	woorthie	j	worthy	worthy	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
chosen	chosen	vvn	chosen	choose	0
before	before	p-acp	before	before	0
others	others	n2-jn	others	other	0
,	,	,	,	,	0
bicause	bicause	c-acp	because	because	0
your	your	po22	your	your	0
example	example	n1	example	example	0
may	may	vmb	may	may	0
auaile	auaile	vvi	avail	avail	0
,	,	,	,	,	0
and	and	cc	and	and	0
that	that	cst	that	that	0
not	not	xx	not	not	0
smally	smally	av-j	smally	small	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bringe	bringe	vvi	bring	bring	0
in	in	p-acp	in	in	0
credite	credite	n1	credit	credit	0
the	the	dt	the	the	0
doctrine	doctrine	n1	doctrine	doctrine	0
whiche	whiche	r-crq	which	which	0
it	it	pn31	it	it	0
conteineth	conteineth	vvz	containeth	contain	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
time	time	n1	time	time	0
,	,	,	,	,	0
that	that	cst	that	that	0
forsakynge	forsakynge	vvg	forsaking	forsake	0
your	your	po22	your	your	0
countrie	countrie	n1	country	country	0
willingly	willingly	av-j	willingly	willing	0
,	,	,	,	,	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
come	come	vvn	come	come	0
hither	hither	av	hither	hither	0
as	as	p-acp	as	as	0
a	a	dt	a	a	0
bānished	bānished	j-vvn	bamnished	bamnish	0
man	man	n1	man	man	0
,	,	,	,	,	0
we	we	pns12	we	we	0
two	two	crd	two	two	0
can	can	vmb	can	can	0
best	best	av-js	best	best	0
beare	beare	vvi	bear	bear	0
witnesse	witnesse	n1	witness	witness	0
with	with	p-acp	with	with	0
how	how	c-crq	how	how	0
many	many	d	many	many	0
and	and	cc	and	and	0
how	how	c-crq	how	how	0
violēt	violēt	j	violent	violent	0
practises	practises	n2	practises	practise	0
of	of	pp-f	of	of	0
Sathā	Sathā	np1	Sathā	Satan	0
you	you	pn22	you	you	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
assaul	assaul	n1	assaul	assaul	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
:	:	:	:	:	0
&	&	cc	&	and	0
yet	yet	av	yet	yet	0
there	there	a-acp	there	there	0
are	are	vbr	are	be	0
other	other	j-jn	other	other	0
also	also	av	also	also	0
that	that	cst	that	that	0
knowe	knowe	vvb	know	know	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
.	.	.	.	.	1
The	The	dt	The	the	0
fourth	fourth	ord	fourth	four	0
moneth	moneth	n1	month	month	0
after	after	p-acp	after	after	0
your	your	po22	your	your	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
partinge	partinge	n-vvg	parting	part	0
,	,	,	,	,	0
came	came	vvd	came	come	0
tidinges	tidinges	n2	tidings	tiding	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
Fathers	Fathers	ng1	Father's	father	0
death	death	n1	death	death	0
.	.	.	.	.	1
It	It	pn31	It	it	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
but	but	cc-acp	but	but	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
muste	muste	vmb	must	must	0
néedes	néedes	av	needs	needs	0
thinke	thinke	vvi	think	think	0
that	that	d	that	that	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
malicious	malicious	j	malicious	malicious	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
sones	sones	n2	sons	son	0
letted	letted	vvd	letted	let	0
not	not	xx	not	not	0
to	to	pc-acp	to	to	0
speake	speake	vvi	speak	speak	0
,	,	,	,	,	0
how	how	c-crq	how	how	0
the	the	dt	the	the	0
cause	cause	n1	cause	cause	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
death	death	n1	death	death	0
might	might	vmd	might	may	0
be	be	vbi	be	be	0
ascribed	ascribed	vvn	ascribed	ascribe	0
