THE	THE	dt	THE	the	0
new	new	j	new	new	0
Ʋse	Ʋse	n1	Ʋse	ʋse	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
disco	disco	n1	disco	disco	0
∣	∣	sy	∣	∣	0
vered	vered	j-vvn	vered	vex	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Bark	Bark	n1	Bark	bark	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
cure	cure	vvi	cure	cure	0
infallibly	infallibly	av-j	infallibly	infallible	0
all	all	d	all	all	0
sorts	sorts	n2	sorts	sort	0
of	of	pp-f	of	of	0
Fevers	Fevers	n2	Fevers	fever	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
∣	∣	sy	∣	∣	0
out	out	av	out	out	0
taking	taking	vvg	taking	take	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Mouth	Mouth	n1	Mouth	mouth	0
,	,	,	,	,	0
has	has	vhz	has	have	0
been	been	vbn	been	be	0
ap	ap	fw-mi	ap	ap	0
∣	∣	sy	∣	∣	0
proved	proved	vvd	proved	prove	0
of	of	pp-f	of	of	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
jesty	jesty	j	jesty	jesty	0
,	,	,	,	,	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Goodness	Goodness	n1	Goodness	goodness	0
so	so	av	so	so	0
obliging	obliging	vvg	obliging	oblige	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
had	had	vhd	had	have	0
the	the	dt	the	the	0
Honour	Honour	n1	Honour	honour	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
it	it	pn31	it	it	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
all	all	d	all	all	0
the	the	dt	the	the	0
reason	reason	n1	reason	reason	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
world	world	n1	world	world	0
to	to	pc-acp	to	to	0
believe	believe	vvi	believe	believe	0
,	,	,	,	,	0
the	the	dt	the	the	0
Publick	Publick	j	Public	public	0
would	would	vmd	would	will	0
give	give	vvi	give	give	0
it	it	pn31	it	it	0
a	a	av	a	a	0
no	no	dx	no	no	0
less	less	dc	less	less	0
favour	favour	n1	favour	favour	0
∣	∣	sy	∣	∣	0
able	able	j	able	able	0
Reception	Reception	n1	Reception	reception	0
,	,	,	,	,	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
offer	offer	vvb	offer	offer	0
it	it	pn31	it	it	0
my	my	po11	my	my	0
self	self	n1	self	self	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
,	,	,	,	,	0
after	after	p-acp	after	after	0
what	what	r-crq	what	what	0
man	man	n1	man	man	0
∣	∣	sy	∣	∣	0
ner	ner	zz	ner	ner	0
will	will	n1	will	will	0
it	it	pn31	it	it	0
not	not	xx	not	not	0
be	be	vbi	be	be	0
re	re	zz	re	re	0
∣	∣	sy	∣	∣	0
ceived	ceived	vvn	ceived	ceive	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
your	your	po22	your	your	0
Sub	Sub	fw-la	Sub	sub	0
∣	∣	sy	∣	∣	0
jects	jects	n2-jn	jects	ject	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
they	they	pns32	they	they	0
know	know	vvb	know	know	0
'tis	'tis	pn31|vbz	it's	it|be	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
that	that	cst	that	that	0
has	has	vhz	has	have	0
