SIR	SIR	n1	SIR	sir	0
,	,	,	,	,	0
ALthough	ALthough	cs	ALthough	although	0
it	it	pn31	it	it	0
may	may	vmb	may	may	0
seem	seem	vvi	seem	seem	0
a	a	dt	a	a	0
presumption	presumption	n1	presumption	presumption	0
in	in	p-acp	in	in	0
mee	mee	pno11	me	i	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
present	present	vvi	present	present	0
so	so	av	so	so	0
small	small	j	small	small	0
and	and	cc	and	and	0
poor	poor	j	poor	poor	0
a	a	dt	a	a	0
thing	thing	n1	thing	thing	0
unto	unto	p-acp	unto	unto	0
the	the	dt	the	the	0
world	world	n1	world	world	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
Name	Name	n1	Name	name	0
,	,	,	,	,	0
yet	yet	av	yet	yet	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
suffi	suffi	n2	suffi	suffi	0
∣	∣	sy	∣	∣	0
cient	cient	j	cient	cient	0
reasons	reasons	n2	reasons	reason	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
Justifie	Justifie	vvi	Justify	justify	0
my	my	po11	my	my	0
self	self	n1	self	self	0
as	as	c-acp	as	as	0
to	to	p-acp	to	to	0
others	others	n2-jn	others	other	0
therein	therein	av	therein	therein	0
;	;	;	;	;	0
that	that	cst	that	that	0
albeit	albeit	cs	albeit	albeit	0
you	you	pn22	you	you	0
have	have	vhb	have	have	0
shewn	shewn	vvn	shown	show	0
your	your	po22	your	your	0
self	self	n1	self	self	0
a	a	dt	a	a	0
Master	Master	n1	Master	master	0
in	in	p-acp	in	in	0
Historie	Historie	n1	History	history	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
fluencie	fluencie	n1	fluency	fluency	0
,	,	,	,	,	0
and	and	cc	and	and	0
comptnesse	comptnesse	n1	comptnesse	comptnesse	0
of	of	pp-f	of	of	0
Language	Language	n1	Language	language	0
,	,	,	,	,	0
and	and	cc	and	and	0
stile	stile	n1	style	stile	0
,	,	,	,	,	0
making	making	vvg	making	make	0
all	all	d	all	all	0
things	things	n2	things	thing	0
firm	firm	j	firm	firm	0
,	,	,	,	,	0
and	and	cc	and	and	0
uncontroleable	uncontroleable	j	uncontroleable	uncontroleable	0
even	even	av	even	even	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
adversarie	adversarie	n1	adversary	adversary	0
:	:	:	:	:	0
so	so	av	so	so	0
that	that	cst	that	that	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
repor	repor	fw-la	repor	repor	0
∣	∣	sy	∣	∣	0
ted	ted	j	ted	ted	0
abroad	abroad	av	abroad	abroad	0
(	(	(	(	(	0
even	even	av	even	even	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
those	those	d	those	those	0
daies	daies	n2	days	day	0
)	)	)	)	)	0
that	that	cst	that	that	0
sure	sure	av-j	sure	sure	0
you	you	pn22	you	you	0
had	had	vhd	had	have	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
well	well	av	well	well	0
nigh	nigh	av-j	nigh	nigh	0
a	a	dt	a	a	0
miracle	miracle	n1	miracle	miracle	0
in	in	p-acp	in	in	0
