SIr	SIr	n1	SIr	sir	0
,	,	,	,	,	0
if	if	cs	if	if	0
the	the	dt	the	the	0
greatnes	greatnes	n1	greatness	greatness	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
worth	worth	n1	worth	worth	0
can	can	vmb	can	can	0
extend	extend	vvi	extend	extend	0
it	it	pn31	it	it	0
selfe	selfe	n1	self	self	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
lownes	lownes	n1	lowness	lowness	0
of	of	pp-f	of	of	0
this	this	d	this	this	0
discourse	discourse	n1	discourse	discourse	0
,	,	,	,	,	0
or	or	cc	or	or	0
the	the	dt	the	the	0
dignitie	dignitie	n1	dignity	dignity	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
curtesie	curtesie	n1	courtesy	courtesy	0
(	(	(	(	(	0
in	in	p-acp	in	in	0
accepting	accepting	vvg	accepting	accept	0
my	my	po11	my	my	0
loue	loue	n1	love	love	0
)	)	)	)	)	0
proue	proue	vvb	prove	prove	0
a	a	dt	a	a	0
counterscale	counterscale	n1	counterscale	counterscale	0
to	to	p-acp	to	to	0
my	my	po11	my	my	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
sumption	sumption	n1	sumption	sumption	0
and	and	cc	and	and	0
bouldnes	bouldnes	n1	bouldnes	boldness	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
engraue	engraue	vvi	engrave	engrave	0
in	in	p-acp	in	in	0
mens	mens	ng2	men's	man	0
mindes	mindes	n2	minds	mind	0
the	the	dt	the	the	0
nobilitie	nobilitie	n1	nobility	nobility	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
hum	hum	n1	hum	hum	0
∣	∣	sy	∣	∣	0
blenes	blenes	n1	blenes	blenes	0
,	,	,	,	,	0
&	&	cc	&	and	0
fortifie	fortifie	vvi	fortify	fortify	0
my	my	po11	my	my	0
endeuours	endeuours	n2	endeavours	endeavour	0
to	to	pc-acp	to	to	0
inheigh	inheigh	vvi	inheigh	inheigh	0
∣	∣	sy	∣	∣	0
ten	ten	crd	ten	ten	0
your	your	po22	your	your	0
name	name	n1	name	name	0
and	and	cc	and	and	0
memory	memory	n1	memory	memory	0
.	.	.	.	.	1
To	To	pc-acp	To	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
tron	tron	n1	tron	tron	0
(	(	(	(	(	0
although	although	cs	although	although	0
but	but	cc-acp	but	but	0
to	to	p-acp	to	to	0
a	a	dt	a	a	0
begger	begger	n1	beggar	beggar	0
)	)	)	)	)	0
is	is	vbz	is	be	0
the	the	dt	the	the	0
office	office	n1	office	office	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
King	King	n1	King	king	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
a	a	dt	a	a	0
protector	protector	n1	protector	protector	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
