CHristian	CHristian	njp	CHristian	christian	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
name	name	n1	name	name	0
,	,	,	,	,	0
and	and	cc	and	and	0
Ca	Ca	zz	Ca	ca	0
∣	∣	sy	∣	∣	0
tholique	tholique	j	tholique	tholique	0
is	is	vbz	is	be	0
my	my	po11	my	my	0
Sirname	Sirname	n1	Surname	surname	0
:	:	:	:	:	0
the	the	dt	the	the	0
one	one	pi	one	one	0
I	I	pns11	I	i	0
chal	chal	n1	chal	chal	0
∣	∣	sy	∣	∣	0
lenge	lenge	n1	lenge	lenge	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
Bap	Bap	n1	Bap	bap	0
∣	∣	sy	∣	∣	0
tisme	tisme	n1	tisme	tisme	0
in	in	p-acp	in	in	0
Christs	Christs	npg1	Christs	Christ	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
from	from	p-acp	from	from	0
my	my	po11	my	my	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
fession	fession	n1	fession	fession	0
of	of	pp-f	of	of	0
All	All	d	All	all	0
sauing	sauing	vvg	saving	save	0
Truth	Truth	n1	Truth	truth	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
Word	Word	n1	Word	word	0
.	.	.	.	.	1
If	If	cs	If	if	0
you	you	pn22	you	you	0
question	question	vvb	question	question	0
this	this	d	this	this	0
my	my	po11	my	my	0
right	right	j-jn	right	right	0
or	or	cc	or	or	0
claime	claime	vvi	claim	claim	0
,	,	,	,	,	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
produce	produce	vvi	produce	produce	0
my	my	po11	my	my	0
Euidence	Euidence	n1	Evidence	evidence	0
out	out	av	out	out	0
of	of	pp-f	of	of	0
ancient	ancient	j	ancient	ancient	0
and	and	cc	and	and	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
doubted	doubted	vvn	doubted	doubt	0
Records	Records	n2	Records	record	0
,	,	,	,	,	0
and	and	cc	and	and	0
ioyne	ioyne	vvi	join	join	0
Issue	Issue	n1	Issue	issue	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
vpon	vpon	p-acp	upon	upon	0
the	the	dt	the	the	0
marks	marks	n2	marks	mark	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
owne	owne	d	own	own	0
Church	Church	n1	Church	church	0
;	;	;	;	;	0
Antiquitie	Antiquitie	n1	Antiquity	antiquity	0
.	.	.	.	.	1
Vniuersali	Vniuersali	np1	Vniuersali	Vniuersali	0
∣	∣	sy	∣	∣	0
tie	tie	zz	tie	tie	0
.	.	.	.	.	1
Succession	Succession	n1	Succession	succession	0
.	.	.	.	.	0
and	and	cc	and	and	0
if	if	cs	if	if	0
I	I	pns11	I	i	0
