BEloved	BEloved	j-vvn	BEloved	belove	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
It	It	pn31	It	it	0
is	is	vbz	is	be	0
now	now	av	now	now	0
full	full	j	full	full	0
eigh	eigh	vvb	eigh	eigh	0
∣	∣	sy	∣	∣	0
teen	teen	n1	teen	teen	0
years	years	n2	years	year	0
since	since	c-acp	since	since	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
placed	placed	vvn	placed	place	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
hand	hand	n1	hand	hand	0
of	of	pp-f	of	of	0
Providnce	Providnce	n1	Providnce	providnce	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
a	a	dt	a	a	0
Spirituall	Spirituall	j	Spiritual	spiritual	0
Pa	Pa	wd	Pa	pa	0
∣	∣	sy	∣	∣	0
stor	stor	n1	stor	stor	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
Mr.	Mr.	n1	Mr.	mr.	1
Robert	Robert	np1	Robert	Robert	0
Stennings	Stennings	np1	Stennings	Stennings	0
;	;	;	;	;	0
three	three	crd	three	three	0
years	years	n2	years	year	0
of	of	pp-f	of	of	0
which	which	r-crq	which	which	0
time	time	n1	time	time	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
forced	forced	vvn	forced	force	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
violence	violence	n1	violence	violence	0
of	of	pp-f	of	of	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
absent	absent	vvi	absent	absent	0
my	my	po11	my	my	0
self	self	n1	self	self	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
:	:	:	:	:	0
these	these	d	these	these	0
three	three	crd	three	three	0
years	years	n2	years	year	0
only	only	av-j	only	only	0
excepted	excepted	vvn	excepted	except	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
been	been	vbn	been	be	0
constantly	constantly	av-j	constantly	constant	0
with	with	p-acp	with	with	0
you	you	pn22	you	you	0
;	;	;	;	;	0
and	and	cc	and	and	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
given	given	vvn	given	give	0
me	me	pno11	me	i	0
much	much	d	much	much	0
health	health	n1	health	health	0
and	and	cc	and	and	0
strength	strength	n1	strength	strength	0
of	of	pp-f	of	of	0
nature	nature	n1	nature	nature	0
a	a	sy	a	a	0
∣	∣	sy	∣	∣	0
mongst	mongst	p-acp	amongst	among	0
you	you	pn22	you	you	0
,	,	,	,	,	0
so	so	av	so	so	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
spent	spent	vvn	spent	spend	0
much	much	d	much	much	0
of	of	pp-f	of	of	0
that	that	d	that	that	0
strength	strength	n1	strength	strength	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
private	private	j	private	private	0
studdies	studdies	n2	studies	study	0
,	,	,	,	,	0
and	and	cc	and	and	0
publick	publick	j	public	public	0
imployments	imployments	n2	employments	employment	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
witness	witness	n1	witness	witness	0
whereof	whereof	c-crq	whereof	whereof	0
I	I	pns11	I	i	0
can	can	vmb	can	can	0
yet	yet	av	yet	yet	0
produce	produce	vvi	produce	produce	0
diverse	diverse	j	diverse	diverse	0
volumes	volumes	n2	volumes	volume	0
of	of	pp-f	of	of	0
Sermons	Sermons	n2	Sermons	sermon	0
,	,	,	,	,	0
written	written	vvn	written	write	0
by	by	p-acp	by	by	0
me	me	pno11	me	i	0
and	and	cc	and	and	0
published	published	vvn	published	publish	0
amongst	amongst	p-acp	among	among	0
you	you	pn22	you	you	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
I	I	pns11	I	i	0
account	account	vvb	account	account	0
this	this	d	this	this	0
needless	needless	j	needless	needless	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
you	you	pn22	you	you	0
your	your	po22	your	your	0
selves	selves	n2	selves	self	0
can	can	vmb	can	can	0
witnesse	witnesse	vvi	witness	witness	0
enough	enough	av-d	enough	enough	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
touching	touching	vvg	touching	touch	0
this	this	d	this	this	0
matter	matter	n1	matter	matter	0
.	.	.	.	.	1
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
compare	compare	vvi	compare	compare	0
my	my	po11	my	my	0
self	self	n1	self	self	0
with	with	p-acp	with	with	0
other	other	j-jn	other	other	0
Spiri	Spiri	n1	Spiri	spiri	0
∣	∣	sy	∣	∣	0
tuall	tuall	j	tuall	tuall	0
Labourers	Labourers	n2	Labourers	labourer	0
in	in	p-acp	in	in	0
Gods	Gods	npg1	Gods	God	0
Vineyard	Vineyard	n1	Vineyard	vineyard	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
I	I	pns11	I	i	0
know	know	vvb	know	know	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
received	received	vvn	received	receive	0
,	,	,	,	,	0
some	some	d	some	some	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
ten	ten	crd	ten	ten	0
talents	talents	n2	talents	talent	0
,	,	,	,	,	0
some	some	d	some	some	0
five	five	crd	five	five	0
,	,	,	,	,	0
some	some	d	some	some	0
two	two	crd	two	two	0
;	;	;	;	;	0
yet	yet	av	yet	yet	0
this	this	d	this	this	0
I	I	pns11	I	i	0
may	may	vmb	may	may	0
safely	safely	av-j	safely	safe	0
say	say	vvi	say	say	0
,	,	,	,	,	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
not	not	xx	not	not	0
hid	hid	vvn	hid	hide	0
my	my	po11	my	my	0
Masters	Masters	n2	Master's	master	0
one	one	crd	one	one	0
talent	talent	n1	talon	talon	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
napkin	napkin	n1	napkin	napkin	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
have	have	vhb	have	have	0
improved	improved	vvn	improved	improve	0
