MOST	MOST	av-ds	MOST	most	0
SWEETE	SWEETE	j	SWEET	sweet	0
is	is	vbz	is	be	0
that	that	d	that	that	0
saying	saying	n-vvg	saying	say	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
sonne	sonne	n1	son	son	0
of	of	pp-f	of	of	0
GOD	GOD	np1	GOD	God	0
,	,	,	,	,	0
ChristeMat	ChristeMat	np1	ChristeMat	ChristeMat	0
.	.	.	.	.	1
5.	5.	crd	5.	5.	0
4	4	crd	4	4	1
Iesus	Iesus	np1	Iesus	Jesus	0
our	our	po12	our	our	0
lord	lord	n1	lord	lord	0
:	:	:	:	:	0
Blessed	Blessed	vvn	Blessed	bless	0
are	are	vbr	are	be	0
they	they	pns32	they	they	0
which	which	r-crq	which	which	0
mourne	mourne	n1	mourn	morn	0
:	:	:	:	:	0
because	because	c-acp	because	because	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
receiue	receiue	vvi	receive	receive	0
cōfort	cōfort	n1	comfort	comfort	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
seeing	seeing	vvg	seeing	see	0
that	that	cst	that	that	0
the	the	dt	the	the	0
calamitie	calamitie	n1	calamity	calamity	0
of	of	pp-f	of	of	0
Io	Io	np1	Io	Io	0
∣	∣	sy	∣	∣	0
seph	seph	n1	seph	seph	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mi	mi	fw-mi	mi	mi	0
∣	∣	sy	∣	∣	0
serable	serable	j	serable	serable	0
church	church	n1	church	church	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
being	being	vbg	being	be	0
now	now	av	now	now	0
oppres	oppres	vvb	oppress	oppress	0
∣	∣	sy	∣	∣	0
sed	sed	zz	sed	sed	0
with	with	p-acp	with	with	0
old-age	old-age	n1	old-age	old-age	0
,	,	,	,	,	0
and	and	cc	and	and	0
bewayling	bewayling	vvg	bewailing	bewail	0
the	the	dt	the	the	0
most	most	av-ds	most	most	0
so	so	av	so	so	0
∣	∣	sy	∣	∣	0
rowfull	rowfull	j	rowfull	rowfull	0
fates	fates	n1	fates	fates●	0
of	of	pp-f	of	of	0
her	her	po31	her	her	0
warfare	warfare	n1	warfare	warfare	0
;	;	;	;	;	0
doth	doth	vdz	does	do	0
maruey	maruey	vvi	maruey	maruey	0
∣	∣	sy	∣	∣	0
louslie	louslie	av-j	louslie	louslie	0
mooue	mooue	vvb	move	move	0
the	the	dt	the	the	0
mindes	mindes	n2	minds	mind	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
godlie	godlie	j	godly	godly	0
:	:	:	:	:	0
wee	wee	pns12	we	we	0
oughte	oughte	vmd	ought	ought	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
vs	vs	pno12	us	we	0
most	most	av-ds	most	most	0
earnestlie	earnestlie	av-j	earnestly	earnest	0
to	to	pc-acp	to	to	0
bethinke	bethinke	vvi	bethink	bethink	0
our	our	po12	our	our	0
