THe	THe	dt	THe	the	0
same	same	d	same	same	0
thing	thing	n1	thing	thing	0
chaunceth	chaunceth	vvz	chanceth	chance	0
nowe	nowe	av	now	now	0
,	,	,	,	,	0
and	and	cc	and	and	0
hath	hath	vhz	hath	have	0
chaunced	chaunced	vvn	chanced	chance	0
euer	euer	av	ever	ever	0
since	since	p-acp	since	since	0
the	the	dt	the	the	0
be	be	vbb	be	be	0
∣	∣	sy	∣	∣	0
gynning	gynning	n-vvg	ginning	gin	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
all	all	d	all	all	0
true	true	j	true	true	0
pre	pre	fw-la	pre	pre	0
∣	∣	sy	∣	∣	0
chers	chers	vvz	chers	cheer	0
,	,	,	,	,	0
and	and	cc	and	and	0
defenders	defenders	n2	defenders	defender	0
of	of	pp-f	of	of	0
Goddes	Goddes	npg1	Goddes	God	0
holy	holy	j	holy	holy	0
worde	worde	n1	word	word	0
:	:	:	:	:	0
that	that	cst	that	that	0
chaunced	chaunced	vvd	chanced	chance	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
noble	noble	j	noble	noble	0
,	,	,	,	,	0
and	and	cc	and	and	0
doughtye	doughtye	j	doughty	doughty	0
warryer	warryer	n1	warryer	warryer	0
,	,	,	,	,	0
Hercules	Hercules	np1	Hercules	Hercules	0
.	.	.	.	.	1
Hercules	Hercules	np1	Hercules	Hercules	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
loue	loue	n1	love	love	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
bare	bare	vvd	bore	bear	0
vnto	vnto	p-acp	unto	unto	0
his	his	po31	his	his	0
country	country	n1	country	country	0
toke	toke	vvd	took	take	0
many	many	d	many	many	0
a	a	dt	a	a	0
ieoperdous	ieoperdous	j	ieoperdous	ieoperdous	0
,	,	,	,	,	0
and	and	cc	and	and	0
labor	labor	vvi	labour	labour	0
sum	sum	n1	sum	sum	0
worke	worke	vvi	work	work	0
in	in	p-acp	in	in	0
hande	hande	n1	hand	hand	0
:	:	:	:	:	0
and	and	cc	and	and	0
euer	euer	av	ever	ever	0
after	after	p-acp	after	after	0
that	that	d	that	that	0
one	one	pi	one	one	0
was	was	vbds	was	be	0
ended	ended	vvn	ended	end	0
,	,	,	,	,	0
another	another	j-jn	another	another	0
began	began	vvd	began	begin	0
,	,	,	,	,	0
so	so	av	so	so	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
myght	myght	vmd	might	may	0
haue	haue	vhi	have	have	0
semed	semed	vvd	seemed	seem	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
tyed	tyed	vvn	tied	tie	0
together	together	av	together	together	0
wyth	wyth	p-acp	with	with	0
chaynes	chaynes	n2	chains	chain	0
:	:	:	:	:	0
one	one	crd	one	one	0
dyd	dyd	vdd	did	do	0
alwayes	alwayes	av	always	always	0
so	so	av	so	so	0
cōtinually	cōtinually	av-j	continually	continual	0
,	,	,	,	,	0
and	and	cc	and	and	0
almoste	almoste	av	almost	almost	0
touchingly	touchingly	av-vvg	touchingly	touch	0
folowe	folowe	vvi	follow	follow	0
onother	onother	j-jn	onother	another	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
his	his	po31	his	his	0
trouble	trouble	n1	trouble	trouble	0
and	and	cc	and	and	0
bu	bu	zz	bu	bu	0
∣	∣	sy	∣	∣	0
sines	sines	n1	sines	sines	0
,	,	,	,	,	0
that	that	cst	that	that	0
he	he	pns31	he	he	0
had	had	vhd	had	have	0
with	with	p-acp	with	with	0
the	the	dt	the	the	0
kylling	kylling	n-vvg	killing	kill	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
seuen	seuen	crd	seuen	seven	0
hed	hed	n1	head	head	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
water	water	n1	water	water	0
snake	snake	n1	snake	snake	0
called	called	vvn	called	call	0
Hydra	Hydra	np1	Hydra	Hydra	0
:	:	:	:	:	0
is	is	vbz	is	be	0
moste	moste	av-ds	most	most	0
lyke	lyke	av-j	like	like	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
poyntes	poyntes	n2	points	point	0
,	,	,	,	,	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
labour	labour	n1	labour	labour	0
sum	sum	n1	sum	sum	0
worke	worke	n1	work	work	0
of	of	pp-f	of	of	0
Christes	Christes	npg1	Christes	Christ	0
soul	soul	n1	soul	soul	0
¦	¦	sy	¦	¦	0
diers	diers	zz	diers	diers	0
,	,	,	,	,	0
and	and	cc	and	and	0
true	true	j	true	true	0
preachers	preachers	n2	preachers	preacher	0
,	,	,	,	,	0
for	for	c-acp	for	for	0
euer	euer	av	ever	ever	0
as	as	c-acp	as	as	0
he	he	pns31	he	he	0
kylled	kylled	vvd	killed	kill	0
one	one	crd	one	one	0
heade	heade	n1	head	head	0
with	with	p-acp	with	with	0
his	his	po31	his	his	0
arrowes	arrowes	n2	arrows	arrow	0
,	,	,	,	,	0
and	and	cc	and	and	0
strooke	strooke	vvd	struck	strike	0
it	it	pn31	it	it	0
of	of	pp-f	of	of	0
with	with	p-acp	with	with	0
hys	hys	po31	his	his	0
sworde	sworde	n1	sword	sword	0
:	:	:	:	:	0
There	There	pc-acp	There	there	0
rose	rose	vvd	rose	rise	0
vp	vp	a-acp	up	up	0
another	another	j-jn	another	another	0
agayne	agayne	av	again	again	0
,	,	,	,	,	0
vntyll	vntyll	p-acp	until	until	0
that	that	cst	that	that	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
he	he	pns31	he	he	0
destr	destr	n1	destr	destr	0
them	them	pno32	them	they	0
wyth	wyth	p-acp	with	with	0
fyrebran	fyrebran	n1	fyrebran	fyrebran	0
∣	∣	sy	∣	∣	0
des	des	fw-fr	des	des	0
.	.	.	.	.	1
Euen	Euen	np1	Euen	Even	0
so	so	av	so	so	0
the	the	dt	the	the	0
Aposte	Aposte	n1	Apost	apost	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
ouercōmed	ouercōmed	vvn	overcomed	overcome	0
one	one	crd	one	one	0
labour	labour	n1	labour	labour	0
,	,	,	,	,	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
cumbred	cumbred	vvn	cumbered	cumber	0
streigth	streigth	zz	streigth	streigth	0
way	way	n1	way	way	0
with	with	p-acp	with	with	0
another	another	j-jn	another	another	0
.	.	.	.	.	1
Fyrst	Fyrst	ord	Fyrst	first	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
much	much	d	much	much	0
a	a	dt	a	a	0
do	do	vdb	do	do	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
con	con	vvb	con	con	0
∣	∣	sy	∣	∣	0
uertyng	uertyng	j-vvg	uertyng	uertyng	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
from	from	p-acp	from	from	0
theyr	theyr	po32	their	their	0
euil	euil	j-jn	evil	evil	0
lyfe	lyfe	n1	life	life	0
:	:	:	:	:	0
and	and	cc	and	and	0
not	not	xx	not	not	0
a	a	dt	a	a	0
lit	lit	fw-fr	lit	lit	0
∣	∣	sy	∣	∣	0
le	le	fw-fr	le	le	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
pull	pull	vvi	pull	pull	0
them	them	pno32	them	they	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
false	false	j	false	false	0
beleue	beleue	vvi	believe	believe	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
iustified	iustified	vvn	justified	justify	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
workes	workes	n2	works	work	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
law	law	n1	law	law	0
:	:	:	:	:	0
which	which	r-crq	which	which	0
for	for	p-acp	for	for	0
all	all	d	all	all	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
kept	kept	vvd	kept	keep	0
not	not	xx	not	not	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
muche	muche	av-d	much	much	0
to	to	pc-acp	to	to	0
do	do	vdi	do	do	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
bryng	bryng	vvi	bring	bring	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
from	from	p-acp	from	from	0
the	the	dt	the	the	0
ceremonyes	ceremonyes	n2	ceremonies	ceremony	0
of	of	pp-f	of	of	0
Moyses	Moyses	np1	Moyses	Moses	0
lawe	lawe	n1	law	law	0
:	:	:	:	:	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
make	make	vvi	make	make	0
them	them	pno32	them	they	0
beleue	beleue	vvi	believe	believe	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
put	put	vvn	put	put	0
downe	downe	a-acp	down	down	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
death	death	n1	death	death	0
of	of	pp-f	of	of	0
Christe	Christe	np1	Christe	Christe	0
.	.	.	.	.	1
The	The	dt	The	the	0
turning	turning	n-vvg	turning	turn	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
heathen	heathen	j-jn	heathen	heathen	0
from	from	p-acp	from	from	0
ydolatry	ydolatry	n1	idolatry	idolatry	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
belefe	belefe	n1	belief	belief	0
in	in	p-acp	in	in	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
conuerted	conuerted	vvn	converted	convert	0
many	many	d	many	many	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Iewes	Iewes	np2	Iewes	Jew	0
,	,	,	,	,	0
was	was	vbds	was	be	0
both	both	d	both	both	0
a	a	dt	a	a	0
ieoperdous	ieoperdous	j	ieoperdous	ieoperdous	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
tumbrous	tumbrous	j	tumbrous	tumbrous	0
labour	labour	n1	labour	labour	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
ter	ter	zz	ter	ter	0
all	all	d	all	all	0
these	these	d	these	these	0
great	great	j	great	great	0
laboures	laboures	n2	labours	labour	0
,	,	,	,	,	0
there	there	a-acp	there	there	0
rose	rose	vvd	rose	rise	0
vp	vp	a-acp	up	up	0
a	a	dt	a	a	0
sort	sort	n1	sort	sort	0
of	of	pp-f	of	of	0
