THE	THE	dt	THE	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
Authority	Authority	n1	Authority	authority	0
to	to	p-acp	to	to	0
us	us	pno12	us	we	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
your	your	po22	your	your	0
Prayers	Prayers	n2	Prayers	prayer	0
;	;	;	;	;	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
Word	Word	n1	Word	word	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Commander	Commander	n1	Commander	commander	0
to	to	p-acp	to	to	0
his	his	po31	his	his	0
Souldiers	Souldiers	n2	Soldiers	soldier	0
,	,	,	,	,	0
To	To	p-acp	To	to	0
your	your	po22	your	your	0
Arms.	Arms.	n2	Arms.	arm	0
The	The	dt	The	the	0
Weapons	Weapons	n2	Weapons	weapon	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
Warfare	Warfare	n1	Warfare	warfare	0
are	are	vbr	are	be	0
not	not	xx	not	not	0
Carnal	Carnal	j	Carnal	carnal	0
but	but	p-acp	but	but	0
Spiritual	Spiritual	j	Spiritual	spiritual	0
,	,	,	,	,	0
Mighty	Mighty	j	Mighty	mighty	0
through	through	p-acp	through	through	0
God	God	np1	God	God	0
,	,	,	,	,	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
pulling	pulling	vvg	pulling	pull	0
down	down	a-acp	down	down	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
strong	strong	j	strong	strong	0
Holds	Holds	vvz	Holds	hold	0
of	of	pp-f	of	of	0
Satan	Satan	np1	Satan	Satan	0
;	;	;	;	;	0
not	not	xx	not	not	0
only	only	av-j	only	only	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Hearts	Hearts	n2	Hearts	heart	0
of	of	pp-f	of	of	0
Ʋnbelievers	Ʋnbelievers	n2	Ʋnbelievers	ʋnbeliever	0
,	,	,	,	,	0
and	and	cc	and	and	0
Enemies	Enemies	n2	Enemies	enemy	0
