THe	THe	dt	THe	the	0
great	great	j	great	great	0
work	work	n1	work	work	0
of	of	pp-f	of	of	0
Reformation	Reformation	n1	Reformation	reformation	0
which	which	r-crq	which	which	0
is	is	vbz	is	be	0
put	put	vvn	put	put	0
into	into	p-acp	into	into	0
your	your	po22	your	your	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
hath	hath	vhz	hath	have	0
many	many	d	many	many	0
and	and	cc	and	and	0
great	great	j	great	great	0
advantages	advantages	n2	advantages	advantage	0
:	:	:	:	:	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
undoubtedly	undoubtedly	av-j	undoubtedly	undoubted	0
a	a	dt	a	a	0
work	work	n1	work	work	0
which	which	r-crq	which	which	0
God	God	np1	God	God	0
alone	alone	av-j	alone	alone	0
can	can	vmb	can	can	0
bring	bring	vvi	bring	bring	0
to	to	pc-acp	to	to	0
passe	passe	vvi	pass	pass	0
:	:	:	:	:	0
That	That	cst	That	that	0
he	he	pns31	he	he	0
will	will	vmb	will	will	0
in	in	p-acp	in	in	0
his	his	po31	his	his	0
own	own	d	own	own	0
time	time	n1	time	time	0
accomplish	accomplish	vvi	accomplish	accomplish	0
it	it	pn31	it	it	0
:	:	:	:	:	0
That	That	cst	That	that	0
it	it	pn31	it	it	0
cannot	cannot	vmbx	cannot	can	0
be	be	vbi	be	be	0
wrought	wrought	vvn	wrought	wrought	0
any	any	d	any	any	0
other	other	j-jn	other	other	0
way	way	n1	way	way	0
,	,	,	,	,	0
then	then	av	then	then	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
advancement	advancement	n1	advancement	advancement	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Gospel	Gospel	n1	Gospel	gospel	0
of	of	pp-f	of	of	0
Christ	Christ	np1	Christ	Christ	0
:	:	:	:	:	0
That	That	cst	That	that	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
instrumentall	instrumentall	j	instrumental	instrumental	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
is	is	vbz	is	be	0
are	are	vbr	are	be	0
the	the	dt	the	the	0
trees	trees	n2	trees	tree	0
ofIsa	ofIsa	np1	ofIsa	ofIsa	0
6.	6.	crd	6.	6.	0
3.	3.	crd	3.	3.	0
4.	4.	crd	4.	4.	1
Righteousnes	Righteousnes	n1	Righteousness	righteousness	0
,	,	,	,	,	0
the	the	dt	the	the	0
planting	planting	n-vvg	planting	plant	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
whom	whom	ro-crq	whom	who	0
he	he	pns31	he	he	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
glorified	glorified	vvn	glorified	glorify	0
:	:	:	:	:	0
That	That	cst	That	that	0
to	to	p-acp	to	to	0
such	such	d	such	such	0
the	the	dt	the	the	0
Lord	Lord	n1	Lord	lord	0
hath	hath	vhz	hath	have	0
promised	promised	vvn	promised	promise	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
shall	shall	vmb	shall	shall	0
build	build	vvi	built	build	0
the	the	dt	the	the	0
old	old	j	old	old	0
wasts	wasts	vvz	wasts	waste	0
,	,	,	,	,	0
and	and	cc	and	and	0
raise	raise	vvi	raise	raise	0
up	up	a-acp	up	up	0
the	the	dt	the	the	0
former	former	j	former	former	0
desolations	desolations	n2	desolations	desolation	0
:	:	:	:	:	0
That	That	cst	That	that	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
oppose	oppose	vvi	oppose	oppose	0
the	the	dt	the	the	0
work	work	n1	work	work	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
hate	hate	vvb	hate	hate	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
reformed	reformed	vvn	reformed	reform	0
,	,	,	,	,	0
and	and	cc	and	and	0
know	know	vvb	know	know	0
not	not	xx	not	not	0
the	the	dt	the	the	0
joy	joy	n1	joy	joy	0
∣	∣	sy	∣	∣	0
full	full	j	full	full	0
sound	sound	n1	found	sound	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
truth	truth	n1	truth	truth	0
:	:	:	:	:	0
That	That	cst	That	that	0
all	all	d	all	all	0
such	such	d	such	such	0
as	as	c-acp	as	as	0
wait	wait	vvi	wait	wait	0
for	for	p-acp	for	for	0
God	God	np1	God	God	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
way	way	n1	way	way	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
judgements	judgements	n2	judgements	judgement	0
,	,	,	,	,	0
can	can	vmb	can	can	0
be	be	vbi	be	be	0
helpers	helpers	n2	helpers	helper	0
in	in	p-acp	in	in	0
it	it	pn31	it	it	0
:	:	:	:	:	0
That	That	cst	That	that	0
the	the	dt	the	the	0
decree	decree	n1	decree	decree	0
is	is	vbz	is	be	0
gone	gone	vvn	gone	go	0
forth	forth	av	forth	forth	0
against	against	p-acp	against	against	0
