TO	TO	p-acp	TO	to	0
THE	THE	dt	THE	the	0
Right	Right	n-jn	Right	right	0
Worshipful	Worshipful	j	Worshipful	worshipful	0
The	The	dt	The	the	0
GOVERNOR	GOVERNOR	n1	GOVERNOR	governor	0
,	,	,	,	,	0
the	the	dt	the	the	0
DEPUTY	DEPUTY	n1	DEPUTY	deputy	0
GOVERNOR	GOVERNOR	n1	GOVERNOR	governor	0
,	,	,	,	,	0
and	and	cc	and	and	0
Four	Four	crd	Four	four	0
and	and	cc	and	and	0
Twenty	Twenty	crd	Twenty	twenty	0
Committees	Committees	n2	Committees	committee	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Hono	Hono	np1	Hono	Hono	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
the	the	dt	the	the	0
EAST-INDIA	EAST-INDIA	j	EASTINDIA	eastindia	0
Company	Company	n1	Company	company	0
,	,	,	,	,	0
Viz.	Viz.	av	Viz.	viz	1
Sir	Sir	n1	Sir	sir	0
Iosiah	Iosiah	np1	Iosiah	Iosiah	0
Child	Child	n1	Child	child	0
Baronet	Baronet	n1	Baronet	baronet	0
,	,	,	,	,	0
Governor	Governor	n1	Governor	governor	0
.	.	.	.	.	1
Thomas	Thomas	np1	Thomas	Thomas	0
Papilion	Papilion	n1	Papilion	papilion	0
Esq	Esq	np1	Esq	Esq	0
Deputy	Deputy	n1	Deputy	deputy	0
.	.	.	.	.	1
The	The	dt	The	the	0
Right	Right	j-jn	Right	right	0
Honorable	Honorable	j	Honourable	honourable	0
George	George	np1	George	George	0
Earl	Earl	n1	Earl	earl	0
of	of	pp-f	of	of	0
Berkley	Berkley	np1	Berkley	Berkley	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
Ashe	Ashe	np1	Ashe	Ashe	0
Baronet	Baronet	n1	Baronet	baronet	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Samuel	Samuel	np1	Samuel	Samuel	0
Barnardiston	Barnardiston	np1	Barnardiston	Barnardiston	0
Baro	Baro	np1	Baro	Baro	0
∣	∣	sy	∣	∣	0
net	net	n1	net	net	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Christopher	Christopher	np1	Christopher	Christopher	0
Boone	Boone	n1	Boon	boon	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Thomas	Thomas	np1	Thomas	Thomas	0
Canham	Canham	np1	Canham	Canham	0
,	,	,	,	,	0
Colonel	Colonel	n1	Colonel	colonel	0
Iohn	Iohn	np1	Iohn	John	0
Clerke	Clerke	np1	Clerke	Clerke	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Iohn	Iohn	np1	Iohn	John	0
Cudworth	Cudworth	np1	Cudworth	Cudworth	0
,	,	,	,	,	0
Iohn	Iohn	np1	Iohn	John	0
Dubois	Dubois	np1	Dubois	Dubois	0
Esquire	Esquire	n1	Esquire	esquire	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Iames	Iames	np1	Iames	Iames	0
Edwards	Edwards	npg1	Edwards	Edward	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
and	and	cc	and	and	0
Alderman	Alderman	n1	Alderman	alderman	0
,	,	,	,	,	0
Richard	Richard	np1	Richard	Richard	0
Hutchinson	Hutchinson	np1	Hutchinson	Hutchinson	0
Esquire	Esquire	n1	Esquire	esquire	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Ioseph	Ioseph	np1	Ioseph	Joseph	0
Herne	Herne	np1	Herne	Herne	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
William	William	np1	William	William	0
Hedges	Hedges	n2	Hedges	hedge	0
.	.	.	.	.	1
Sir	Sir	n1	Sir	sir	0
Iohn	Iohn	np1	Iohn	John	0
Lawrence	Lawrence	np1	Lawrence	Laurence	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
and	and	cc	and	and	0
Alderman	Alderman	n1	Alderman	alderman	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	1
Nathaniel	Nathaniel	np1	Nathaniel	Nathaniel	0
Letton	Letton	np1	Letton	Letton	0
,	,	,	,	,	0
Sir	Sir	n1	Sir	sir	0
Iohn	Iohn	np1	Iohn	John	0
Moore	Moore	np1	Moore	Moore	0
Knight	Knight	n1	Knight	knight	0
,	,	,	,	,	0
and	and	cc	and	and	0
Alderman	Alderman	n1	Alderman	alderman	0
,	,	,	,	,	0
Samuel	Samuel	np1	Samuel	Samuel	0
Moyer	Moyer	np1	Moyer	Moyer	0
Esquire	Esquire	n1	Esquire	esquire	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Morden	Morden	np1	Morden	Morden	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Iohn	Iohn	np1	Iohn	John	0
Paige	Paige	np1	Paige	Paige	0
,	,	,	,	,	0
Edward	Edward	np1	Edward	Edward	0
Rudge	Rudge	np1	Rudge	Rudge	0
Esquire	Esquire	n1	Esquire	esquire	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
Ieremy	Ieremy	np1	Ieremy	Jeremy	0
Sambrooke	Sambrooke	np1	Sambrooke	Sambrooke	0
,	,	,	,	,	0
Mr.	Mr.	n1	Mr.	mr.	0
William	William	np1	William	William	0
Sedgwick	Sedgwick	np1	Sedgwick	Sedgwick	0
,	,	,	,	,	0
Robert	Robert	np1	Robert	Robert	0
Thomson	Thomson	np1	Thomson	Thomson	0
Esquire	Esquire	n1	Esquire	esquire	0
,	,	,	,	,	0
Samuel	Samuel	np1	Samuel	Samuel	0
Thomson	Thomson	np1	Thomson	Thomson	0
Esquire	Esquire	n1	Esquire	esquire	0
.	.	.	.	.	1
Iames	Iames	np1	Iames	Iames	0
Ward	Ward	n1	Ward	ward	0
Esquire	Esquire	n1	Esquire	esquire	0
.	.	.	.	.	1
