AS	AS	p-acp	AS	as	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
desirous	desirous	j	desirous	desirous	0
(	(	(	(	(	0
wor	wor	zz	wor	wor	0
∣	∣	sy	∣	∣	0
shipfull	shipfull	j	shipfull	shipfull	0
Company	Company	n1	Company	company	0
)	)	)	)	)	0
to	to	p-acp	to	to	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
tisfie	tisfie	vvi	tisfie	tisfie	0
the	the	dt	the	the	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
di	di	fw-it	di	di	0
∣	∣	sy	∣	∣	0
uers	uers	fw-la	uers	uers	0
,	,	,	,	,	0
and	and	cc	and	and	0
sundrie	sundrie	j	sundry	sundry	0
zea	zea	n1	zea	zea	0
∣	∣	sy	∣	∣	0
lous	lous	n2	lous	love	0
Catholiques	Catholiques	njp2	Catholics	catholic	0
,	,	,	,	,	0
so	so	av	so	so	0
am	am	vbm	am	be	0
I	I	pns11	I	i	0
not	not	xx	not	not	0
forgetfull	forgetfull	j	forgetful	forgetful	0
,	,	,	,	,	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
tried	tried	j-vvn	tried	try	0
fréend	fréend	n1	friend	friend	0
∣	∣	sy	∣	∣	0
ship	ship	n1	ship	ship	0
in	in	p-acp	in	in	0
a	a	dt	a	a	0
forraine	forraine	j	foreign	foreign	0
Countrie	Countrie	n1	Country	country	0
,	,	,	,	,	0
constrained	constrained	vvn	constrained	constrain	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
present	present	j	present	present	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
craue	craue	vvi	crave	crave	0
the	the	dt	the	the	0
same	same	d	same	same	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
shewe	shewe	vvi	show	show	0
my	my	po11	my	my	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
no	no	av-dx	no	no	0
lesse	lesse	av-dc	less	less	0
thank	thank	vvb	thank	thank	0
∣	∣	sy	∣	∣	0
full	full	av-j	full	full	0
,	,	,	,	,	0
then	then	av	then	then	0
mindfull	mindfull	j	mindful	mindful	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
proued	proued	j-vvn	proved	prove	0
cour	cour	fw-fr	cour	cour	0
∣	∣	sy	∣	∣	0
tesie	tesie	n1	tesie	tesie	0
.	.	.	.	.	1
Duety	Duety	n1	Duty	duty	0
bindeth	bindeth	vvz	binds	bind	0
me	me	pno11	me	i	0
to	to	pc-acp	to	to	0
sende	sende	vvi	send	send	0
vnto	vnto	p-acp	unto	unto	0
you	you	pn22	you	you	0
this	this	d	this	this	0
Oration	Oration	n1	Oration	oration	0
and	and	cc	and	and	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
made	made	vvn	made	make	0
at	at	p-acp	at	at	0
Roome	Roome	n1	Room	room	0
,	,	,	,	,	0
written	written	vvn	written	write	0
then	then	av	then	then	0
in	in	p-acp	in	in	0
Latin	Latin	jp	Latin	latin	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
nowe	nowe	av	now	now	0
in	in	p-acp	in	in	0
Englishe	Englishe	jp	English	english	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
profite	profite	n1	profit	profit	0
and	and	cc	and	and	0
commoditie	commoditie	n1	commodity	commodity	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
ruder	ruder	jc	ruder	rude	0
sort	sort	n1	sort	sort	0
(	(	(	(	(	0
who	who	r-crq	who	who	0
vn	vn	zz	vn	vn	0
∣	∣	sy	∣	∣	0
derstand	derstand	vvb	derstand	derstand	0
not	not	xx	not	not	0
the	the	dt	the	the	0
Latin	Latin	jp	Latin	latin	0
tongue	tongue	n1	tongue	tongue	0
)	)	)	)	)	0
which	which	r-crq	which	which	0
Oration	Oration	n1	Oration	oration	0
and	and	cc	and	and	0
Sermon	Sermon	n1	Sermon	sermon	0
,	,	,	,	,	0
notwithstan	notwithstan	fw-mi	notwithstan	notwithstan	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
,	,	,	,	,	0
I	I	pns11	I	i	0
purpose	purpose	vvb	purpose	purpose	0
God	God	np1	God	God	0
willing	willing	j	willing	willing	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
per	per	fw-la	per	per	0
∣	∣	sy	∣	∣	0
mission	mission	n1	mission	mission	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
Superiours	Superiours	n2-jn	Superiors	superior	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
once	once	a-acp	once	once	0
written	written	vvn	written	write	0
and	and	cc	and	and	0
registred	registred	vvn	registered	register	0
at	at	p-acp	at	at	0
Roome	Roome	n1	Room	room	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Latin	Latin	jp	Latin	latin	0
tongue	tongue	n1	tongue	tongue	0
,	,	,	,	,	0
so	so	av	so	so	0
to	to	pc-acp	to	to	0
write	write	vvi	write	write	0
it	it	pn31	it	it	0
a	a	dt	a	a	0
∣	∣	sy	∣	∣	0
gaine	gaine	n1	gain	gain	0
,	,	,	,	,	0
and	and	cc	and	and	0
bring	bring	vvb	bring	bring	0
it	it	pn31	it	it	0
to	to	p-acp	to	to	0
light	light	n1	light	light	0
.	.	.	.	.	1
My	My	po11	My	my	0
intent	intent	n1	intent	intent	0
and	and	cc	and	and	0
purpose	purpose	n1	purpose	purpose	0
is	is	vbz	is	be	0
not	not	xx	not	not	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
writing	writing	vvg	writing	write	0
this	this	d	this	this	0
booke	booke	n1	book	book	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
gape	gape	vvi	gape	gape	0
for	for	p-acp	for	for	0
popular	popular	j	popular	popular	0
applause	applause	n1	applause	applause	0
,	,	,	,	,	0
and	and	cc	and	and	0
to	to	pc-acp	to	to	0
hunt	hunt	vvi	hunt	hunt	0
after	after	p-acp	after	after	0
prayse	prayse	n1	praise	praise	0
:	:	:	:	:	0
but	but	cc-acp	but	but	0
to	to	pc-acp	to	to	0
signifie	signifie	vvi	signify	signify	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
world	world	n1	world	world	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
bene	bene	vbn	be	be	0
,	,	,	,	,	0
and	and	cc	and	and	0
what	what	r-crq	what	what	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
doone	doone	vdn	done	do	0
.	.	.	.	.	1
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
been	been	vbn	been	be	0
a	a	dt	a	a	0
member	member	n1	member	member	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Romishe	Romishe	jp	Romish	romish	0
Church	Church	n1	Church	church	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
well	well	av	well	well	0
knowne	knowne	vvn	known	know	0
to	to	p-acp	to	to	0
many	many	d	many	many	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
bothe	bothe	av-d	both	both	0
knewe	knewe	vvd	knew	know	0
me	me	pno11	me	i	0
,	,	,	,	,	0
and	and	cc	and	and	0
were	were	vbdr	were	be	0
conuersant	conuersant	j	conversant	conversant	0
with	with	p-acp	with	with	0
me	me	pno11	me	i	0
at	at	p-acp	at	at	0
Roome	Roome	n1	Room	room	0
.	.	.	.	.	1
And	And	cc	And	and	0
at	at	p-acp	at	at	0
my	my	po11	my	my	0
first	first	ord	first	first	0
comming	comming	n-vvg	coming	come	0
to	to	p-acp	to	to	0
that	that	cst	that	that	0
Babilonicall	Babilonicall	jp	Babilonicall	babilonicall	0
Cittie	Cittie	n1	City	city	0
,	,	,	,	,	0
I	I	pns11	I	i	0
was	was	vbds	was	be	0
suspec	suspec	fw-la	suspec	suspec	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
to	to	pc-acp	to	to	0
haue	haue	vhi	have	have	0
bene	bene	vbn	be	be	0
an	an	dt	and	a	0
Hereticke	Hereticke	n1	Heretic	heretic	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
so	so	av	so	so	0
tearme	tearme	vvi	term	term	0
they	they	pns32	they	they	0
Christian	Christian	njp	Christian	christian	0
Catholiques	Catholiques	njp2	Catholics	catholic	0
)	)	)	)	)	0
wherefore	wherefore	c-crq	wherefore	wherefore	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
meanes	meanes	n2	means	mean	0
of	of	pp-f	of	of	0
an	an	dt	and	a	0
Eng	Eng	np1	Eng	Eng	0
∣	∣	sy	∣	∣	0
lish	lish	uh	lish	lish	0
man	man	n1	man	man	0
,	,	,	,	,	0
named	named	vvn	nam	name	0
Salomon	Salomon	np1	Salomon	Salomon	0
Aldred	Aldred	np1	Aldred	Aldred	0
,	,	,	,	,	0
some	some	d	some	some	0
∣	∣	sy	∣	∣	0
time	time	fw-gr	time	time	0
a	a	dt	a	a	0
dweller	dweller	n1	dweller	dweller	0
in	in	p-acp	in	in	0
Birchen	Birchen	j	Birchen	birchen	0
lane	lane	n1	lane	lane	0
in	in	p-acp	in	in	0
Lon	Lon	zz	Lon	lon	0
∣	∣	sy	∣	∣	0
don	don	n1	dONE	don	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
was	was	vbds	was	be	0
maried	maried	vvn	married	marry	0
,	,	,	,	,	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
bene	bene	vbn	be	be	0
in	in	p-acp	in	in	0
my	my	po11	my	my	0
company	company	n1	company	company	0
in	in	p-acp	in	in	0
France	France	np1	France	France	0
