WHat	WHat	q-crq	WHat	what	0
your	your	po22	your	your	0
Honour	Honour	n1	Honour	honour	0
commanded	commanded	vvd	commanded	command	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
performed	performed	vvn	performed	perform	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
God	God	np1	God	God	0
en	en	fw-fr	en	en	0
∣	∣	sy	∣	∣	0
abled	abled	j-vvn	abled	able	0
.	.	.	.	.	1
This	This	d	This	this	0
Sermon	Sermon	n1	Sermon	sermon	0
which	which	r-crq	which	which	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
powerfull	powerfull	j	powerful	powerful	0
Authoritie	Authoritie	n1	Authority	authority	0
I	I	pns11	I	i	0
preached	preached	vvd	preached	preach	0
,	,	,	,	,	0
is	is	vbz	is	be	0
now	now	av	now	now	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
request	request	n1	request	request	0
of	of	pp-f	of	of	0
many	many	d	many	many	0
religious	religious	j	religious	religious	0
friends	friends	n2	friends	friend	0
prin	prin	vvb	prin	prin	0
∣	∣	sy	∣	∣	0
ted	ted	n1	ted	ted	0
,	,	,	,	,	0
and	and	cc	and	and	0
beggeth	beggeth	vvz	beggeth	beg	0
shelter	shelter	n1	shelter	shelter	0
and	and	cc	and	and	0
protection	protection	n1	protection	protection	0
vnder	vnder	p-acp	under	under	0
your	your	po22	your	your	0
Lord	Lord	n1	Lord	lord	0
∣	∣	sy	∣	∣	0
ships	ships	n2	ships	ship	0
iudicious	iudicious	j	judicious	judicious	0
and	and	cc	and	and	0
reuerend	reuerend	j-jn	reverend	reverend	0
approbation	approbation	n1	approbation	approbation	0
.	.	.	.	.	1
It	It	pn31	It	it	0
was	was	vbds	was	be	0
harkened	harkened	vvn	hearkened	hearken	0
to	to	p-acp	to	to	0
attentiuely	attentiuely	av-j	attentively	hotly	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
Honourable	Honourable	j	Honourable	honourable	0
Lord	Lord	n1	Lord	lord	0
MAYOR	MAYOR	n1	MAYOR	mayor	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
publishing	publishing	vvg	publishing	publish	0
of	of	pp-f	of	of	0
it	it	pn31	it	it	0
afterwards	afterwards	av	afterwards	afterward	0
earnestly	earnestly	av-j	earnestly	earnest	0
requested	requested	vvn	requested	request	0
by	by	p-acp	by	by	0
him	him	pno31	him	he	0
,	,	,	,	,	0
whose	whose	rg-crq	whose	who	0
true	true	j	true	true	0
loue	loue	n1	love	love	0
to	to	p-acp	to	to	0
learning	learning	n1	learning	learning	0
,	,	,	,	,	0
may	may	vmb	may	may	0
challenge	challenge	vvi	challenge	challenge	0
a	a	dt	a	a	0
greater	greater	jc	greater	great	0
duety	duety	n1	duty	duty	0
from	from	p-acp	from	from	0
more	more	av-dc	more	more	0
worthy	worthy	j	worthy	worthy	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
then	then	cs	then	than	0
these	these	d	these	these	0
rude	rude	j	rude	rude	0
first-fruits	first-fruits	n2	firstfruits	first-fruit	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
paines	paines	n2	pains	pain	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
Crosse	Crosse	n1	Cross	cross	0
.	.	.	.	.	1
