DEarely	DEarely	av-jn	Dearly	dear	0
be	be	vbi	be	be	0
∣	∣	sy	∣	∣	0
loued	loued	j-vvn	loved	love	0
:	:	:	:	:	0
my	my	po11	my	my	0
hearts	hearts	n2	hearts	heart	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
sire	sire	n1	sire	sire	0
,	,	,	,	,	0
and	and	cc	and	and	0
prayer	prayer	n1	prayer	prayer	0
to	to	p-acp	to	to	0
God	God	np1	God	God	0
for	for	p-acp	for	for	0
you	you	pn22	you	you	0
,	,	,	,	,	0
is	is	vbz	is	be	0
,	,	,	,	,	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
sa	sa	uh	sa	sa	0
∣	∣	sy	∣	∣	0
ued	ued	zz	ued	ued	0
:	:	:	:	:	0
And	And	cc	And	and	0
that	that	cst	that	that	0
ye	ye	pn22	you	you	0
may	may	vmb	may	may	0
be	be	vbi	be	be	0
the	the	dt	the	the	0
better	better	jc	better	better	0
perswa	perswa	uh	perswa	perswa	0
∣	∣	sy	∣	∣	0
ded	ded	j	dead	dead	0
of	of	pp-f	of	of	0
my	my	po11	my	my	0
heartie	heartie	j	hearty	hearty	0
af	af	pp-f	of	of	0
∣	∣	sy	∣	∣	0
fection	fection	n1	fection	fection	0
to	to	p-acp	to	to	0
you-wards	you-wards	n2	youwards	youward	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
heere	heere	av	here	here	0
presen	presen	fw-mi	presen	presen	0
∣	∣	sy	∣	∣	0
ted	ted	vvn	ted	t	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
eyes	eyes	n2	eyes	eye	0
,	,	,	,	,	0
that	that	cst	that	that	0
which	which	r-crq	which	which	0
heretofore	heretofore	av	heretofore	heretofore	0
hath	hath	vhz	hath	have	0
been	been	vbn	been	be	0
offred	offred	vvn	offered	offer	0
vnto	vnto	p-acp	unto	unto	0
your	your	po22	your	your	0
eares	eares	n2	ears	ear	0
;	;	;	;	;	0
nothing	nothing	pix	nothing	nothing	0
doub	doub	vvi	doub	doub	0
∣	∣	sy	∣	∣	0
ting	ting	uh	ting	ting	0
but	but	p-acp	but	but	0
that	that	d	that	that	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
then	then	cs	then	than	0
it	it	pn31	it	it	0
found	found	vvd	found	find	0
attentiue	attentiue	j	attentive	attentive	0
audi	audi	fw-la	audi	audi	0
∣	∣	sy	∣	∣	0
ence	ence	n1	ence	ence	0
,	,	,	,	,	0
so	so	av	so	so	0
now	now	av	now	now	0
it	it	pn31	it	it	0
shall	shall	vmb	shall	shall	0
receiue	receiue	vvi	receive	receive	0
kinde	kinde	n1	kind	kind	0
accep	accep	vvi	accept	accept	0
∣	∣	sy	∣	∣	0
tance	tance	n1	tance	tance	0
.	.	.	.	.	1
Yee	Yee	pn22	Ye	you	0
haue	haue	vhb	have	have	0
runne	runne	vvn	run	run	0
well	well	av	well	well	0
,	,	,	,	,	0
endure	endure	vvb	endure	endure	0
vnto	vnto	p-acp	unto	unto	0
the	the	dt	the	the	0
end	end	n1	end	end	0
,	,	,	,	,	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
may	may	vmb	may	may	0
bee	bee	vbi	be	be	0
saued	saued	vvn	saved	save	0
.	.	.	.	.	1
To	To	p-acp	To	to	0
helpe	helpe	n1	help	help	0
you	you	pn22	you	you	0
and	and	cc	and	and	0
others	others	ng2-jn	others	other	0
forward	forward	j	forward	forward	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
Christian	Christian	njp	Christian	christian	0
race	race	n1	raze	race	0
,	,	,	,	,	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
vndertaken	vndertaken	vvn	undertaken	undertake	0
this	this	d	this	this	0
taske	taske	n1	task	task	0
,	,	,	,	,	0
hoping	hoping	vvg	hoping	hope	0
that	that	cst	that	that	0
yee	yee	pn22	ye	you	0
vvill	vvill	vmb	will	will	0
haue	haue	vhi	have	have	0
remem	remem	fw-la	remem	remem	0
∣	∣	sy	∣	∣	0
brance	brance	n1	brance	brance	0
of	of	pp-f	of	of	0
these	these	d	these	these	0
things	things	n2	things	thing	0
after	after	p-acp	after	after	0
my	my	po11	my	my	0
departing	departing	n-vvg	departing	depart	0
from	from	p-acp	from	from	0
you	you	pn22	you	you	0
,	,	,	,	,	0
that	that	cst	that	that	0
so	so	av	so	so	0
yee	yee	pn22	ye	you	0
may	may	vmb	may	may	0
follow	follow	vvi	follow	follow	0
the	the	dt	the	the	0
truth	truth	n1	truth	truth	0
in	in	p-acp	in	in	0
loue	loue	n1	love	love	0
,	,	,	,	,	0
&	&	cc	&	and	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
things	things	n2	things	thing	0
