RENOWNED	RENOWNED	j-vvn	RENOWNED	renown	0
CA	CA	zz	CA	ca	0
∣	∣	sy	∣	∣	0
THOLIQVES	THOLIQVES	np2	THOLIQVES	tholiqve	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	1
True	True	j	True	true	0
it	it	pn31	it	it	0
is	is	vbz	is	be	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
wise	wise	j	wise	wise	0
man	man	n1	man	man	0
Prou.	Prou.	np1	Prou.	Prou.	0
cap	cap	n1	cap	cap	0
.	.	.	.	.	1
21.	21.	crd	21.	21.	0
vers	vers	fw-la	vers	vers	0
.	.	.	.	.	1
30.	30.	crd	30.	30.	0
auerreth	auerreth	vvz	averreth	aver	0
,	,	,	,	,	0
that	that	cst	that	that	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
wis	wis	vvb	wis	wis	0
∣	∣	sy	∣	∣	0
dome	dome	n1	dome	dome	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
prudence	prudence	n1	prudence	prudence	0
,	,	,	,	,	0
there	there	pc-acp	there	there	0
is	is	vbz	is	be	0
no	no	dx	no	no	0
counsell	counsell	n1	counsel	counsel	0
against	against	p-acp	against	against	0
our	our	po12	our	our	0
Lord	Lord	n1	Lord	lord	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
as	as	p-acp	as	as	0
no	no	dx	no	no	0
creature	creature	n1	creature	creature	0
can	can	vmb	can	can	0
resist	resist	vvi	resist	resist	0
his	his	po31	his	his	0
power	power	n1	power	power	0
,	,	,	,	,	0
so	so	av	so	so	0
none	none	pix	none	none	0
can	can	vmb	can	can	0
ouer-reache	ouer-reache	j	overreach	overreach	0
his	his	po31	his	his	0
wisdome	wisdome	n1	wisdom	wisdom	0
.	.	.	.	.	1
Pharao	Pharao	np1	Pharao	Pharaoh	0
by	by	p-acp	by	by	0
all	all	d	all	all	0
his	his	po31	his	his	0
policie	policie	n1	policy	policy	0
and	and	cc	and	and	0
po	po	n2	po	po	0
∣	∣	sy	∣	∣	0
wer	wer	fw-ge	wer	wer	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
extinguish	extinguish	vvi	extinguish	extinguish	0
the	the	dt	the	the	0
Israë	Israë	np1	Israë	Israë	0
∣	∣	sy	∣	∣	0
lites	lites	vvz	lights	light	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
Exod.	Exod.	np1	Exod.	Exod.	0
c	c	sy	c	c	0
.	.	.	.	.	1
1.	1.	crd	1.	1.	0
v.	v.	n1	v.	v.	0
12.	12.	crd	12.	12.	0
the	the	pno32	thee	they	0
more	more	av-dc	more	more	0
he	he	pns31	he	he	0
oppressed	oppressed	vvd	oppressed	oppress	0
them	them	pno32	them	they	0
,	,	,	,	,	0
the	the	dt	the	the	0
more	more	av-dc	more	more	0
they	they	pns32	they	they	0
multiplied	multiplied	vvd	multiplied	multiply	0
.	.	.	.	.	1
Why	Why	q-crq	Why	why	0
?	?	?	?	?	1
God	God	np1	God	God	0
stood	stood	vvd	stood	stand	0
for	for	p-acp	for	for	0
them	them	pno32	them	they	0
.	.	.	.	.	1
Herod	Herod	np1	Herod	Herod	0
could	could	vmd	could	can	0
not	not	xx	not	not	0
kill	kill	vvi	kill	kill	0
Christ	Christ	np1	Christ	Christ	0
,	,	,	,	,	0
though	though	cs	though	though	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
sure	sure	j	sure	sure	0
of	of	pp-f	of	of	0
him	him	pno31	him	he	0
he	he	pns31	he	he	0
killed	killed	vvd	killed	kill	0
Matt.	Matt.	np1	Matt.	Matt.	0
c	c	sy	c	c	0
.	.	.	.	.	1
2.	2.	crd	2.	2.	0
v.	v.	n1	v.	v.	0
16.	16.	crd	16.	16.	0
all	all	d	all	all	0
the	the	dt	the	the	0
litleones	litleones	n2	litleones	litleone	0
in	in	p-acp	in	in	0
and	and	cc	and	and	0
about	about	a-acp	about	about	0
Bethleem	Bethleem	np1	Bethleem	Bethleem	0
.	.	.	.	.	1
Why	Why	q-crq	Why	why	0
?	?	?	?	?	0
the	the	dt	the	the	0
diuini	diuini	fw-la	diuini	diuini	0
∣	∣	sy	∣	∣	0
tie	tie	n1	tie	tie	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
him	him	pno31	him	he	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
him	him	pno31	him	he	0
.	.	.	.	.	1
Saule	Saule	np1	Saule	Saul	0
could	could	vmd	could	can	0
neuer	neuer	av-x	never	never	0
ruine	ruine	vvi	ruin	ruin	0
Dauid	Dauid	np1	Dauid	David	0
.	.	.	.	.	1
Why	Why	q-crq	Why	why	0
?	?	?	?	?	1
God	God	np1	God	God	0
was	was	vbds	was	be	0
with	with	p-acp	with	with	0
Dauid	Dauid	np1	Dauid	David	0
and	and	cc	and	and	0
had	had	vhd	had	have	0
for	for	p-acp	for	for	0
∣	∣	sy	∣	∣	0
saken	saken	n-vvn	saken	saken	0
Saule	Saule	np1	Saule	Saul	0
.	.	.	.	.	1
There	There	pc-acp	There	there	0
was	was	vbds	was	be	0
made	made	vvn	made	make	0
a	a	dt	a	a	0
long	long	j	long	long	0
strife	strife	n1	strife	strife	0
(	(	(	(	(	0
saieth	saieth	vvz	sayeth	say	0
2.	2.	crd	2.	2.	1
Reg.	Reg.	np1	Reg.	Reg.	0
c	c	sy	c	c	0
.	.	.	.	.	1
3.	3.	crd	3.	3.	0
v.	v.	n1	v.	v.	0
1.	1.	crd	1.	1.	0
holie	holie	j	holy	holy	0
Scripture	Scripture	n1	Scripture	scripture	0
)	)	)	)	)	0
between	between	p-acp	between	between	0
the	the	dt	the	the	0
howse	howse	n1	house	house	0
of	of	pp-f	of	of	0
Saule	Saule	np1	Saule	Saul	0
and	and	cc	and	and	0
the	the	dt	the	the	0
howse	howse	n1	house	house	0
of	of	pp-f	of	of	0
Dauid	Dauid	np1	Dauid	David	0
;	;	;	;	;	0
Dauid	Dauid	np1	Dauid	David	0
alwaies	alwaies	av	always	always	0
prospering	prospering	vvg	prospering	prosper	0
,	,	,	,	,	0
and	and	cc	and	and	0
alweies	alweies	vvz	alweies	alwey	0
stronger	stronger	jc	stronger	strong	0
then	then	cs	then	than	0
him	him	pno31	him	he	0
selfe	selfe	n1	self	self	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
the	the	dt	the	the	0
howse	howse	n1	house	house	0
of	of	pp-f	of	of	0
Saule	Saule	np1	Saule	Saul	0
decreasing	decreasing	vvg	decreasing	decrease	0
dailie	dailie	av-j	daily	daily	0
.	.	.	.	.	1
