May	May	vmb	May	may	0
it	it	pn31	it	it	0
Please	Please	vvb	Please	please	0
Your	Your	po22	Your	your	0
Majesty	Majesty	n1	Majesty	majesty	0
,	,	,	,	,	0
ONE	ONE	crd	ONE	one	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Principal	Principal	j-jn	Principal	principal	0
Graces	Graces	n2	Graces	grace	0
which	which	r-crq	which	which	0
it	it	pn31	it	it	0
hath	hath	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
Almighty	Almighty	j-jn	Almighty	almighty	0
God	God	np1	God	God	0
to	to	pc-acp	to	to	0
shew	shew	vvi	show	show	0
me	me	pno11	me	i	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
Preser	Preser	np1	Preser	Preser	0
∣	∣	sy	∣	∣	0
ving	ving	vhg	ving	ve	0
me	me	pno11	me	i	0
from	from	p-acp	from	from	0
so	so	av	so	so	0
many	many	d	many	many	0
Perils	Perils	n2	Perils	peril	0
and	and	cc	and	and	0
Dangers	Dangers	n2	Dangers	danger	0
that	that	cst	that	that	0
I	I	pns11	I	i	0
have	have	vhb	have	have	0
run	run	vvn	run	run	0
through	through	a-acp	through	through	0
in	in	p-acp	in	in	0
Travelling	Travelling	vvg	Traveling	travel	0
about	about	p-acp	about	about	0
the	the	dt	the	the	0
World	World	n1	World	world	0
,	,	,	,	,	0
is	is	vbz	is	be	0
this	this	d	this	this	0
,	,	,	,	,	0
To	To	pc-acp	To	to	0
see	see	vvi	see	see	0
my	my	po11	my	my	0
self	self	n1	self	self	0
at	at	p-acp	at	at	0
present	present	j	present	present	0
at	at	p-acp	at	at	0
Your	Your	po22	Your	your	0
Majesty's	Majesty's	ng1	Majesty's	majesty	0
Feet	Feet	n2	Feet	foot	0
,	,	,	,	,	0
offering	offering	vvg	offering	offer	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
all	all	d	all	all	0
Hu	Hu	uh	Hu	hu	0
∣	∣	sy	∣	∣	0
mility	mility	n1	mility	mility	0
