Christian	Christian	np1	Christian	Christian	0
Reader	Reader	n1	Reader	reader	0
,	,	,	,	,	0
OUt	OUt	av	OUt	out	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
Respect	Respect	n1	Respect	respect	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
Glory	Glory	n1	Glory	glory	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
great	great	j	great	great	0
God	God	np1	God	God	0
,	,	,	,	,	0
who	who	r-crq	who	who	0
is	is	vbz	is	be	0
a	a	dt	a	a	0
God	God	n1	God	god	0
that	that	cst	that	that	0
will	will	vmb	will	will	0
he	he	pns31	he	he	0
worshipped	worshipped	vvd	worshipped	worship	0
by	by	p-acp	by	by	0
true	true	j	true	true	0
Worshippers	Worshippers	n2	Worshippers	worshipper	0
in	in	p-acp	in	in	0
Spirit	Spirit	n1	Spirit	spirit	0
and	and	cc	and	and	0
in	in	p-acp	in	in	0
Truth	Truth	n1	Truth	truth	0
,	,	,	,	,	0
as	as	c-acp	as	as	0
also	also	av	also	also	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
Desire	Desire	n1	Desire	desire	0
of	of	pp-f	of	of	0
thy	thy	po21	thy	thy	0
eter	eter	wd	eater	eter	0
∣	∣	sy	∣	∣	0
nal	nal	j	nal	nal	0
good	good	j	good	good	0
;	;	;	;	;	0
here	here	av	here	here	0
is	is	vbz	is	be	0
presented	presented	vvn	presented	present	0
this	this	d	this	this	0
following	following	j-vvg	following	follow	0
Treatise	Treatise	n1	Treatise	treatise	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
formerly	formerly	av-j	formerly	former	0
Penned	Penned	vvn	Penned	pen	0
by	by	p-acp	by	by	0
some	some	d	some	some	0
Eminent	Eminent	j	Eminent	eminent	0
Orthodox	Orthodox	n1	Orthodox	orthodox	0
Divines	Divines	vvz	Divines	divine	0
,	,	,	,	,	0
Late	Late	av-j	Late	late	0
Non-Conformists	Non-Conformists	j	Nonconformists	nonconformists	0
,	,	,	,	,	0
wherein	wherein	c-crq	wherein	wherein	0
are	are	vbr	are	be	0
many	many	d	many	many	0
solid	solid	j	solid	solid	0
Arguments	Arguments	n2	Arguments	argument	0
,	,	,	,	,	0
and	and	cc	and	and	0
Reasons	Reasons	n2	Reasons	reason	0
,	,	,	,	,	0
declaring	declaring	vvg	declaring	declare	0
,	,	,	,	,	0
and	and	cc	and	and	0
clearly	clearly	av-j	clearly	clear	0
proving	proving	vvg	proving	prove	0
,	,	,	,	,	0
the	the	dt	the	the	0
Book	Book	n1	Book	book	0
of	of	pp-f	of	of	0
Common-Prayer	Common-Prayer	n1	Common-Prayer	commonprayer	0
,	,	,	,	,	0
or	or	cc	or	or	0
Litur	Litur	fw-la	Litur	litur	0
∣	∣	sy	∣	∣	0
gie	gie	n1	gie	gie	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
