Right	Right	av-jn	Right	right	0
noble	noble	j	noble	noble	0
Madames	Madames	n2	Madames	madam	0
(	(	(	(	(	0
and	and	cc	and	and	0
more	more	av-dc	more	more	0
noble	noble	j	noble	noble	0
in	in	p-acp	in	in	0
that	that	d	that	that	0
de	de	fw-fr	de	de	0
∣	∣	sy	∣	∣	0
uout	uout	j	uout	uout	0
)	)	)	)	)	0
I	I	pns11	I	i	0
haue	haue	vhb	have	have	0
made	made	vvn	made	make	0
you	you	pn22	you	you	0
patronesses	patronesses	n2	patronesses	patroness	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
iust	iust	j	just	just	0
cause	cause	n1	cause	cause	0
,	,	,	,	,	0
the	the	dt	the	the	0
teares	teares	n2	tears	tear	0
of	of	pp-f	of	of	0
a	a	dt	a	a	0
matchlesse	matchlesse	j	matchless	matchless	0
mother	mother	n1	mother	mother	0
,	,	,	,	,	0
shed	shed	vvn	shed	shed	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
Sauior	Sauior	n1	Saviour	saviour	0
&	&	cc	&	and	0
a	a	dt	a	a	0
sonne	sonne	n1	son	son	0
:	:	:	:	:	0
If	If	cs	If	if	0
to	to	pc-acp	to	to	0
begin	begin	vvi	begin	begin	0
your	your	po22	your	your	0
new	new	j	new	new	0
yeere	yeere	n1	year	year	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
but	but	cc-acp	but	but	0
peruse	peruse	vvi	peruse	peruse	0
these	these	d	these	these	0
in	in	p-acp	in	in	0
deuotion	deuotion	n1	devotion	devotion	0
,	,	,	,	,	0
I	I	pns11	I	i	0
doubt	doubt	vvb	doubt	doubt	0
but	but	cc-acp	but	but	0
they	they	pns32	they	they	0
wil	wil	vmb	will	will	0
proue	proue	vvi	prove	prove	0
holy	holy	j	holy	holy	0
motiues	motiues	n2	motives	motive	0
of	of	pp-f	of	of	0
meditation	meditation	n1	meditation	meditation	0
:	:	:	:	:	0
in	in	p-acp	in	in	0
shed	shed	vvi	shed	shed	0
∣	∣	sy	∣	∣	0
ding	ding	uh	ding	ding	0
one	one	crd	one	one	0
teare	teare	n1	tear	tear	0
with	with	p-acp	with	with	0
Marie	Marie	np1	Marie	Marie	0
,	,	,	,	,	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
con	con	vvi	con	con	0
∣	∣	sy	∣	∣	0
fesse	fesse	vvb	fesse	fesse	0
with	with	p-acp	with	with	0
Barnard	Barnard	np1	Barnard	Barnard	0
,	,	,	,	,	0
that	that	cst	that	that	0
you	you	pn22	you	you	0
purchase	purchase	vvb	purchase	purchase	0
much	much	d	much	much	0
interest	interest	n1	interest	interest	0
in	in	p-acp	in	in	0
Iesus	Iesus	np1	Iesus	Jesus	0
.	.	.	.	.	1
I	I	pns11	I	i	0
ioyne	ioyne	vvb	join	join	0
you	you	pn22	you	you	0
in	in	p-acp	in	in	0
this	this	d	this	this	0
greatest	greatest	js	greatest	great	0
of	of	pp-f	of	of	0
your	your	po22	your	your	0
honors	honors	n2	honours	honour	0
,	,	,	,	,	0
not	not	xx	not	not	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
births	births	ng1	births	birth	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
wee	wee	pns12	we	we	0
may	may	vmb	may	may	0
disparage	disparage	vvi	disparage	disparage	0
our	our	po12	our	our	0
selues	selues	n2	selves	self	0
)	)	)	)	)	0
neither	neither	av-d	neither	neither	0
your	your	po22	your	your	0
wealth	wealth	n1	wealth	wealth	0
sake	sake	n1	sake	sake	0
,	,	,	,	,	0
(	(	(	(	(	0
for	for	c-acp	for	for	0
riches	riches	n2	riches	riches	0
are	are	vbr	are	be	0
as	as	p-acp	as	as	0
the	the	dt	the	the	0
deaw	deaw	n1	dew	dew	0
in	in	p-acp	in	in	0
Aprill	Aprill	np1	Aprill	April	0
)	)	)	)	)	0
but	but	cc-acp	but	but	0
for	for	p-acp	for	for	0
your	your	po22	your	your	0
ver	ver	fw-la	ver	ver	0
∣	∣	sy	∣	∣	0
tue	tue	uh	tue	tue	0
sake	sake	n1	sake	sake	0
(	(	(	(	(	0
which	which	r-crq	which	which	0
retaineth	retaineth	vvz	retaineth	retain	0
this	this	d	this	this	0
qualitie	qualitie	n1	quality	quality	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Sunne	Sunne	n1	Sun	sun	0
,	,	,	,	,	0
communicating	communicating	vvg	communicating	communicate	0
his	his	po31	his	his	0
beames	beames	n2	beams	beam	0
to	to	p-acp	to	to	0
all	all	d	all	all	0
things	things	n2	things	thing	0
,	,	,	,	,	0
inriching	inriching	vvg	enriching	enrich	0
euerie	euerie	d	every	every	0
one	one	pi	one	one	0
without	without	p-acp	without	without	0
