ALthough	ALthough	cs	ALthough	although	0
god	god	n1	god	god	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
mere	mere	j	mere	mere	0
goodnes	goodnes	n1	goodness	goodness	0
hath	hath	vhz	hath	have	0
geuē	geuē	vvn	given	give	0
to	to	p-acp	to	to	0
your	your	po22	your	your	0
Ma	Ma	fw-fr	Ma	ma	0
∣	∣	sy	∣	∣	0
iestie	iestie	n1	iestie	iestie	0
moste	moste	av-ds	most	most	0
rich	rich	j	rich	rich	0
treasures	treasures	n2	treasures	treasure	0
,	,	,	,	,	0
moste	moste	av-ds	most	most	0
large	large	j	large	large	0
kingdomes	kingdomes	n2	kingdoms	kingdom	0
,	,	,	,	,	0
speciall	speciall	j	special	special	0
grace	grace	n1	grace	grace	0
and	and	cc	and	and	0
loue	loue	n1	love	love	0
of	of	pp-f	of	of	0
al	al	d	all	all	0
people	people	n1	people	people	0
,	,	,	,	,	0
moste	moste	av-ds	most	most	0
high	high	j	high	high	0
nobilitie	nobilitie	n1	nobility	nobility	0
of	of	pp-f	of	of	0
bludde	bludde	n1	blood	blood	0
,	,	,	,	,	0
moste	moste	ds	most	most	0
singu	singu	n1	singu	singu	0
∣	∣	sy	∣	∣	0
ler	ler	vvb	ler	let	0
ornamentes	ornamentes	n2	ornaments	ornament	0
bothe	bothe	d	both	both	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
bo	bo	zz	bo	bo	0
∣	∣	sy	∣	∣	0
dy	dy	n1	die	die	0
and	and	cc	and	and	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
minde	minde	n1	mind	mind	0
,	,	,	,	,	0
partely	partely	av	partly	partly	0
com	com	vvi	come	come	0
∣	∣	sy	∣	∣	0
myng	myng	j	ming	ming	0
onely	onely	av-j	only	only	0
of	of	pp-f	of	of	0
God	God	np1	God	God	0
,	,	,	,	,	0
and	and	cc	and	and	0
partely	partely	av	partly	partly	0
through	through	p-acp	through	through	0
hys	hys	po31	his	his	0
fauour	fauour	n1	favour	favour	0
obtayned	obtayned	vvd	obtained	obtain	0
also	also	av	also	also	0
by	by	p-acp	by	by	0
your	your	po22	your	your	0
industry	industry	n1	industry	industry	0
,	,	,	,	,	0
beside	beside	p-acp	beside	beside	0
other	other	n-jn	other	other	0
innume	innume	vvb	innume	innume	0
∣	∣	sy	∣	∣	0
rable	rable	n1	rabble	rabble	0
graces	graces	n2	graces	grace	0
,	,	,	,	,	0
whiche	whiche	r-crq	which	which	0
it	it	pn31	it	it	0
hathe	hathe	vhz	hath	have	0
pleased	pleased	vvn	pleased	please	0
god	god	n1	god	god	0
to	to	pc-acp	to	to	0
endue	endue	vvi	endue	endue	0
youre	youre	po22	your	your	0
hyghenes	hyghenes	n1	hyghenes	hyghenes	0
withall	withall	av	withal	withal	0
:	:	:	:	:	0
Yet	Yet	av	Yet	yet	0
neuertheles	neuertheles	av	nevertheless	nevertheless	0
all	all	d	all	all	0
these	these	d	these	these	0
thinges	thinges	n2	things	thing	0
ought	ought	vmd	ought	ought	0
